"","X","LAD17CD","CTRY11NM","areaName","RGN11NM","Geography","area","pop","density","Name","All.ages","Under18","y18to24","y25to34","y35to44","y45to54","y55to64","y65to74","y75","gdphead2019","geography","white","asian","black"
"84",84,"E07000094","England","Winchester","South East","Non-metropolitan District",661,125925,191,"Winchester",125925,0.209656541592218,0.0968910065515188,0.0955330553901132,0.112860829859043,0.139225729600953,0.130633313480246,0.10931109787572,0.105888425650189,48820,"Winchester",0.954706462541275,0.0226339036836914,0.00391955058107123
"85",85,"E07000096","England","Dacorum","East of England","Non-metropolitan District",212,155457,732,"Dacorum",155457,0.228777089484552,0.0633229767717118,0.123165891532707,0.142824060672726,0.139807149243842,0.127456467061631,0.0925529246029449,0.0820934406298848,33048,"Dacorum",0.906515150469116,0.0467389728472112,0.0206424710211465
"86",86,"E07000098","England","Hertsmere","East of England","Non-metropolitan District",101,105471,1043,"Hertsmere",105471,0.238918754918414,0.0669852376482635,0.115007916868144,0.134359207744309,0.13845512036484,0.122792047102995,0.0939784395710669,0.0895032757819685,45519,"Hertsmere",0.848826863672262,0.0739070888024712,0.0392578300726775
"87",87,"E07000099","England","North Hertfordshire","East of England","Non-metropolitan District",375,133463,356,"North Hertfordshire",133463,0.218300203052531,0.0592973333433236,0.116481721525816,0.140450911488577,0.145883128657381,0.125855105909503,0.0989487723189199,0.0947828237039479,31739,"North Hertfordshire",0.894645751058105,0.0536604937300376,0.0195965825951508
"88",88,"E07000105","England","Ashford","South East","Non-metropolitan District",581,131018,226,"Ashford",131018,0.22993023859317,0.0666702285182189,0.115678761696866,0.120868888244363,0.143293287945168,0.126845166313026,0.106244943442886,0.090468485246302,28532,"Ashford",0.932457865644817,0.0338346502085523,0.0116568890094612
"89",89,"E07000106","England","Canterbury","South East","Non-metropolitan District",309,166762,540,"Canterbury",166762,0.179663232630935,0.154033892613425,0.135300608052194,0.0956692771734568,0.112075892589439,0.115625862006932,0.109011645338866,0.0986195895947518,23998,"Canterbury",0.927890436335969,0.0339739984782824,0.0128155082867445
"90",90,"E07000107","England","Dartford","South East","Non-metropolitan District",73,114051,1568,"Dartford",114051,0.250800080665667,0.0659266468509702,0.14440031214106,0.157017474638539,0.135676144882553,0.107074905086321,0.0736863333070293,0.0654181024278612,39533,"Dartford",0.871216556257382,0.0595593899245109,0.0367483181841524
"91",91,"E07000108","England","Dover","South East","Non-metropolitan District",315,118514,376,"Dover",118514,0.196348110771723,0.0653087398957085,0.111058609109472,0.108459760028351,0.134422937374487,0.146446833285519,0.13123344077493,0.106721568759809,25139,"Dover",0.964700825617422,0.0181868653401866,0.0034564894245751
"92",92,"E07000109","England","Gravesham","South East","Non-metropolitan District",99,106890,1080,"Gravesham",106890,0.239040134717934,0.0703807652727103,0.125643184582281,0.12977827673309,0.139479839086912,0.121639068200954,0.0913088221536159,0.0827299092525026,20264,"Gravesham",0.824872198191113,0.104246952418403,0.0283621706645694
"93",93,"E07000110","England","Maidstone","South East","Non-metropolitan District",393,173132,440,"Maidstone",173132,0.223251623039068,0.0673936649492873,0.123454936118106,0.12780421874639,0.140257144837465,0.124950904512164,0.102592241757734,0.0902952660397847,29999,"Maidstone",0.935640022430919,0.0318609283048542,0.00889501943368376
"94",94,"E07000111","England","Sevenoaks","South East","Non-metropolitan District",369,121387,329,"Sevenoaks",121387,0.225625478840403,0.0592402810844654,0.100002471434338,0.124486147610535,0.144035193224975,0.130145732244804,0.112738596390058,0.103726099170422,38422,"Sevenoaks",0.954261791405917,0.0181473196800501,0.00742429913049533
"95",95,"E07000112","England","Folkestone and Hythe","South East","Non-metropolitan District",357,113320,317,"Folkestone and Hythe",113320,0.187610307094952,0.0644105188845746,0.107818566890222,0.109504059301094,0.138528062124956,0.142410871867278,0.135104129897635,0.114613483939287,23178,"Folkestone and Hythe",0.945187970621197,0.0342598338411952,0.00424195833989386
"96",96,"E07000113","England","Swale","South East","Non-metropolitan District",373,151015,404,"Swale",151015,0.227341654802503,0.0745886170247989,0.120941628315068,0.121021090620137,0.133139092143165,0.130205608714366,0.107254246266927,0.0855080621130351,23144,"Swale",0.960172267824935,0.0109618286892185,0.0102698126403357
"97",97,"E07000114","England","Thanet","South East","Non-metropolitan District",104,141458,1365,"Thanet",141458,0.210613751078058,0.0681191590436737,0.107834127444188,0.109827652023922,0.128716650878706,0.134308416632499,0.130688967750145,0.109891275148807,18833,"Thanet",0.953951977106405,0.0186606650470243,0.00678163146677001
"98",98,"E07000115","England","Tonbridge and Malling","South East","Non-metropolitan District",240,132571,552,"Tonbridge and Malling",132571,0.230125743940983,0.0664549562121429,0.109812854998454,0.126792435751409,0.148297893204396,0.128527355153088,0.0994636836110462,0.0905250771284821,40097,"Tonbridge and Malling",0.956268366375564,0.0201233392657589,0.00348495509291834
"99",99,"E07000116","England","Tunbridge Wells","South East","Non-metropolitan District",331,118939,359,"Tunbridge Wells",118939,0.228074895534686,0.0577775162057862,0.100816384869555,0.133127065134228,0.155171978913561,0.128208577506117,0.0998410950150918,0.0969824868209755,33599,"Tunbridge Wells",0.946700970890664,0.0252327269250493,0.00554546323740319
"100",100,"E07000118","England","Chorley","North West","Non-metropolitan District",203,118870,586,"Chorley",118870,0.205543871456213,0.0640615798771767,0.122091360309582,0.127265079498612,0.147135526205098,0.133153865567427,0.113510557752166,0.0872381593337259,21469,"Chorley",0.968466240492744,0.0159581914049741,0.0037422425458448
"101",101,"E07000121","England","Lancaster","North West","Non-metropolitan District",567,148119,261,"Lancaster",148119,0.187673424746319,0.139793004273591,0.130341144620204,0.101114644306267,0.118026721757506,0.124325711083656,0.105847325461285,0.092878023751173,23040,"Lancaster",0.954009033423668,0.026970189701897,0.00453839205058717
"102",102,"E07000126","England","South Ribble","North West","Non-metropolitan District",113,111086,982,"South Ribble",111086,0.202356732621572,0.0676952991376051,0.118241722629314,0.115910195704229,0.142736258394397,0.137326035684065,0.117233494769818,0.0985002610589993,37636,"South Ribble",0.970409969098728,0.0147812611753487,0.00245743051798601
"103",103,"E07000127","England","West Lancashire","North West","Non-metropolitan District",347,114496,330,"West Lancashire",114496,0.194364868641699,0.104929429849078,0.109418669647848,0.0957326020122974,0.134432643935159,0.138441517607602,0.117855645612074,0.104824622694243,25890,"West Lancashire",0.981117585942088,0.00824863350950897,0.00157202873018024
"104",104,"E07000128","England","Wyre","North West","Non-metropolitan District",282,113067,401,"Wyre",113067,0.178681666622445,0.0601590207576039,0.101948402274757,0.0992243537017874,0.131736050306455,0.14938045583592,0.145276694349368,0.133593356151662,19252,"Wyre",0.981503308615393,0.00921586279223009,0.00120650771700897
"105",105,"E07000129","England","Blaby","East Midlands","Non-metropolitan District",130,101950,781,"Blaby",101950,0.21282000980873,0.064737616478666,0.122275625306523,0.126316821971555,0.138901422265817,0.130956351152526,0.108229524276606,0.0957626287395782,40282,"Blaby",0.908800511100463,0.0608848426768887,0.0095831336847149
"106",106,"E07000130","England","Charnwood","East Midlands","Non-metropolitan District",279,188416,675,"Charnwood",188416,0.190939198369565,0.131788170855978,0.13618800951087,0.116439155910326,0.125541355298913,0.117686396059783,0.0981286090353261,0.0832891049592391,22482,"Charnwood",0.873208910295003,0.0971583383503913,0.00798916315472607
"107",107,"E07000132","England","Hinckley and Bosworth","East Midlands","Non-metropolitan District",297,113666,382,"Hinckley and Bosworth",113666,0.199725511586578,0.0623845301145461,0.117167842626643,0.11926169654954,0.143904069818591,0.136153291221649,0.121575493111397,0.0998275649710555,24423,"Hinckley and Bosworth",0.963883971906584,0.0213745979177373,0.00249338586573783
"108",108,"E07000134","England","North West Leicestershire","East Midlands","Non-metropolitan District",279,104809,375,"North West Leicestershire",104809,0.204409926628438,0.0692879428293372,0.119092825997767,0.120543083132174,0.15131334141152,0.133948420460075,0.113587573586238,0.0878168859544505,41153,"North West Leicestershire",0.974772114520478,0.011490563615355,0.00219326400479308
"109",109,"E07000137","England","East Lindsey","East Midlands","Non-metropolitan District",1767,142030,80,"East Lindsey",142030,0.171365204534253,0.0552629726114201,0.0904668027881434,0.0873195803703443,0.128078574948954,0.163634443427445,0.167767373090192,0.136105048229247,19205,"East Lindsey",0.984252314865727,0.00578441507027075,0.00193546968130732
"110",110,"E07000138","England","Lincoln","East Midlands","Non-metropolitan District",36,100049,2803,"Lincoln",100049,0.181980829393597,0.197623164649322,0.144549170906256,0.11134544073404,0.106088016871733,0.105328389089346,0.0817899229377605,0.0712950654179452,31924,"Lincoln",0.95465090174362,0.0191787558396853,0.00831720849680889
"111",111,"E07000139","England","North Kesteven","East Midlands","Non-metropolitan District",922,118149,128,"North Kesteven",118149,0.194804865043293,0.0610331022691686,0.113830840718076,0.115134279596103,0.141490829376465,0.137834429406935,0.123310396194636,0.112561257395323,24248,"North Kesteven",0.981394874079023,0.00695952341183676,0.00232912050182803
"112",112,"E07000141","England","South Kesteven","East Midlands","Non-metropolitan District",943,143225,152,"South Kesteven",143225,0.205739221504626,0.0575528015360447,0.100946063885495,0.114658753709199,0.142754407400943,0.144060045383138,0.127037877465526,0.107250829115029,23392,"South Kesteven",0.9740484946333,0.0118097288247077,0.00380452656441534
"113",113,"E07000143","England","Breckland","East of England","Non-metropolitan District",1305,141255,108,"Breckland",141255,0.192304697178861,0.0648897384163392,0.112880959966019,0.107387349120385,0.130388304838767,0.139110119995752,0.132674949559308,0.120363880924569,21096,"Breckland",0.9725728211141,0.00796989830716295,0.00456736479910492
"114",114,"E07000144","England","Broadland","East of England","Non-metropolitan District",552,131931,239,"Broadland",131931,0.184551015303454,0.0598949450849308,0.101916911112627,0.111982778876837,0.142589687033374,0.14064927878967,0.132607196185885,0.125808187613222,30529,"Broadland",0.976774224604079,0.010148741235178,0.00265552043386872
"115",115,"E07000146","England","King's Lynn and West Norfolk","East of England","Non-metropolitan District",1440,151245,105,"King's Lynn and West Norfolk",151245,0.19566927832325,0.0597441237726867,0.103355482825879,0.104876194254356,0.129518331184502,0.142847697444544,0.138622764388905,0.125366127805878,23786,"King's Lynn and West Norfolk",0.970858115577378,0.0126347057666615,0.00380465374938115
"116",116,"E07000147","England","North Norfolk","East of England","Non-metropolitan District",966,105167,109,"North Norfolk",105167,0.153726929550144,0.054094915705497,0.0855591582910989,0.0877176300550553,0.123175520838286,0.160544657544667,0.174712599960064,0.160468588055188,18671,"North Norfolk",0.986029419009054,0.00523157863624272,0.00154681326909625
"117",117,"E07000148","England","Norwich","East of England","Non-metropolitan District",39,142177,3644,"Norwich",142177,0.183806100846128,0.169092047236895,0.172503288154906,0.119998311963257,0.109511383697785,0.0947902966021227,0.078142034224945,0.0721565372739613,33019,"Norwich",0.907449891330597,0.0441016662641874,0.0162023062062304
"118",118,"E07000149","England","South Norfolk","East of England","Non-metropolitan District",908,143066,158,"South Norfolk",143066,0.202822473543679,0.0598674737533726,0.102644933107796,0.118924132917674,0.139816588148127,0.13541302615576,0.125410649630241,0.115100722743349,23405,"South Norfolk",0.974083153243235,0.0102409444247331,0.00304809212011741
"119",119,"E07000165","England","Harrogate","Yorkshire and The Humber","Non-metropolitan District",1308,161545,124,"Harrogate",161545,0.205205979757962,0.0523135968306045,0.0925810145779814,0.113893961434894,0.149103964839518,0.148843975362902,0.122133151753381,0.115924355442756,31697,"Harrogate",0.962620907207875,0.0152594872964293,0.0072655176127042
"120",120,"E07000168","England","Scarborough","Yorkshire and The Humber","Non-metropolitan District",816,108737,133,"Scarborough",108737,0.178963922124024,0.0604118193439216,0.103285910039821,0.0938870853527318,0.128364770041476,0.157315357238107,0.149590295851458,0.128180840008461,22748,"Scarborough",0.974943240833509,0.012537571351098,0.00220602428465067
"121",121,"E07000170","England","Ashfield","East Midlands","Non-metropolitan District",110,128337,1171,"Ashfield",128337,0.210547231118072,0.0730342769427367,0.130461207601861,0.120074491378168,0.139733669947092,0.131980644708852,0.104911288248907,0.0892571900543101,25506,"Ashfield",0.976509870540683,0.00919688360377248,0.00394988995539637
"122",122,"E07000171","England","Bassetlaw","East Midlands","Non-metropolitan District",638,118280,185,"Bassetlaw",118280,0.201454176530267,0.0656746702739263,0.112005410889415,0.111371322286101,0.14249239093676,0.143667568481569,0.121880284071694,0.101454176530267,23271,"Bassetlaw",0.9728431815564,0.0111196760674446,0.00460735582077386
"123",123,"E07000172","England","Broxtowe","East Midlands","Non-metropolitan District",80,114627,1431,"Broxtowe",114627,0.188672825774032,0.0819265967006028,0.13275231838921,0.12079178553046,0.13476755040261,0.129437218107427,0.112565102462771,0.0990866026328875,22231,"Broxtowe",0.92731557171171,0.0411281704677268,0.0085215596372172
"124",124,"E07000173","England","Gedling","East Midlands","Non-metropolitan District",120,118239,985,"Gedling",118239,0.199316638334221,0.0655198369404342,0.123630950870694,0.124459780613841,0.14115477972581,0.134853982188618,0.114412334339769,0.0966516969866119,16392,"Gedling",0.930255497917089,0.0294425900319703,0.0145583611495204
"125",125,"E07000174","England","Mansfield","East Midlands","Non-metropolitan District",77,109351,1426,"Mansfield",109351,0.209636857459008,0.066492304597123,0.130835566204241,0.12427869886878,0.135883531014806,0.137035783852,0.107763074869,0.0880741831350422,18904,"Mansfield",0.971799437137442,0.0123389428139299,0.00380985200926617
"126",126,"E07000175","England","Newark and Sherwood","East Midlands","Non-metropolitan District",651,123127,189,"Newark and Sherwood",123127,0.199883047585014,0.067483167786107,0.115652943708529,0.110763683026469,0.140391628156294,0.141829168257165,0.121939136014034,0.102057225466388,24702,"Newark and Sherwood",0.972895999721296,0.00902305407735788,0.004346046317183
"127",127,"E07000176","England","Rushcliffe","East Midlands","Non-metropolitan District",409,121416,297,"Rushcliffe",121416,0.20510476378731,0.0742900441457469,0.11410357778217,0.12462113724715,0.141447585161758,0.130089938723068,0.109746656124399,0.100596297028398,27729,"Rushcliffe",0.931179080168093,0.0415193153902222,0.00564209162324866
"128",128,"E07000177","England","Cherwell","South East","Non-metropolitan District",589,151846,258,"Cherwell",151846,0.224582800995746,0.0630968217799613,0.117994547106937,0.139470252756082,0.141985959458926,0.128090302016517,0.0978162085270603,0.0869631073587714,37031,"Cherwell",0.920968787887332,0.0425677390250092,0.0138227084331914
"129",129,"E07000178","England","Oxford","South East","Non-metropolitan District",46,151584,3324,"Oxford",151584,0.199170097107874,0.217476778551826,0.159832172260925,0.109563014566181,0.0980512455140384,0.089560903525438,0.0657391281401731,0.0606066603335444,48030,"Oxford",0.775907469092728,0.123938488275644,0.0462654536358011
"130",130,"E07000179","England","South Oxfordshire","South East","Non-metropolitan District",679,143782,212,"South Oxfordshire",143782,0.214943456065432,0.0608281982445647,0.10690489769234,0.125140838213406,0.148203530344549,0.132123631608964,0.107551710227984,0.10430373760276,33105,"South Oxfordshire",0.959786081917516,0.0179134048876409,0.00572037212212399
"131",131,"E07000180","England","Vale of White Horse","South East","Non-metropolitan District",578,137910,239,"Vale of White Horse",137910,0.216206221448771,0.0644115727648466,0.119643245594953,0.131136248277862,0.139039953592923,0.127177144514538,0.10474947429483,0.0976361395112755,34758,"Vale of White Horse",0.948151882831355,0.0244817667867888,0.010166297484048
"132",132,"E07000181","England","West Oxfordshire","South East","Non-metropolitan District",714,111758,156,"West Oxfordshire",111758,0.206535550027739,0.060666797902611,0.1140321050842,0.12164677249056,0.141367955761556,0.135569713130156,0.113450491240001,0.106730614363178,27698,"West Oxfordshire",0.966672711134865,0.0135905095486691,0.00417068305671938
"133",133,"E07000187","England","Mendip","South West","Non-metropolitan District",739,116288,157,"Mendip",116288,0.204586887727023,0.0609263208585581,0.0995373555310952,0.107749724821134,0.143643368189323,0.1447956796918,0.129248073747936,0.109512589433132,23306,"Mendip",0.977415605926116,0.00850117588923764,0.00192168669186211
"134",134,"E07000188","England","Sedgemoor","South West","Non-metropolitan District",564,123446,219,"Sedgemoor",123446,0.200298106054469,0.0651944979991251,0.106346094648672,0.105406412520454,0.137493316915898,0.144362717301492,0.129254896877987,0.111643957681901,25385,"Sedgemoor",0.982581073061752,0.00641428421824275,0.00122176842252243
"135",135,"E07000189","England","South Somerset","South West","Non-metropolitan District",959,168696,176,"South Somerset",168696,0.195600369896145,0.0608135344050837,0.104981742305686,0.103215251102575,0.132878076540048,0.142955375349742,0.138290178783137,0.121265471617584,25929,"South Somerset",0.979775866239155,0.00873836383594947,0.00221404960215327
"136",136,"E07000192","England","Cannock Chase","West Midlands","Non-metropolitan District",79,101484,1287,"Cannock Chase",101484,0.200021678294115,0.0710850971581727,0.134533522525718,0.122600606992235,0.146111702337314,0.132257301643609,0.104942651058295,0.0884474399905404,24497,"Cannock Chase",0.977283454064148,0.0100757218197862,0.00287291457183312
"137",137,"E07000193","England","East Staffordshire","West Midlands","Non-metropolitan District",387,120923,312,"East Staffordshire",120923,0.217973421102685,0.0704167114610124,0.123897025379787,0.123500078562391,0.138947925539393,0.131728455298,0.103363297304897,0.0901730853518355,34264,"East Staffordshire",0.903585923949887,0.0692357130908675,0.00900662951321941
"138",138,"E07000194","England","Lichfield","West Midlands","Non-metropolitan District",331,105637,319,"Lichfield",105637,0.192006588600585,0.0663498584776167,0.109128430379507,0.112791919497903,0.142686748014427,0.136950121642985,0.123621458390526,0.11646487499645,26133,"Lichfield",0.96753233850617,0.0161245454726091,0.00477874699465496
"139",139,"E07000195","England","Newcastle-under-Lyme","West Midlands","Non-metropolitan District",211,129610,614,"Newcastle-under-Lyme",129610,0.181498341177378,0.106411542319265,0.134534372347813,0.111604042897925,0.131116426201682,0.126926934650104,0.110114960265412,0.0977933801404213,20425,"Newcastle-under-Lyme",0.949479700656328,0.0283520759499802,0.0066843732592778
"140",140,"E07000196","England","South Staffordshire","West Midlands","Non-metropolitan District",407,112369,276,"South Staffordshire",112369,0.177611262892791,0.0696633413129956,0.110626596303251,0.104210235919159,0.142503715437532,0.147896661890735,0.128291610675542,0.119196575567995,20998,"South Staffordshire",0.957838177765858,0.0196243445450426,0.00534536811830095
"141",141,"E07000197","England","Stafford","West Midlands","Non-metropolitan District",598,137858,230,"Stafford",137858,0.191465130786752,0.0638192923152809,0.1231992339944,0.115727777858376,0.142313104788986,0.137518315948295,0.118607552699154,0.107349591608757,26742,"Stafford",0.948956590177964,0.0251243610022236,0.00845884051990922
"142",142,"E07000202","England","Ipswich","East of England","Non-metropolitan District",40,135979,3442,"Ipswich",135979,0.227373344413476,0.0751733723589672,0.146132858750248,0.134976724347142,0.129424396414152,0.116459159134866,0.0912126137124115,0.0792475308687371,34607,"Ipswich",0.888015054279374,0.0430336472140587,0.0232111797516944
"143",143,"E07000203","England","Mid Suffolk","East of England","Non-metropolitan District",871,104857,120,"Mid Suffolk",104857,0.187436222665154,0.0616458605529435,0.105610498106946,0.108881619729727,0.142098286237447,0.145998836510676,0.136318986810609,0.112009689386498,24781,"Mid Suffolk",0.977876792341648,0.00668865203502497,0.00383537852394786
"144",144,"E07000207","England","Elmbridge","South East","Non-metropolitan District",95,137215,1444,"Elmbridge",137215,0.247582261414568,0.0551761833618773,0.0817767736763473,0.141201763655577,0.159261013737565,0.128542797799074,0.0940567722187807,0.0924024341362096,50527,"Elmbridge",0.901394460362942,0.0540592168099331,0.00771728748806113
"145",145,"E07000209","England","Guildford","South East","Non-metropolitan District",271,150352,555,"Guildford",150352,0.195328296264765,0.137670267106523,0.143809194423752,0.114611046078536,0.127653772480579,0.113526923486219,0.0872884963286155,0.0801120038310099,39600,"Guildford",0.905476626112565,0.0482275500608676,0.0120714665811361
"146",146,"E07000211","England","Reigate and Banstead","South East","Non-metropolitan District",129,149243,1156,"Reigate and Banstead",149243,0.230396065477108,0.0604048431082195,0.112099059922408,0.144221169502087,0.145621570190897,0.124360941551698,0.0942958798737629,0.0886004703738199,42951,"Reigate and Banstead",0.904704900787173,0.0507273188957812,0.0157144411796713
"147",147,"E07000216","England","Waverley","South East","Non-metropolitan District",345,126556,367,"Waverley",126556,0.227259078984797,0.064959385568444,0.0820032238692753,0.121740573343026,0.151308511647018,0.129152312019975,0.107604538702235,0.11597237586523,29662,"Waverley",0.958691145987563,0.01877899516336,0.00442536110288553
"148",148,"E07000217","England","Woking","South East","Non-metropolitan District",64,100008,1572,"Woking",100008,0.239190864730822,0.058655307575394,0.107151427885769,0.150707943364531,0.148548116150708,0.120150387968962,0.0909527237820974,0.0846432285417167,37107,"Woking",0.834442226657796,0.11554668440896,0.0139418133430109
"149",149,"E07000219","England","Nuneaton and Bedworth","West Midlands","Non-metropolitan District",79,130373,1651,"Nuneaton and Bedworth",130373,0.218841324507375,0.0712570854394698,0.12827809439071,0.12524065565723,0.136331909214331,0.12698948401893,0.105781104983394,0.0872803417885605,20495,"Nuneaton and Bedworth",0.912696004854214,0.0629131670552167,0.00835914795771724
"150",150,"E07000220","England","Rugby","West Midlands","Non-metropolitan District",351,110650,315,"Rugby",110650,0.227220967013104,0.0656032535020334,0.123416177135111,0.13472209670131,0.139078174423859,0.12122006326254,0.0954360596475373,0.0933032083145052,31283,"Rugby",0.903372470647015,0.0522108418685985,0.0198551086684986
"151",151,"E07000221","England","Stratford-on-Avon","West Midlands","Non-metropolitan District",978,132402,135,"Stratford-on-Avon",132402,0.187920122052537,0.0624688448814973,0.102944064289059,0.106153985589342,0.142754641168562,0.143834685276657,0.129016178003353,0.124907478738992,44151,"Stratford-on-Avon",0.972187409221065,0.0121674897290119,0.00219114412582479
"152",152,"E07000222","England","Warwick","West Midlands","Non-metropolitan District",283,144909,512,"Warwick",144909,0.191775528090043,0.114471840948457,0.139570351047899,0.118771090822516,0.130247258624378,0.116942356927451,0.0958256561014154,0.0923959174378403,50832,"Warwick",0.891215273741718,0.0722495059862839,0.00706875508543531
"153",153,"E07000224","England","Arun","South East","Non-metropolitan District",221,161123,729,"Arun",161123,0.180452201113435,0.0588122117885094,0.0991478559857997,0.102753796788789,0.128510516810139,0.139253861956394,0.146465743562372,0.144603811994563,18389,"Arun",0.969488623443331,0.0141521422169906,0.00359822897577549
"154",154,"E07000225","England","Chichester","South East","Non-metropolitan District",786,121508,155,"Chichester",121508,0.18505777397373,0.0708924515258255,0.0890805543667907,0.0988329986502946,0.131867860552392,0.14746354149521,0.138789215524904,0.138015603910854,32750,"Chichester",0.967397226567306,0.0142098880433063,0.00455208534720636
"155",155,"E07000226","England","Crawley","South East","Non-metropolitan District",45,112474,2501,"Crawley",112474,0.245043298895745,0.0685225029784661,0.140708074755055,0.158970073083557,0.134866724754165,0.114088589362875,0.0764087700268506,0.0613919661432865,61209,"Crawley",0.798362055217314,0.129694081446945,0.032543129731606
"156",156,"E07000227","England","Horsham","South East","Non-metropolitan District",530,145474,274,"Horsham",145474,0.204380164153045,0.058264707095426,0.102265696963031,0.117306185297716,0.146204820105311,0.14248594250519,0.119313416830499,0.109779067049782,27857,"Horsham",0.958317149145856,0.0196875880610201,0.00495807343432266
"157",157,"E07000228","England","Mid Sussex","South East","Non-metropolitan District",334,152142,455,"Mid Sussex",152142,0.220018140947273,0.0573017312773593,0.103409972262755,0.134933154552983,0.149715397457638,0.129030773882294,0.10685412312182,0.098736706497877,26725,"Mid Sussex",0.95006435006435,0.0268911768911769,0.00563420563420563
"158",158,"E07000229","England","Worthing","South East","Non-metropolitan District",33,110727,3405,"Worthing",110727,0.19727799001147,0.0627398918059733,0.105900096634064,0.128884553902842,0.145456844310782,0.132650573030968,0.114172695006638,0.112917355297263,39693,"Worthing",0.936897935779817,0.0322247706422018,0.00830466360856269
"159",159,"E07000234","England","Bromsgrove","West Midlands","Non-metropolitan District",217,100569,464,"Bromsgrove",100569,0.20711153536378,0.059690361841124,0.108781035905697,0.118774174944565,0.145333054917519,0.133122532788434,0.115801091787728,0.111386212451153,33036,"Bromsgrove",0.957110971090488,0.0205581127118554,0.0047417153475656
"160",160,"E07000237","England","Worcester","West Midlands","Non-metropolitan District",33,100265,3013,"Worcester",100265,0.204268687976861,0.101520969431008,0.141714456689772,0.123532638507954,0.13366578566798,0.118904902009674,0.0944397347030369,0.0819528250137137,34065,"Worcester",0.933308358982666,0.0442046006803823,0.00478900048598736
"161",161,"E07000238","England","Wychavon","West Midlands","Non-metropolitan District",664,131084,198,"Wychavon",131084,0.190931006072442,0.0599539226755363,0.100424155503341,0.107450184614446,0.141489426627201,0.146158188642397,0.135302554087455,0.118290561777181,27518,"Wychavon",0.974782802024901,0.00965419346011766,0.00194965111506362
"162",162,"E07000239","England","Wyre Forest","West Midlands","Non-metropolitan District",195,101139,518,"Wyre Forest",101139,0.192487566616241,0.0648315684355194,0.110560713473536,0.107673597721947,0.140737005507272,0.134053134794688,0.132540365239917,0.117116048210878,18490,"Wyre Forest",0.968594029089053,0.0141872926767032,0.00218423067108956
"163",163,"E07000240","England","St Albans","East of England","Non-metropolitan District",161,149317,926,"St Albans",149317,0.248531647434652,0.0580777808287067,0.107234943107617,0.145569493091878,0.152480963319649,0.116523905516452,0.0873242832363361,0.0842569834647093,35073,"St Albans",0.883061764204061,0.0640604561223909,0.0169766251492919
"164",164,"E07000241","England","Welwyn Hatfield","East of England","Non-metropolitan District",130,123893,956,"Welwyn Hatfield",123893,0.209664791392573,0.126673823379852,0.152978780076356,0.12982977246495,0.117222119086631,0.109150638050576,0.0768647139063547,0.0776153616427078,45930,"Welwyn Hatfield",0.839381191477812,0.0787442891391867,0.0451350251051703
"165",165,"E07000242","England","East Hertfordshire","East of England","Non-metropolitan District",476,151786,319,"East Hertfordshire",151786,0.221509230100273,0.0635565862464259,0.113403080653025,0.132548456379376,0.153848180991659,0.132779044180623,0.0968007589632773,0.0855546624853412,32199,"East Hertfordshire",0.954331200476443,0.019471700305766,0.00714664420025129
"166",166,"E08000001","England","Bolton","North West","Metropolitan District",140,288248,2062,"Bolton",288248,0.23913782576115,0.0775269906469429,0.13222294690683,0.124517776359246,0.134356526324554,0.118581915572701,0.0956988426632622,0.0779571757653132,23623,"Bolton",0.818072445860701,0.139996242584524,0.0168072084570751
"167",167,"E08000002","England","Bury","North West","Metropolitan District",99,190708,1917,"Bury",190708,0.226419447532353,0.0710353000398515,0.131232040606582,0.125930742286637,0.136811250707888,0.12476141535751,0.099660213520146,0.084149589949032,21727,"Bury",0.891386577326273,0.072446774019237,0.01022911488166
"168",168,"E08000003","England","Manchester","North West","Metropolitan District",116,555741,4805,"Manchester",555741,0.222895197583047,0.154237315584058,0.212680007413525,0.133648588101292,0.102267063254286,0.0815001952348306,0.0528933442017055,0.0398782886272562,47891,"Manchester",0.665040834620285,0.170903171565032,0.0864274825242931
"169",169,"E08000004","England","Oldham","North West","Metropolitan District",142,237628,1669,"Oldham",237628,0.250180955106301,0.0834581783291531,0.135636372818018,0.125443971249179,0.129084114666622,0.114527749255138,0.0888363324187385,0.0728323261568502,20380,"Oldham",0.774861380987741,0.19193230678933,0.0124368044037937
"170",170,"E08000005","England","Rochdale","North West","Metropolitan District",158,223659,1414,"Rochdale",223659,0.240750428107074,0.0781099799247962,0.138983899597155,0.126187633853321,0.131566357714199,0.1192976808445,0.0930478988102424,0.072056121148713,20093,"Rochdale",0.815724212206954,0.149410247568482,0.0130846154209514
"171",171,"E08000006","England","Salford","North West","Metropolitan District",97,262697,2703,"Salford",262697,0.222469232614,0.102719102235656,0.179602355565537,0.136012211787725,0.115159289980472,0.104618629066948,0.0760990799285869,0.0633200988210752,34205,"Salford",0.900552722360676,0.0403064125198241,0.0279609973795916
"172",172,"E08000007","England","Stockport","North West","Metropolitan District",126,294197,2334,"Stockport",294197,0.217211596311315,0.06377359388437,0.121965893601906,0.13032083943752,0.136983041975275,0.129426880627607,0.104525199101282,0.0957929550607246,26589,"Stockport",0.920522460506575,0.0485817668343482,0.00691201129644339
"173",173,"E08000008","England","Tameside","North West","Metropolitan District",103,227117,2202,"Tameside",227117,0.224360131562146,0.0736448614590718,0.134701497466064,0.124816724419572,0.137396143837758,0.129065635773632,0.0984954891091376,0.0775195163726185,18738,"Tameside",0.909116193394248,0.0663538873994638,0.00813408473308895
