"","areaName","LAD17CD","date","newCasesBySpecimenDate","RGN11NM","CTRY11NM","add","eng"
"1","Aberdeen City","S12000033",2020-08-15,5,"Scotland","Scotland",5,"Aberdeen City"
"2","Aberdeen City","S12000033",2020-08-14,17,"Scotland","Scotland",17,"Aberdeen City"
"3","Aberdeen City","S12000033",2020-08-13,11,"Scotland","Scotland",11,"Aberdeen City"
"4","Aberdeen City","S12000033",2020-08-12,15,"Scotland","Scotland",15,"Aberdeen City"
"5","Aberdeen City","S12000033",2020-08-11,21,"Scotland","Scotland",21,"Aberdeen City"
"6","Aberdeen City","S12000033",2020-08-10,16,"Scotland","Scotland",16,"Aberdeen City"
"7","Aberdeen City","S12000033",2020-08-09,9,"Scotland","Scotland",9,"Aberdeen City"
"8","Aberdeen City","S12000033",2020-08-08,17,"Scotland","Scotland",17,"Aberdeen City"
"9","Aberdeen City","S12000033",2020-08-07,20,"Scotland","Scotland",20,"Aberdeen City"
"10","Aberdeen City","S12000033",2020-08-06,29,"Scotland","Scotland",29,"Aberdeen City"
"11","Aberdeen City","S12000033",2020-08-05,32,"Scotland","Scotland",32,"Aberdeen City"
"12","Aberdeen City","S12000033",2020-08-04,21,"Scotland","Scotland",21,"Aberdeen City"
"13","Aberdeen City","S12000033",2020-08-03,28,"Scotland","Scotland",28,"Aberdeen City"
"14","Aberdeen City","S12000033",2020-08-02,7,"Scotland","Scotland",7,"Aberdeen City"
"15","Aberdeen City","S12000033",2020-08-01,7,"Scotland","Scotland",7,"Aberdeen City"
"16","Aberdeen City","S12000033",2020-07-31,7,"Scotland","Scotland",7,"Aberdeen City"
"17","Aberdeen City","S12000033",2020-07-30,3,"Scotland","Scotland",3,"Aberdeen City"
"18","Aberdeen City","S12000033",2020-07-29,0,"Scotland","Scotland",0,"Aberdeen City"
"19","Aberdeen City","S12000033",2020-07-28,2,"Scotland","Scotland",2,"Aberdeen City"
"20","Aberdeen City","S12000033",2020-07-27,0,"Scotland","Scotland",0,"Aberdeen City"
"21","Aberdeen City","S12000033",2020-07-26,0,"Scotland","Scotland",0,"Aberdeen City"
"22","Aberdeen City","S12000033",2020-07-25,0,"Scotland","Scotland",0,"Aberdeen City"
"23","Aberdeen City","S12000033",2020-07-24,0,"Scotland","Scotland",0,"Aberdeen City"
"24","Aberdeen City","S12000033",2020-07-23,1,"Scotland","Scotland",1,"Aberdeen City"
"25","Aberdeen City","S12000033",2020-07-22,0,"Scotland","Scotland",0,"Aberdeen City"
"26","Aberdeen City","S12000033",2020-07-21,0,"Scotland","Scotland",0,"Aberdeen City"
"27","Aberdeen City","S12000033",2020-07-20,0,"Scotland","Scotland",0,"Aberdeen City"
"28","Aberdeen City","S12000033",2020-07-19,0,"Scotland","Scotland",0,"Aberdeen City"
"29","Aberdeen City","S12000033",2020-07-18,0,"Scotland","Scotland",0,"Aberdeen City"
"30","Aberdeen City","S12000033",2020-07-17,0,"Scotland","Scotland",0,"Aberdeen City"
"31","Aberdeen City","S12000033",2020-07-16,2,"Scotland","Scotland",2,"Aberdeen City"
"32","Aberdeen City","S12000033",2020-07-15,2,"Scotland","Scotland",2,"Aberdeen City"
"33","Aberdeen City","S12000033",2020-07-14,0,"Scotland","Scotland",0,"Aberdeen City"
"34","Aberdeen City","S12000033",2020-07-13,0,"Scotland","Scotland",0,"Aberdeen City"
"35","Aberdeen City","S12000033",2020-07-12,0,"Scotland","Scotland",0,"Aberdeen City"
"36","Aberdeen City","S12000033",2020-07-11,1,"Scotland","Scotland",1,"Aberdeen City"
"37","Aberdeen City","S12000033",2020-07-10,1,"Scotland","Scotland",1,"Aberdeen City"
"38","Aberdeen City","S12000033",2020-07-09,0,"Scotland","Scotland",0,"Aberdeen City"
"39","Aberdeen City","S12000033",2020-07-08,1,"Scotland","Scotland",1,"Aberdeen City"
"40","Aberdeen City","S12000033",2020-07-07,0,"Scotland","Scotland",0,"Aberdeen City"
"41","Aberdeen City","S12000033",2020-07-06,0,"Scotland","Scotland",0,"Aberdeen City"
"42","Aberdeen City","S12000033",2020-07-05,0,"Scotland","Scotland",0,"Aberdeen City"
"43","Aberdeen City","S12000033",2020-07-04,0,"Scotland","Scotland",0,"Aberdeen City"
"44","Aberdeen City","S12000033",2020-07-03,0,"Scotland","Scotland",0,"Aberdeen City"
"45","Aberdeen City","S12000033",2020-07-02,0,"Scotland","Scotland",0,"Aberdeen City"
"46","Aberdeen City","S12000033",2020-07-01,0,"Scotland","Scotland",0,"Aberdeen City"
"47","Aberdeen City","S12000033",2020-06-30,1,"Scotland","Scotland",1,"Aberdeen City"
"48","Aberdeen City","S12000033",2020-06-29,2,"Scotland","Scotland",2,"Aberdeen City"
"49","Aberdeen City","S12000033",2020-06-28,0,"Scotland","Scotland",0,"Aberdeen City"
"50","Aberdeen City","S12000033",2020-06-27,0,"Scotland","Scotland",0,"Aberdeen City"
"51","Aberdeen City","S12000033",2020-06-26,1,"Scotland","Scotland",1,"Aberdeen City"
"52","Aberdeen City","S12000033",2020-06-25,0,"Scotland","Scotland",0,"Aberdeen City"
"53","Aberdeen City","S12000033",2020-06-24,0,"Scotland","Scotland",0,"Aberdeen City"
"54","Aberdeen City","S12000033",2020-06-23,1,"Scotland","Scotland",1,"Aberdeen City"
"55","Aberdeen City","S12000033",2020-06-22,0,"Scotland","Scotland",0,"Aberdeen City"
"56","Aberdeen City","S12000033",2020-06-21,0,"Scotland","Scotland",0,"Aberdeen City"
"57","Aberdeen City","S12000033",2020-06-20,0,"Scotland","Scotland",0,"Aberdeen City"
"58","Aberdeen City","S12000033",2020-06-19,0,"Scotland","Scotland",0,"Aberdeen City"
"59","Aberdeen City","S12000033",2020-06-18,1,"Scotland","Scotland",1,"Aberdeen City"
"60","Aberdeen City","S12000033",2020-06-17,0,"Scotland","Scotland",0,"Aberdeen City"
"61","Aberdeen City","S12000033",2020-06-16,0,"Scotland","Scotland",0,"Aberdeen City"
"62","Aberdeen City","S12000033",2020-06-15,3,"Scotland","Scotland",3,"Aberdeen City"
"63","Aberdeen City","S12000033",2020-06-14,0,"Scotland","Scotland",0,"Aberdeen City"
"64","Aberdeen City","S12000033",2020-06-13,3,"Scotland","Scotland",3,"Aberdeen City"
"65","Aberdeen City","S12000033",2020-06-12,0,"Scotland","Scotland",0,"Aberdeen City"
"66","Aberdeen City","S12000033",2020-06-11,0,"Scotland","Scotland",0,"Aberdeen City"
"67","Aberdeen City","S12000033",2020-06-10,0,"Scotland","Scotland",0,"Aberdeen City"
"68","Aberdeen City","S12000033",2020-06-09,0,"Scotland","Scotland",0,"Aberdeen City"
"69","Aberdeen City","S12000033",2020-06-08,1,"Scotland","Scotland",1,"Aberdeen City"
"70","Aberdeen City","S12000033",2020-06-07,0,"Scotland","Scotland",0,"Aberdeen City"
"71","Aberdeen City","S12000033",2020-06-06,0,"Scotland","Scotland",0,"Aberdeen City"
"72","Aberdeen City","S12000033",2020-06-05,1,"Scotland","Scotland",1,"Aberdeen City"
"73","Aberdeen City","S12000033",2020-06-04,0,"Scotland","Scotland",0,"Aberdeen City"
"74","Aberdeen City","S12000033",2020-06-03,1,"Scotland","Scotland",1,"Aberdeen City"
"75","Aberdeen City","S12000033",2020-06-02,4,"Scotland","Scotland",4,"Aberdeen City"
"76","Aberdeen City","S12000033",2020-06-01,1,"Scotland","Scotland",1,"Aberdeen City"
"77","Aberdeen City","S12000033",2020-05-31,2,"Scotland","Scotland",2,"Aberdeen City"
"78","Aberdeen City","S12000033",2020-05-30,5,"Scotland","Scotland",5,"Aberdeen City"
"79","Aberdeen City","S12000033",2020-05-29,1,"Scotland","Scotland",1,"Aberdeen City"
"80","Aberdeen City","S12000033",2020-05-28,0,"Scotland","Scotland",0,"Aberdeen City"
"81","Aberdeen City","S12000033",2020-05-27,7,"Scotland","Scotland",7,"Aberdeen City"
"82","Aberdeen City","S12000033",2020-05-26,3,"Scotland","Scotland",3,"Aberdeen City"
"83","Aberdeen City","S12000033",2020-05-25,3,"Scotland","Scotland",3,"Aberdeen City"
"84","Aberdeen City","S12000033",2020-05-24,4,"Scotland","Scotland",4,"Aberdeen City"
"85","Aberdeen City","S12000033",2020-05-23,6,"Scotland","Scotland",6,"Aberdeen City"
"86","Aberdeen City","S12000033",2020-05-22,7,"Scotland","Scotland",7,"Aberdeen City"
"87","Aberdeen City","S12000033",2020-05-21,3,"Scotland","Scotland",3,"Aberdeen City"
"88","Aberdeen City","S12000033",2020-05-20,5,"Scotland","Scotland",5,"Aberdeen City"
"89","Aberdeen City","S12000033",2020-05-19,13,"Scotland","Scotland",13,"Aberdeen City"
"90","Aberdeen City","S12000033",2020-05-18,13,"Scotland","Scotland",13,"Aberdeen City"
"91","Aberdeen City","S12000033",2020-05-17,3,"Scotland","Scotland",3,"Aberdeen City"
"92","Aberdeen City","S12000033",2020-05-16,4,"Scotland","Scotland",4,"Aberdeen City"
"93","Aberdeen City","S12000033",2020-05-15,13,"Scotland","Scotland",13,"Aberdeen City"
"94","Aberdeen City","S12000033",2020-05-14,14,"Scotland","Scotland",14,"Aberdeen City"
"95","Aberdeen City","S12000033",2020-05-13,9,"Scotland","Scotland",9,"Aberdeen City"
"96","Aberdeen City","S12000033",2020-05-12,12,"Scotland","Scotland",12,"Aberdeen City"
"97","Aberdeen City","S12000033",2020-05-11,24,"Scotland","Scotland",24,"Aberdeen City"
"98","Aberdeen City","S12000033",2020-05-10,12,"Scotland","Scotland",12,"Aberdeen City"
"99","Aberdeen City","S12000033",2020-05-09,17,"Scotland","Scotland",17,"Aberdeen City"
"100","Aberdeen City","S12000033",2020-05-08,20,"Scotland","Scotland",20,"Aberdeen City"
"101","Aberdeen City","S12000033",2020-05-07,15,"Scotland","Scotland",15,"Aberdeen City"
"102","Aberdeen City","S12000033",2020-05-06,23,"Scotland","Scotland",23,"Aberdeen City"
"103","Aberdeen City","S12000033",2020-05-05,10,"Scotland","Scotland",10,"Aberdeen City"
"104","Aberdeen City","S12000033",2020-05-04,11,"Scotland","Scotland",11,"Aberdeen City"
"105","Aberdeen City","S12000033",2020-05-03,7,"Scotland","Scotland",7,"Aberdeen City"
"106","Aberdeen City","S12000033",2020-05-02,14,"Scotland","Scotland",14,"Aberdeen City"
"107","Aberdeen City","S12000033",2020-05-01,17,"Scotland","Scotland",17,"Aberdeen City"
"108","Aberdeen City","S12000033",2020-04-30,17,"Scotland","Scotland",17,"Aberdeen City"
"109","Aberdeen City","S12000033",2020-04-29,17,"Scotland","Scotland",17,"Aberdeen City"
"110","Aberdeen City","S12000033",2020-04-28,18,"Scotland","Scotland",18,"Aberdeen City"
"111","Aberdeen City","S12000033",2020-04-27,35,"Scotland","Scotland",35,"Aberdeen City"
"112","Aberdeen City","S12000033",2020-04-26,14,"Scotland","Scotland",14,"Aberdeen City"
"113","Aberdeen City","S12000033",2020-04-25,18,"Scotland","Scotland",18,"Aberdeen City"
"114","Aberdeen City","S12000033",2020-04-24,28,"Scotland","Scotland",28,"Aberdeen City"
"115","Aberdeen City","S12000033",2020-04-23,30,"Scotland","Scotland",30,"Aberdeen City"
"116","Aberdeen City","S12000033",2020-04-22,18,"Scotland","Scotland",18,"Aberdeen City"
"117","Aberdeen City","S12000033",2020-04-21,37,"Scotland","Scotland",37,"Aberdeen City"
"118","Aberdeen City","S12000033",2020-04-20,34,"Scotland","Scotland",34,"Aberdeen City"
"119","Aberdeen City","S12000033",2020-04-19,11,"Scotland","Scotland",11,"Aberdeen City"
"120","Aberdeen City","S12000033",2020-04-18,16,"Scotland","Scotland",16,"Aberdeen City"
"121","Aberdeen City","S12000033",2020-04-17,16,"Scotland","Scotland",16,"Aberdeen City"
"122","Aberdeen City","S12000033",2020-04-16,10,"Scotland","Scotland",10,"Aberdeen City"
"123","Aberdeen City","S12000033",2020-04-15,6,"Scotland","Scotland",6,"Aberdeen City"
"124","Aberdeen City","S12000033",2020-04-14,24,"Scotland","Scotland",24,"Aberdeen City"
"125","Aberdeen City","S12000033",2020-04-13,8,"Scotland","Scotland",8,"Aberdeen City"
"126","Aberdeen City","S12000033",2020-04-12,6,"Scotland","Scotland",6,"Aberdeen City"
"127","Aberdeen City","S12000033",2020-04-11,9,"Scotland","Scotland",9,"Aberdeen City"
"128","Aberdeen City","S12000033",2020-04-10,9,"Scotland","Scotland",9,"Aberdeen City"
"129","Aberdeen City","S12000033",2020-04-09,3,"Scotland","Scotland",3,"Aberdeen City"
"130","Aberdeen City","S12000033",2020-04-08,3,"Scotland","Scotland",3,"Aberdeen City"
"131","Aberdeen City","S12000033",2020-04-07,8,"Scotland","Scotland",8,"Aberdeen City"
"132","Aberdeen City","S12000033",2020-04-06,3,"Scotland","Scotland",3,"Aberdeen City"
"133","Aberdeen City","S12000033",2020-04-05,4,"Scotland","Scotland",4,"Aberdeen City"
"134","Aberdeen City","S12000033",2020-04-04,7,"Scotland","Scotland",7,"Aberdeen City"
"135","Aberdeen City","S12000033",2020-04-03,8,"Scotland","Scotland",8,"Aberdeen City"
"136","Aberdeen City","S12000033",2020-04-02,6,"Scotland","Scotland",6,"Aberdeen City"
"137","Aberdeen City","S12000033",2020-04-01,23,"Scotland","Scotland",23,"Aberdeen City"
"138","Aberdeen City","S12000033",2020-03-31,14,"Scotland","Scotland",14,"Aberdeen City"
"139","Aberdeen City","S12000033",2020-03-30,9,"Scotland","Scotland",9,"Aberdeen City"
"140","Aberdeen City","S12000033",2020-03-29,8,"Scotland","Scotland",8,"Aberdeen City"
"141","Aberdeen City","S12000033",2020-03-28,2,"Scotland","Scotland",2,"Aberdeen City"
"142","Aberdeen City","S12000033",2020-03-27,3,"Scotland","Scotland",3,"Aberdeen City"
"143","Aberdeen City","S12000033",2020-03-26,5,"Scotland","Scotland",5,"Aberdeen City"
"144","Aberdeen City","S12000033",2020-03-25,1,"Scotland","Scotland",1,"Aberdeen City"
"145","Aberdeen City","S12000033",2020-03-24,4,"Scotland","Scotland",4,"Aberdeen City"
"146","Aberdeen City","S12000033",2020-03-23,3,"Scotland","Scotland",3,"Aberdeen City"
"147","Aberdeen City","S12000033",2020-03-22,0,"Scotland","Scotland",0,"Aberdeen City"
"148","Aberdeen City","S12000033",2020-03-21,0,"Scotland","Scotland",0,"Aberdeen City"
"149","Aberdeen City","S12000033",2020-03-20,0,"Scotland","Scotland",0,"Aberdeen City"
"150","Aberdeen City","S12000033",2020-03-19,0,"Scotland","Scotland",0,"Aberdeen City"
"151","Aberdeen City","S12000033",2020-03-18,2,"Scotland","Scotland",2,"Aberdeen City"
"152","Aberdeen City","S12000033",2020-03-17,2,"Scotland","Scotland",2,"Aberdeen City"
"153","Aberdeen City","S12000033",2020-03-16,0,"Scotland","Scotland",0,"Aberdeen City"
"154","Aberdeen City","S12000033",2020-03-15,0,"Scotland","Scotland",0,"Aberdeen City"
"155","Aberdeen City","S12000033",2020-03-14,0,"Scotland","Scotland",0,"Aberdeen City"
"156","Aberdeen City","S12000033",2020-03-13,3,"Scotland","Scotland",3,"Aberdeen City"
"157","Aberdeen City","S12000033",2020-03-12,3,"Scotland","Scotland",3,"Aberdeen City"
"158","Aberdeen City","S12000033",2020-03-11,0,"Scotland","Scotland",0,"Aberdeen City"
"159","Aberdeen City","S12000033",2020-03-10,0,"Scotland","Scotland",0,"Aberdeen City"
"160","Aberdeen City","S12000033",2020-03-09,0,"Scotland","Scotland",0,"Aberdeen City"
"161","Aberdeen City","S12000033",2020-03-08,0,"Scotland","Scotland",0,"Aberdeen City"
"162","Aberdeen City","S12000033",2020-03-07,0,"Scotland","Scotland",0,"Aberdeen City"
"163","Aberdeen City","S12000033",2020-03-06,0,"Scotland","Scotland",0,"Aberdeen City"
"164","Aberdeen City","S12000033",2020-03-05,0,"Scotland","Scotland",0,"Aberdeen City"
"165","Aberdeen City","S12000033",2020-03-04,1,"Scotland","Scotland",1,"Aberdeen City"
"166","Aberdeen City","S12000033",2020-03-03,0,"Scotland","Scotland",0,"Aberdeen City"
"167","Aberdeen City","S12000033",2020-03-02,0,"Scotland","Scotland",0,"Aberdeen City"
"168","Aberdeen City","S12000033",2020-03-01,0,"Scotland","Scotland",0,"Aberdeen City"
"169","Aberdeen City","S12000033",2020-02-29,0,"Scotland","Scotland",0,"Aberdeen City"
"170","Aberdeen City","S12000033",2020-02-28,0,"Scotland","Scotland",0,"Aberdeen City"
"171","Aberdeenshire","S12000034",2020-08-15,3,"Scotland","Scotland",3,"Aberdeenshire"
"172","Aberdeenshire","S12000034",2020-08-14,5,"Scotland","Scotland",5,"Aberdeenshire"
"173","Aberdeenshire","S12000034",2020-08-13,6,"Scotland","Scotland",6,"Aberdeenshire"
"174","Aberdeenshire","S12000034",2020-08-12,10,"Scotland","Scotland",10,"Aberdeenshire"
"175","Aberdeenshire","S12000034",2020-08-11,11,"Scotland","Scotland",11,"Aberdeenshire"
"176","Aberdeenshire","S12000034",2020-08-10,7,"Scotland","Scotland",7,"Aberdeenshire"
"177","Aberdeenshire","S12000034",2020-08-09,7,"Scotland","Scotland",7,"Aberdeenshire"
"178","Aberdeenshire","S12000034",2020-08-08,6,"Scotland","Scotland",6,"Aberdeenshire"
"179","Aberdeenshire","S12000034",2020-08-07,4,"Scotland","Scotland",4,"Aberdeenshire"
"180","Aberdeenshire","S12000034",2020-08-06,8,"Scotland","Scotland",8,"Aberdeenshire"
"181","Aberdeenshire","S12000034",2020-08-05,13,"Scotland","Scotland",13,"Aberdeenshire"
"182","Aberdeenshire","S12000034",2020-08-04,9,"Scotland","Scotland",9,"Aberdeenshire"
"183","Aberdeenshire","S12000034",2020-08-03,3,"Scotland","Scotland",3,"Aberdeenshire"
"184","Aberdeenshire","S12000034",2020-08-02,3,"Scotland","Scotland",3,"Aberdeenshire"
"185","Aberdeenshire","S12000034",2020-08-01,4,"Scotland","Scotland",4,"Aberdeenshire"
"186","Aberdeenshire","S12000034",2020-07-31,5,"Scotland","Scotland",5,"Aberdeenshire"
"187","Aberdeenshire","S12000034",2020-07-30,2,"Scotland","Scotland",2,"Aberdeenshire"
"188","Aberdeenshire","S12000034",2020-07-29,0,"Scotland","Scotland",0,"Aberdeenshire"
"189","Aberdeenshire","S12000034",2020-07-28,1,"Scotland","Scotland",1,"Aberdeenshire"
"190","Aberdeenshire","S12000034",2020-07-27,0,"Scotland","Scotland",0,"Aberdeenshire"
"191","Aberdeenshire","S12000034",2020-07-26,0,"Scotland","Scotland",0,"Aberdeenshire"
"192","Aberdeenshire","S12000034",2020-07-25,0,"Scotland","Scotland",0,"Aberdeenshire"
"193","Aberdeenshire","S12000034",2020-07-24,0,"Scotland","Scotland",0,"Aberdeenshire"
"194","Aberdeenshire","S12000034",2020-07-23,2,"Scotland","Scotland",2,"Aberdeenshire"
"195","Aberdeenshire","S12000034",2020-07-22,1,"Scotland","Scotland",1,"Aberdeenshire"
"196","Aberdeenshire","S12000034",2020-07-21,1,"Scotland","Scotland",1,"Aberdeenshire"
"197","Aberdeenshire","S12000034",2020-07-20,0,"Scotland","Scotland",0,"Aberdeenshire"
"198","Aberdeenshire","S12000034",2020-07-19,0,"Scotland","Scotland",0,"Aberdeenshire"
"199","Aberdeenshire","S12000034",2020-07-18,0,"Scotland","Scotland",0,"Aberdeenshire"
"200","Aberdeenshire","S12000034",2020-07-17,0,"Scotland","Scotland",0,"Aberdeenshire"
"201","Aberdeenshire","S12000034",2020-07-16,1,"Scotland","Scotland",1,"Aberdeenshire"
"202","Aberdeenshire","S12000034",2020-07-15,0,"Scotland","Scotland",0,"Aberdeenshire"
"203","Aberdeenshire","S12000034",2020-07-14,0,"Scotland","Scotland",0,"Aberdeenshire"
"204","Aberdeenshire","S12000034",2020-07-13,0,"Scotland","Scotland",0,"Aberdeenshire"
"205","Aberdeenshire","S12000034",2020-07-12,1,"Scotland","Scotland",1,"Aberdeenshire"
"206","Aberdeenshire","S12000034",2020-07-11,0,"Scotland","Scotland",0,"Aberdeenshire"
"207","Aberdeenshire","S12000034",2020-07-10,0,"Scotland","Scotland",0,"Aberdeenshire"
"208","Aberdeenshire","S12000034",2020-07-09,0,"Scotland","Scotland",0,"Aberdeenshire"
"209","Aberdeenshire","S12000034",2020-07-08,0,"Scotland","Scotland",0,"Aberdeenshire"
"210","Aberdeenshire","S12000034",2020-07-07,1,"Scotland","Scotland",1,"Aberdeenshire"
"211","Aberdeenshire","S12000034",2020-07-06,1,"Scotland","Scotland",1,"Aberdeenshire"
"212","Aberdeenshire","S12000034",2020-07-05,0,"Scotland","Scotland",0,"Aberdeenshire"
"213","Aberdeenshire","S12000034",2020-07-04,0,"Scotland","Scotland",0,"Aberdeenshire"
"214","Aberdeenshire","S12000034",2020-07-03,0,"Scotland","Scotland",0,"Aberdeenshire"
"215","Aberdeenshire","S12000034",2020-07-02,2,"Scotland","Scotland",2,"Aberdeenshire"
"216","Aberdeenshire","S12000034",2020-07-01,0,"Scotland","Scotland",0,"Aberdeenshire"
"217","Aberdeenshire","S12000034",2020-06-30,1,"Scotland","Scotland",1,"Aberdeenshire"
"218","Aberdeenshire","S12000034",2020-06-29,0,"Scotland","Scotland",0,"Aberdeenshire"
"219","Aberdeenshire","S12000034",2020-06-28,0,"Scotland","Scotland",0,"Aberdeenshire"
"220","Aberdeenshire","S12000034",2020-06-27,0,"Scotland","Scotland",0,"Aberdeenshire"
"221","Aberdeenshire","S12000034",2020-06-26,1,"Scotland","Scotland",1,"Aberdeenshire"
"222","Aberdeenshire","S12000034",2020-06-25,3,"Scotland","Scotland",3,"Aberdeenshire"
"223","Aberdeenshire","S12000034",2020-06-24,0,"Scotland","Scotland",0,"Aberdeenshire"
"224","Aberdeenshire","S12000034",2020-06-23,0,"Scotland","Scotland",0,"Aberdeenshire"
"225","Aberdeenshire","S12000034",2020-06-22,0,"Scotland","Scotland",0,"Aberdeenshire"
"226","Aberdeenshire","S12000034",2020-06-21,1,"Scotland","Scotland",1,"Aberdeenshire"
"227","Aberdeenshire","S12000034",2020-06-20,0,"Scotland","Scotland",0,"Aberdeenshire"
"228","Aberdeenshire","S12000034",2020-06-19,2,"Scotland","Scotland",2,"Aberdeenshire"
"229","Aberdeenshire","S12000034",2020-06-18,0,"Scotland","Scotland",0,"Aberdeenshire"
"230","Aberdeenshire","S12000034",2020-06-17,0,"Scotland","Scotland",0,"Aberdeenshire"
"231","Aberdeenshire","S12000034",2020-06-16,1,"Scotland","Scotland",1,"Aberdeenshire"
"232","Aberdeenshire","S12000034",2020-06-15,1,"Scotland","Scotland",1,"Aberdeenshire"
"233","Aberdeenshire","S12000034",2020-06-14,0,"Scotland","Scotland",0,"Aberdeenshire"
"234","Aberdeenshire","S12000034",2020-06-13,1,"Scotland","Scotland",1,"Aberdeenshire"
"235","Aberdeenshire","S12000034",2020-06-12,2,"Scotland","Scotland",2,"Aberdeenshire"
"236","Aberdeenshire","S12000034",2020-06-11,0,"Scotland","Scotland",0,"Aberdeenshire"
"237","Aberdeenshire","S12000034",2020-06-10,0,"Scotland","Scotland",0,"Aberdeenshire"
"238","Aberdeenshire","S12000034",2020-06-09,1,"Scotland","Scotland",1,"Aberdeenshire"
"239","Aberdeenshire","S12000034",2020-06-08,1,"Scotland","Scotland",1,"Aberdeenshire"
"240","Aberdeenshire","S12000034",2020-06-07,1,"Scotland","Scotland",1,"Aberdeenshire"
"241","Aberdeenshire","S12000034",2020-06-06,0,"Scotland","Scotland",0,"Aberdeenshire"
"242","Aberdeenshire","S12000034",2020-06-05,0,"Scotland","Scotland",0,"Aberdeenshire"
"243","Aberdeenshire","S12000034",2020-06-04,0,"Scotland","Scotland",0,"Aberdeenshire"
"244","Aberdeenshire","S12000034",2020-06-03,0,"Scotland","Scotland",0,"Aberdeenshire"
"245","Aberdeenshire","S12000034",2020-06-02,3,"Scotland","Scotland",3,"Aberdeenshire"
"246","Aberdeenshire","S12000034",2020-06-01,1,"Scotland","Scotland",1,"Aberdeenshire"
"247","Aberdeenshire","S12000034",2020-05-31,0,"Scotland","Scotland",0,"Aberdeenshire"
"248","Aberdeenshire","S12000034",2020-05-30,0,"Scotland","Scotland",0,"Aberdeenshire"
"249","Aberdeenshire","S12000034",2020-05-29,0,"Scotland","Scotland",0,"Aberdeenshire"
"250","Aberdeenshire","S12000034",2020-05-28,2,"Scotland","Scotland",2,"Aberdeenshire"
"251","Aberdeenshire","S12000034",2020-05-27,1,"Scotland","Scotland",1,"Aberdeenshire"
"252","Aberdeenshire","S12000034",2020-05-26,3,"Scotland","Scotland",3,"Aberdeenshire"
"253","Aberdeenshire","S12000034",2020-05-25,0,"Scotland","Scotland",0,"Aberdeenshire"
"254","Aberdeenshire","S12000034",2020-05-24,1,"Scotland","Scotland",1,"Aberdeenshire"
"255","Aberdeenshire","S12000034",2020-05-23,1,"Scotland","Scotland",1,"Aberdeenshire"
"256","Aberdeenshire","S12000034",2020-05-22,1,"Scotland","Scotland",1,"Aberdeenshire"
"257","Aberdeenshire","S12000034",2020-05-21,3,"Scotland","Scotland",3,"Aberdeenshire"
"258","Aberdeenshire","S12000034",2020-05-20,1,"Scotland","Scotland",1,"Aberdeenshire"
"259","Aberdeenshire","S12000034",2020-05-19,0,"Scotland","Scotland",0,"Aberdeenshire"
"260","Aberdeenshire","S12000034",2020-05-18,1,"Scotland","Scotland",1,"Aberdeenshire"
"261","Aberdeenshire","S12000034",2020-05-17,0,"Scotland","Scotland",0,"Aberdeenshire"
"262","Aberdeenshire","S12000034",2020-05-16,2,"Scotland","Scotland",2,"Aberdeenshire"
"263","Aberdeenshire","S12000034",2020-05-15,2,"Scotland","Scotland",2,"Aberdeenshire"
"264","Aberdeenshire","S12000034",2020-05-14,5,"Scotland","Scotland",5,"Aberdeenshire"
"265","Aberdeenshire","S12000034",2020-05-13,4,"Scotland","Scotland",4,"Aberdeenshire"
"266","Aberdeenshire","S12000034",2020-05-12,11,"Scotland","Scotland",11,"Aberdeenshire"
"267","Aberdeenshire","S12000034",2020-05-11,15,"Scotland","Scotland",15,"Aberdeenshire"
"268","Aberdeenshire","S12000034",2020-05-10,4,"Scotland","Scotland",4,"Aberdeenshire"
"269","Aberdeenshire","S12000034",2020-05-09,10,"Scotland","Scotland",10,"Aberdeenshire"
"270","Aberdeenshire","S12000034",2020-05-08,3,"Scotland","Scotland",3,"Aberdeenshire"
"271","Aberdeenshire","S12000034",2020-05-07,7,"Scotland","Scotland",7,"Aberdeenshire"
"272","Aberdeenshire","S12000034",2020-05-06,7,"Scotland","Scotland",7,"Aberdeenshire"
"273","Aberdeenshire","S12000034",2020-05-05,7,"Scotland","Scotland",7,"Aberdeenshire"
"274","Aberdeenshire","S12000034",2020-05-04,5,"Scotland","Scotland",5,"Aberdeenshire"
"275","Aberdeenshire","S12000034",2020-05-03,3,"Scotland","Scotland",3,"Aberdeenshire"
"276","Aberdeenshire","S12000034",2020-05-02,8,"Scotland","Scotland",8,"Aberdeenshire"
"277","Aberdeenshire","S12000034",2020-05-01,13,"Scotland","Scotland",13,"Aberdeenshire"
"278","Aberdeenshire","S12000034",2020-04-30,7,"Scotland","Scotland",7,"Aberdeenshire"
"279","Aberdeenshire","S12000034",2020-04-29,7,"Scotland","Scotland",7,"Aberdeenshire"
"280","Aberdeenshire","S12000034",2020-04-28,10,"Scotland","Scotland",10,"Aberdeenshire"
"281","Aberdeenshire","S12000034",2020-04-27,5,"Scotland","Scotland",5,"Aberdeenshire"
"282","Aberdeenshire","S12000034",2020-04-26,2,"Scotland","Scotland",2,"Aberdeenshire"
"283","Aberdeenshire","S12000034",2020-04-25,4,"Scotland","Scotland",4,"Aberdeenshire"
"284","Aberdeenshire","S12000034",2020-04-24,23,"Scotland","Scotland",23,"Aberdeenshire"
"285","Aberdeenshire","S12000034",2020-04-23,16,"Scotland","Scotland",16,"Aberdeenshire"
