"","date","division_local_name","win7_stay_at_home","win7_school_close","win7_childcare_close","win7_office_close","win7_shop_close","win7_restaurant_close","win7_bar_close","win7_entertainment_close","win7_cultural_close","win7_worship_close","win7_sports_indoor_close","win7_sports_outdoor_close","win7_gathering_inside_10lower","win7_gathering_outside_10lower","win7_gathering_inside_10over","win7_gathering_outside_10over","win7_wear_mask"
"1","2020-04-03","Amazonas",0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0.5
"2","2020-04-03","Roraima",1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0
"3","2020-04-03","Pará",0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"4","2020-04-03","Amapá",0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
"5","2020-04-03","Tocantins",0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0
"6","2020-04-03","Maranhão",0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0.5
"7","2020-04-03","Ceará",1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,0
"8","2020-04-03","Rio Grande do Norte",1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0
"9","2020-04-03","Paraíba",1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0
"10","2020-04-03","Pernambuco",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"11","2020-04-03","Alagoas",0,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,0.5
"12","2020-04-03","Sergipe",1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0
"13","2020-04-03","Bahia",1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0
"14","2020-04-03","Minas Gerais",0,1,1,0,1,0,1,1,1,0,1,0,0,0,1,1,0
"15","2020-04-03","Espírito Santo",0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0
"16","2020-04-03","Rio de Janeiro",0.5,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0
"17","2020-04-03","São Paulo",1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
"18","2020-04-03","Paraná",1,1,1,1,1,0,0.5,1,1,0,1,0,0,0,1,1,0.5
"19","2020-04-03","Santa Catarina",0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0.5
"20","2020-04-03","Rio Grande do Sul",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
"21","2020-04-03","MatoGrosso do Sul",1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0
"22","2020-04-03","MatoGrosso",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
"23","2020-04-03","Goiás",0,1,1,1,1,1,0.5,1,1,1,1,0,1,1,1,1,0.5
"24","2020-04-03","Distrito Federal",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
"25","2020-04-04","Amazonas",0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0.5
"26","2020-04-04","Roraima",1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0
"27","2020-04-04","Pará",0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"28","2020-04-04","Amapá",0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
"29","2020-04-04","Tocantins",0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0
"30","2020-04-04","Maranhão",0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0.5
"31","2020-04-04","Ceará",1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,0
"32","2020-04-04","Rio Grande do Norte",1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0
"33","2020-04-04","Paraíba",1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0
"34","2020-04-04","Pernambuco",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"35","2020-04-04","Alagoas",0,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,0.5
"36","2020-04-04","Sergipe",1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0
"37","2020-04-04","Bahia",1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0
"38","2020-04-04","Minas Gerais",0,1,1,0,1,0,1,1,1,0,1,0,0,0,1,1,0
"39","2020-04-04","Espírito Santo",0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0
"40","2020-04-04","Rio de Janeiro",0.5,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0
"41","2020-04-04","São Paulo",1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
"42","2020-04-04","Paraná",1,1,1,1,1,0,0.5,1,1,0,1,0,0,0,1,1,0.5
"43","2020-04-04","Santa Catarina",0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0.5
"44","2020-04-04","Rio Grande do Sul",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
"45","2020-04-04","MatoGrosso do Sul",1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0
"46","2020-04-04","MatoGrosso",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
"47","2020-04-04","Goiás",0,1,1,1,1,1,0.5,1,1,1,1,0,1,1,1,1,0.5
"48","2020-04-04","Distrito Federal",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
"49","2020-04-05","Amazonas",0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0.5
"50","2020-04-05","Roraima",1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0
"51","2020-04-05","Pará",0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"52","2020-04-05","Amapá",0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
"53","2020-04-05","Tocantins",0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0
"54","2020-04-05","Maranhão",0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0.5
"55","2020-04-05","Ceará",1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,0
"56","2020-04-05","Rio Grande do Norte",1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0
"57","2020-04-05","Paraíba",1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0
"58","2020-04-05","Pernambuco",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"59","2020-04-05","Alagoas",0,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,0.5
"60","2020-04-05","Sergipe",1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0
"61","2020-04-05","Bahia",1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0
"62","2020-04-05","Minas Gerais",0,1,1,0,1,0,1,1,1,0,1,0,0,0,1,1,0
"63","2020-04-05","Espírito Santo",0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0
"64","2020-04-05","Rio de Janeiro",0.5,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0
"65","2020-04-05","São Paulo",1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
"66","2020-04-05","Paraná",1,1,1,1,1,0,0.5,1,1,0,1,0,0,0,1,1,0.5
"67","2020-04-05","Santa Catarina",0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0.5
"68","2020-04-05","Rio Grande do Sul",0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0
"69","2020-04-05","MatoGrosso do Sul",1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0
"70","2020-04-05","MatoGrosso",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
"71","2020-04-05","Goiás",0,1,1,1,1,1,0.5,1,1,1,1,0,1,1,1,1,0.5
"72","2020-04-05","Distrito Federal",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
"73","2020-04-06","Amazonas",0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0.5
"74","2020-04-06","Roraima",1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0
"75","2020-04-06","Pará",0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"76","2020-04-06","Amapá",0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
"77","2020-04-06","Tocantins",0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0
"78","2020-04-06","Maranhão",0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0.5
"79","2020-04-06","Ceará",1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,0
"80","2020-04-06","Rio Grande do Norte",1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0
"81","2020-04-06","Paraíba",1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0
"82","2020-04-06","Pernambuco",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"83","2020-04-06","Alagoas",0,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,0.5
"84","2020-04-06","Sergipe",1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0
"85","2020-04-06","Bahia",1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0
"86","2020-04-06","Minas Gerais",0,1,1,0,1,0,1,1,1,0,1,0,0,0,1,1,0
"87","2020-04-06","Espírito Santo",0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0
"88","2020-04-06","Rio de Janeiro",0.5,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0
"89","2020-04-06","São Paulo",1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
"90","2020-04-06","Paraná",1,1,1,1,1,0,0.5,1,1,0,1,0,0,0,1,1,0.5
"91","2020-04-06","Santa Catarina",0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0.5
"92","2020-04-06","Rio Grande do Sul",0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0
"93","2020-04-06","MatoGrosso do Sul",1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0
"94","2020-04-06","MatoGrosso",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
"95","2020-04-06","Goiás",0,1,1,1,1,1,0.5,1,1,1,1,0,1,1,1,1,0.5
"96","2020-04-06","Distrito Federal",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
"97","2020-04-07","Amazonas",0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0.5
"98","2020-04-07","Roraima",1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0
"99","2020-04-07","Pará",0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"100","2020-04-07","Amapá",0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
"101","2020-04-07","Tocantins",0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0
"102","2020-04-07","Maranhão",0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0.5
"103","2020-04-07","Ceará",1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,0
"104","2020-04-07","Rio Grande do Norte",1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0
"105","2020-04-07","Paraíba",1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0
"106","2020-04-07","Pernambuco",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"107","2020-04-07","Alagoas",0,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,0.5
"108","2020-04-07","Sergipe",1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0
"109","2020-04-07","Bahia",1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0
"110","2020-04-07","Minas Gerais",0,1,1,0,1,0,1,1,1,0,1,0,0,0,1,1,0
"111","2020-04-07","Espírito Santo",0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0
"112","2020-04-07","Rio de Janeiro",0.5,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0
"113","2020-04-07","São Paulo",1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
"114","2020-04-07","Paraná",1,1,1,1,1,0,0.5,1,1,0,1,0,0,0,1,1,0.5
"115","2020-04-07","Santa Catarina",0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0.5
"116","2020-04-07","Rio Grande do Sul",0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0
"117","2020-04-07","MatoGrosso do Sul",1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0
"118","2020-04-07","MatoGrosso",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
"119","2020-04-07","Goiás",0,1,1,1,1,1,0.5,1,1,1,1,0,1,1,1,1,0.5
"120","2020-04-07","Distrito Federal",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
"121","2020-04-08","Amazonas",0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0.5
"122","2020-04-08","Roraima",1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0
"123","2020-04-08","Pará",0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"124","2020-04-08","Amapá",0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
"125","2020-04-08","Tocantins",0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0
"126","2020-04-08","Maranhão",0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0.5
"127","2020-04-08","Ceará",1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,0
"128","2020-04-08","Rio Grande do Norte",1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0
"129","2020-04-08","Paraíba",1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0
"130","2020-04-08","Pernambuco",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"131","2020-04-08","Alagoas",0,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,0.5
"132","2020-04-08","Sergipe",1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0
"133","2020-04-08","Bahia",1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0
"134","2020-04-08","Minas Gerais",0,1,1,0,1,0,1,1,1,0,1,0,0,0,1,1,0
"135","2020-04-08","Espírito Santo",0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0
"136","2020-04-08","Rio de Janeiro",0.5,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0
"137","2020-04-08","São Paulo",1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
"138","2020-04-08","Paraná",1,1,1,1,1,0,0.5,1,1,0,1,0,0,0,1,1,0.5
"139","2020-04-08","Santa Catarina",0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0.5
"140","2020-04-08","Rio Grande do Sul",0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0
"141","2020-04-08","MatoGrosso do Sul",1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0
"142","2020-04-08","MatoGrosso",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
"143","2020-04-08","Goiás",0,1,1,1,1,1,0.5,1,1,1,1,0,1,1,1,1,0.5
"144","2020-04-08","Distrito Federal",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
"145","2020-04-09","Amazonas",0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0.5
"146","2020-04-09","Roraima",1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0
"147","2020-04-09","Pará",0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"148","2020-04-09","Amapá",0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
"149","2020-04-09","Tocantins",0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0
"150","2020-04-09","Maranhão",0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0.5
"151","2020-04-09","Ceará",1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,0
"152","2020-04-09","Rio Grande do Norte",1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0
"153","2020-04-09","Paraíba",1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0
"154","2020-04-09","Pernambuco",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"155","2020-04-09","Alagoas",0,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,0.5
"156","2020-04-09","Sergipe",1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0
"157","2020-04-09","Bahia",1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0
"158","2020-04-09","Minas Gerais",0,1,1,0,1,0,1,1,1,0,1,0,0,0,1,1,0
"159","2020-04-09","Espírito Santo",0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0
"160","2020-04-09","Rio de Janeiro",0.5,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0
"161","2020-04-09","São Paulo",1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
"162","2020-04-09","Paraná",1,1,1,1,1,0,0.5,1,1,0,1,0,0,0,1,1,0.5
"163","2020-04-09","Santa Catarina",0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0.5
"164","2020-04-09","Rio Grande do Sul",0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0
"165","2020-04-09","MatoGrosso do Sul",1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0
"166","2020-04-09","MatoGrosso",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
"167","2020-04-09","Goiás",0,1,1,1,1,1,0.5,1,1,1,1,0,1,1,1,1,0.5
"168","2020-04-09","Distrito Federal",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
"169","2020-04-10","Amazonas",0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0.5
"170","2020-04-10","Roraima",1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0
"171","2020-04-10","Pará",0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
"172","2020-04-10","Amapá",0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
"173","2020-04-10","Tocantins",0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0
"174","2020-04-10","Maranhão",0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0.5
"175","2020-04-10","Ceará",1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,0
"176","2020-04-10","Rio Grande do Norte",1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0
"177","2020-04-10","Paraíba",1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0
"178","2020-04-10","Pernambuco",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"179","2020-04-10","Alagoas",0,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,0.5
"180","2020-04-10","Sergipe",1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0
"181","2020-04-10","Bahia",1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0
"182","2020-04-10","Minas Gerais",0,1,1,0,1,0,1,1,1,0,1,0,0,0,1,1,0
"183","2020-04-10","Espírito Santo",0,1,1,0,0,0,1,1,1,0.5,1,0,1,1,1,1,0
"184","2020-04-10","Rio de Janeiro",0.5,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0
"185","2020-04-10","São Paulo",1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
"186","2020-04-10","Paraná",1,1,1,1,1,0,0.5,1,1,0,1,0,0,0,1,1,0.5
"187","2020-04-10","Santa Catarina",0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0.5
"188","2020-04-10","Rio Grande do Sul",0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0
"189","2020-04-10","MatoGrosso do Sul",1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0
"190","2020-04-10","MatoGrosso",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
"191","2020-04-10","Goiás",0,1,1,1,1,1,0.5,1,1,1,1,0,1,1,1,1,0.5
"192","2020-04-10","Distrito Federal",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
"193","2020-04-11","Amazonas",0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0.5
"194","2020-04-11","Roraima",1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0
"195","2020-04-11","Pará",0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
"196","2020-04-11","Amapá",0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
"197","2020-04-11","Tocantins",0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0
"198","2020-04-11","Maranhão",0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0.5
"199","2020-04-11","Ceará",1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,0
"200","2020-04-11","Rio Grande do Norte",1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0
"201","2020-04-11","Paraíba",1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0
"202","2020-04-11","Pernambuco",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"203","2020-04-11","Alagoas",0,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,0.5
"204","2020-04-11","Sergipe",1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0
"205","2020-04-11","Bahia",1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0
"206","2020-04-11","Minas Gerais",0,1,1,0,1,0,1,1,1,0,1,0,0,0,1,1,0
"207","2020-04-11","Espírito Santo",0,1,1,0,0,0,1,1,1,0.5,1,0,1,1,1,1,0
"208","2020-04-11","Rio de Janeiro",0.5,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0
"209","2020-04-11","São Paulo",1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
"210","2020-04-11","Paraná",1,1,1,1,1,0,0.5,1,1,0,1,0,0,0,1,1,0.5
"211","2020-04-11","Santa Catarina",0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0.5
"212","2020-04-11","Rio Grande do Sul",0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0
"213","2020-04-11","MatoGrosso do Sul",1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0
"214","2020-04-11","MatoGrosso",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
"215","2020-04-11","Goiás",0,1,1,1,1,1,0.5,1,1,1,1,0,1,1,1,1,0.5
"216","2020-04-11","Distrito Federal",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
"217","2020-04-12","Amazonas",0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0.5
"218","2020-04-12","Roraima",1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0
"219","2020-04-12","Pará",0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
"220","2020-04-12","Amapá",0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
"221","2020-04-12","Tocantins",0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0
"222","2020-04-12","Maranhão",0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0.5
"223","2020-04-12","Ceará",1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,0
"224","2020-04-12","Rio Grande do Norte",1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0
"225","2020-04-12","Paraíba",1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0
"226","2020-04-12","Pernambuco",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"227","2020-04-12","Alagoas",0,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,0.5
"228","2020-04-12","Sergipe",1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0
"229","2020-04-12","Bahia",1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0
"230","2020-04-12","Minas Gerais",0,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1,0
"231","2020-04-12","Espírito Santo",0,1,1,0,0,0,1,1,1,0.5,1,0,1,1,1,1,0
"232","2020-04-12","Rio de Janeiro",0.5,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0
"233","2020-04-12","São Paulo",1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
"234","2020-04-12","Paraná",1,1,1,1,1,0,0.5,1,1,0,1,0,0,0,1,1,0.5
"235","2020-04-12","Santa Catarina",0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0.5
"236","2020-04-12","Rio Grande do Sul",0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0
"237","2020-04-12","MatoGrosso do Sul",1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0
"238","2020-04-12","MatoGrosso",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
"239","2020-04-12","Goiás",0,1,1,1,1,1,0.5,1,1,1,1,0,1,1,1,1,0.5
"240","2020-04-12","Distrito Federal",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
"241","2020-04-13","Amazonas",0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0.5
"242","2020-04-13","Roraima",1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0
"243","2020-04-13","Pará",0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
"244","2020-04-13","Amapá",0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
"245","2020-04-13","Tocantins",0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0
"246","2020-04-13","Maranhão",0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0.5
"247","2020-04-13","Ceará",1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,0
"248","2020-04-13","Rio Grande do Norte",1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0
"249","2020-04-13","Paraíba",1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0
"250","2020-04-13","Pernambuco",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"251","2020-04-13","Alagoas",0,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,0.5
"252","2020-04-13","Sergipe",1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0
"253","2020-04-13","Bahia",1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0
"254","2020-04-13","Minas Gerais",0,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1,0
"255","2020-04-13","Espírito Santo",0,1,1,0,0,0,1,1,1,0.5,1,0,1,1,1,1,0
"256","2020-04-13","Rio de Janeiro",0.5,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0
"257","2020-04-13","São Paulo",1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
"258","2020-04-13","Paraná",1,1,1,1,1,0,0.5,1,1,0,1,0,0,0,1,1,0.5
"259","2020-04-13","Santa Catarina",0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0.5
"260","2020-04-13","Rio Grande do Sul",0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0
"261","2020-04-13","MatoGrosso do Sul",1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0
"262","2020-04-13","MatoGrosso",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
"263","2020-04-13","Goiás",0,1,1,1,1,1,0.5,1,1,1,1,0,1,1,1,1,0.5
"264","2020-04-13","Distrito Federal",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
"265","2020-04-14","Amazonas",0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0.5
"266","2020-04-14","Roraima",1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0
"267","2020-04-14","Pará",0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
