Código do Município,Sigla da Unidade da Federação,"Municípios e classes de tamanho
da população dos municípios (habitantes)",Urbana,Rural,,,,,,,
5102850,MT,Castanheira,47.6,52.4,,,,,,,
4204004,SC,Catanduvas,84.7,15.3,,,,,,,
3511201,SP,Catiguá,92.2,7.8,,,,,,,
4305009,RS,Catuípe,64.3,35.7,,,,,,,
3115458,MG,Catuji,25.2,74.8,,,,,,,
2303659,CE,Catunda,54.2,45.8,,,,,,,
2907558,BA,Caturama,26.9,73.2,,,,,,,
3115474,MG,Catuti,58.4,41.6,,,,,,,
5205307,GO,Cavalcante,50.5,49.5,,,,,,,
2202653,PI,Caxingó,19.2,80.8,,,,,,,
3511300,SP,Cedral,79.1,20.9,,,,,,,
2801603,SE,Cedro de São João,89.4,10.6,,,,,,,
3115706,MG,Central de Minas,82.6,17.4,,,,,,,
2103125,MA,Central do Maranhão,51.8,48.2,,,,,,,
4305124,RS,Cerrito,58.5,41.5,,,,,,,
5205455,GO,Cezarina,74.2,25.8,,,,,,,
2701902,AL,Chã Preta,62.8,37.2,,,,,,,
3116001,MG,Chalé,49.3,50.7,,,,,,,
4305306,RS,Chapada,59.4,40.6,,,,,,,
5205471,GO,Chapadão do Céu,84.0,16.0,,,,,,,
4305439,RS,Chuí,96.3,3.7,,,,,,,
1100924,RO,Chupinguaia,44.1,55.9,,,,,,,
3116308,MG,Cipotânea,46.0,54.0,,,,,,,
3116506,MG,Claro dos Poções,67.5,32.5,,,,,,,
3511904,SP,Clementina,95.3,4.7,,,,,,,
2202729,PI,Cocal dos Alves,32.0,68.0,,,,,,,
5103106,MT,Cocalinho,66.4,33.6,,,,,,,
3116704,MG,Coimbra,73.1,26.9,,,,,,,
1716703,TO,Colméia,74.0,26.0,,,,,,,
3512100,SP,Colômbia,72.3,27.7,,,,,,,
2202752,PI,Colônia do Gurguéia,80.4,19.7,,,,,,,
2202778,PI,Colônia do Piauí,35.6,64.4,,,,,,,
3116803,MG,Coluna,42.3,57.7,,,,,,,
3300951,RJ,Comendador Levy Gasparian,96.1,3.9,,,,,,,
3117009,MG,Comercinho,42.8,57.3,,,,,,,
3117108,MG,Conceição da Aparecida,63.1,36.9,,,,,,,
3117603,MG,Conceição do Pará,39.1,60.9,,,,,,,
2504504,PB,Condado,69.3,30.7,,,,,,,
4305702,RS,Condor,61.6,38.4,,,,,,,
3117836,MG,Cônego Marinho,27.0,73.0,,,,,,,
3117876,MG,Confins,100.0,-,,,,,,,
4106001,PR,Congonhinhas,58.4,41.6,,,,,,,
3118205,MG,Conquista,86.9,13.1,,,,,,,
4305801,RS,Constantina,66.8,33.2,,,,,,,
3118700,MG,Coqueiral,70.9,29.1,,,,,,,
2702207,AL,Coqueiro Seco,90.0,10.0,,,,,,,
2909000,BA,Cordeiros,31.2,68.8,,,,,,,
3118908,MG,Cordisburgo,68.8,31.2,,,,,,,
3512506,SP,Coroados,81.0,19.0,,,,,,,
4305900,RS,Coronel Bicaco,65.4,34.6,,,,,,,
4106456,PR,Coronel Domingos Soares,24.2,75.8,,,,,,,
2402808,RN,Coronel Ezequiel,42.1,58.0,,,,,,,
3512605,SP,Coronel Macedo,77.3,22.7,,,,,,,
3119500,MG,Coronel Murta,73.4,26.6,,,,,,,
3119955,MG,Córrego Fundo,76.5,23.5,,,,,,,
5205901,GO,Corumbaíba,77.1,22.9,,,,,,,
1100072,RO,Corumbiara,29.5,70.5,,,,,,,
3512902,SP,Cosmorama,68.6,31.5,,,,,,,
1706001,TO,Couto Magalhães,37.6,62.4,,,,,,,
2909505,BA,Cravolândia,63.1,36.9,,,,,,,
3120151,MG,Crisólita,57.7,42.3,,,,,,,
3513207,SP,Cristais Paulista,72.9,27.2,,,,,,,
4306056,RS,Cristal,56.0,44.0,,,,,,,
1706100,TO,Cristalândia,81.9,18.1,,,,,,,
2203008,PI,Cristalândia do Piauí,37.6,62.4,,,,,,,
3120300,MG,Cristália,53.0,47.0,,,,,,,
3120409,MG,Cristiano Otoni,83.0,17.0,,,,,,,
2203107,PI,Cristino Castro,72.8,27.2,,,,,,,
2403004,RN,Cruzeta,81.9,18.2,,,,,,,
2505006,PB,Cubati,69.5,30.5,,,,,,,
2505238,PB,Cuité de Mamanguape,33.4,66.6,,,,,,,
2505204,PB,Cuitegi,81.4,18.6,,,,,,,
2505279,PB,Curral de Cima,9.1,90.9,,,,,,,
3120870,MG,Curral de Dentro,84.4,15.6,,,,,,,
1706506,TO,Darcinópolis,66.2,33.8,,,,,,,
3121001,MG,Datas,59.3,40.7,,,,,,,
3121100,MG,Delfim Moreira,38.0,62.1,,,,,,,
3121209,MG,Delfinópolis,71.0,29.1,,,,,,,
3121258,MG,Delta,93.8,6.2,,,,,,,
5103452,MT,Denise,85.6,14.4,,,,,,,
2304269,CE,Deputado Irapuan Pinheiro,45.4,54.6,,,,,,,
4204905,SC,Descanso,49.8,50.2,,,,,,,
2505402,PB,Desterro,61.2,38.8,,,,,,,
3121407,MG,Desterro de Entre Rios,51.4,48.6,,,,,,,
2505600,PB,Diamante,57.7,42.3,,,,,,,
4107108,PR,Diamante do Norte,82.5,17.5,,,,,,,
4107157,PR,Diamante D'Oeste,50.9,49.1,,,,,,,
3121803,MG,Dionísio,82.0,18.0,,,,,,,
2203354,PI,Dirceu Arcoverde,35.5,64.5,,,,,,,
3122207,MG,Divinolândia de Minas,82.0,18.0,,,,,,,
1707108,TO,Divinópolis do Tocantins,70.2,29.8,,,,,,,
3122355,MG,Divisa Alegre,96.8,3.3,,,,,,,
3122405,MG,Divisa Nova,80.8,19.2,,,,,,,
3122454,MG,Divisópolis,71.4,28.7,,,,,,,
3514007,SP,Dobrada,97.8,2.2,,,,,,,
1707207,TO,Dois Irmãos do Tocantins,38.8,61.2,,,,,,,
5103601,MT,Dom Aquino,80.3,19.7,,,,,,,
3122504,MG,Dom Cavati,88.4,11.6,,,,,,,
2203404,PI,Dom Expedito Lopes,54.4,45.6,,,,,,,
2203453,PI,Dom Inocêncio,21.8,78.2,,,,,,,
3122702,MG,Dom Silvério,78.1,21.9,,,,,,,
3122900,MG,Dona Eusébia,85.5,14.5,,,,,,,
3123007,MG,Dores de Campos,91.0,9.1,,,,,,,
3123106,MG,Dores de Guanhães,31.1,69.0,,,,,,,
3202009,ES,Dores do Rio Preto,55.5,44.6,,,,,,,
4107256,PR,Douradina,70.3,29.7,,,,,,,
5003504,MS,Douradina,61.3,38.7,,,,,,,
3514304,SP,Dourado,91.4,8.6,,,,,,,
4107306,PR,Doutor Camargo,87.7,12.3,,,,,,,
4306734,RS,Doutor Maurício Cardoso,49.3,50.7,,,,,,,
2403202,RN,Doutor Severiano,42.9,57.1,,,,,,,
4128633,PR,Doutor Ulysses,16.2,83.8,,,,,,,
5207253,GO,Doverlândia,62.3,37.7,,,,,,,
3514601,SP,Dumont,96.5,3.6,,,,,,,
3123528,MG,Durandé,47.8,52.2,,,,,,,
3514700,SP,Echaporã,79.7,20.4,,,,,,,
2910305,BA,Elísio Medrado,40.9,59.1,,,,,,,
2403301,RN,Encanto,40.7,59.3,,,,,,,
4107405,PR,Enéas Marques,34.8,65.2,,,,,,,
3123809,MG,Engenheiro Navarro,66.7,33.3,,,,,,,
3123858,MG,Entre Folhas,75.2,24.9,,,,,,,
4306932,RS,Entre-Ijuís,54.7,45.3,,,,,,,
2403400,RN,Equador,82.6,17.4,,,,,,,
2304277,CE,Ererê,50.6,49.4,,,,,,,
4307203,RS,Erval Grande,52.1,47.9,,,,,,,
4307302,RS,Erval Seco,43.6,56.4,,,,,,,
1707405,TO,Esperantina,48.7,51.3,,,,,,,
4307559,RS,Estação,85.2,14.8,,,,,,,
3124807,MG,Estrela do Sul,81.4,18.7,,,,,,,
3515202,SP,Estrela d'Oeste,83.2,16.8,,,,,,,
3515350,SP,Euclides da Cunha Paulista,63.8,36.2,,,,,,,
5207535,GO,Faina,55.1,44.9,,,,,,,
1503002,PA,Faro,74.9,25.1,,,,,,,
2203750,PI,Fartura do Piauí,26.3,73.7,,,,,,,
4308003,RS,Faxinal do Soturno,62.6,37.4,,,,,,,
5207600,GO,Fazenda Nova,64.5,35.5,,,,,,,
2910776,BA,Feira da Mata,52.4,47.6,,,,,,,
2802205,SE,Feira Nova,67.4,32.6,,,,,,,
2104073,MA,Feira Nova do Maranhão,23.7,76.3,,,,,,,
3125408,MG,Felício dos Santos,43.4,56.7,,,,,,,
2403707,RN,Felipe Guerra,67.6,32.4,,,,,,,
3125606,MG,Felisburgo,74.0,26.0,,,,,,,
4107736,PR,Fernandes Pinheiro,35.3,64.7,,,,,,,
2104081,MA,Fernando Falcão,16.3,83.7,,,,,,,
3515608,SP,Fernando Prestes,84.9,15.1,,,,,,,
1600238,AP,Ferreira Gomes,72.0,28.0,,,,,,,
4107751,PR,Figueira,85.5,14.5,,,,,,,
1707652,TO,Figueirópolis,75.9,24.1,,,,,,,
1707702,TO,Filadélfia,65.1,34.9,,,,,,,
2910909,BA,Firmino Alves,80.6,19.5,,,,,,,
4107801,PR,Floraí,88.6,11.5,,,,,,,
2403806,RN,Florânia,76.5,23.5,,,,,,,
4107900,PR,Floresta,92.2,7.8,,,,,,,
3126000,MG,Florestal,83.4,16.6,,,,,,,
4308409,RS,Formigueiro,39.5,60.5,,,,,,,
4108205,PR,Formosa do Oeste,65.9,34.1,,,,,,,
3126208,MG,Formoso,63.3,36.7,,,,,,,
4108452,PR,Foz do Jordão,72.5,27.6,,,,,,,
2204006,PI,Francinópolis,62.6,37.4,,,,,,,
4108320,PR,Francisco Alves,66.0,34.0,,,,,,,
2204204,PI,Francisco Santos,46.3,53.7,,,,,,,
3126752,MG,Franciscópolis,41.3,58.7,,,,,,,
3126802,MG,Frei Gaspar,32.6,67.4,,,,,,,
3126901,MG,Frei Inocêncio,75.8,24.2,,,,,,,
3127073,MG,Fruta de Leite,34.3,65.7,,,,,,,
2506251,PB,Gado Bravo,10.8,89.2,,,,,,,
3516606,SP,Gália,74.5,25.5,,,,,,,
3127305,MG,Galiléia,81.9,18.1,,,,,,,
3127339,MG,Gameleiras,27.5,72.5,,,,,,,
5103858,MT,Gaúcha do Norte,34.9,65.1,,,,,,,
4308706,RS,Gaurama,57.8,42.2,,,,,,,
2204352,PI,Geminiano,22.2,77.8,,,,,,,
4308805,RS,General Câmara,58.8,41.2,,,,,,,
5103908,MT,General Carneiro,46.9,53.1,,,,,,,
2304608,CE,General Sampaio,58.7,41.3,,,,,,,
5004007,MS,Glória de Dourados,77.3,22.7,,,,,,,
4309050,RS,Glorinha,30.0,70.0,,,,,,,
5208509,GO,Goiandira,86.2,13.8,,,,,,,
4108650,PR,Goioxim,23.4,76.6,,,,,,,
2911501,BA,Gongogi,64.1,35.9,,,,,,,
3127503,MG,Gonzaga,54.7,45.3,,,,,,,
2104628,MA,Governador Luiz Rocha,70.7,29.3,,,,,,,
2104701,MA,Graça Aranha,47.4,52.6,,,,,,,
2802601,SE,Gracho Cardoso,47.9,52.1,,,,,,,
4108700,PR,Grandes Rios,53.7,46.3,,,,,,,
2606309,PE,Granito,46.4,53.6,,,,,,,
4206108,SC,Grão Pará,48.5,51.5,,,,,,,
2404408,RN,Grossos,74.9,25.1,,,,,,,
3517307,SP,Guaimbê,87.4,12.6,,,,,,,
4108908,PR,Guairaçá,80.0,20.0,,,,,,,
4108957,PR,Guamiranga,28.3,71.7,,,,,,,
3517802,SP,Guaraçaí,78.9,21.1,,,,,,,
3517901,SP,Guaraci,89.5,10.5,,,,,,,
4109203,PR,Guaraci,80.4,19.7,,,,,,,
3128402,MG,Guarani,79.2,20.8,,,,,,,
4309506,RS,Guarani das Missões,62.0,38.0,,,,,,,
3518107,SP,Guarantã,85.3,14.7,,,,,,,
4109500,PR,Guaraqueçaba,34.1,65.9,,,,,,,
3128600,MG,Guarda-Mor,56.2,43.8,,,,,,,
3518859,SP,Guatapará,73.4,26.6,,,,,,,
3128808,MG,Guidoval,72.2,27.9,,,,,,,
3128907,MG,Guimarânia,81.5,18.5,,,,,,,
3129004,MG,Guiricema,48.5,51.5,,,,,,,
3129103,MG,Gurinhatã,43.9,56.1,,,,,,,
3129202,MG,Heliodora,72.4,27.6,,,,,,,
3519006,SP,Herculândia,91.1,8.9,,,,,,,
4307104,RS,Herval,66.9,33.1,,,,,,,
4109658,PR,Honório Serpa,33.4,66.6,,,,,,,
4309654,RS,Hulha Negra,48.1,51.9,,,,,,,
3519204,SP,Iacri,78.7,21.3,,,,,,,
3519253,SP,Iaras,44.5,55.5,,,,,,,
4109757,PR,Ibema,81.5,18.6,,,,,,,
3129400,MG,Ibertioga,68.7,31.4,,,,,,,
3129608,MG,Ibiaí,76.6,23.4,,,,,,,
2506608,PB,Ibiara,61.1,38.9,,,,,,,
3129657,MG,Ibiracatu,50.7,49.3,,,,,,,
4309902,RS,Ibiraiaras,53.2,46.8,,,,,,,
2606705,PE,Ibirajuba,41.7,58.3,,,,,,,
2912806,BA,Ibirapuã,57.0,43.0,,,,,,,
3519501,SP,Ibirarema,92.4,7.6,,,,,,,
3202553,ES,Ibitirama,35.5,64.5,,,,,,,
4109906,PR,Icaraíma,70.6,29.4,,,,,,,
3519808,SP,Icém,85.8,14.2,,,,,,,
2913309,BA,Ichu,64.0,36.0,,,,,,,
3519907,SP,Iepê,88.8,11.2,,,,,,,
2502607,PB,Igaracy,66.9,33.1,,,,,,,
3520202,SP,Igaratá,79.3,20.7,,,,,,,
3130200,MG,Igaratinga,82.9,17.1,,,,,,,
3130309,MG,Iguatama,83.6,16.4,,,,,,,
3130408,MG,Ijaci,95.7,4.3,,,,,,,
3520426,SP,Ilha Comprida,100.0,-,,,,,,,
2802700,SE,Ilha das Flores,65.1,34.9,,,,,,,
2204659,PI,Ilha Grande,83.5,16.5,,,,,,,
3130556,MG,Imbé de Minas,31.9,68.2,,,,,,,
4207403,SC,Imbuia,44.1,55.9,,,,,,,
5209937,GO,Inaciolândia,84.5,15.5,,,,,,,
3130606,MG,Inconfidentes,53.2,46.8,,,,,,,
3130655,MG,Indaiabira,37.4,62.6,,,,,,,
4310405,RS,Independência,62.8,37.2,,,,,,,
3130705,MG,Indianópolis,65.5,34.5,,,,,,,
3131000,MG,Inhaúma,73.0,27.0,,,,,,,
3131109,MG,Inimutaba,70.5,29.5,,,,,,,
5004403,MS,Inocência,63.5,36.5,,,,,,,
4310439,RS,Ipê,48.4,51.6,,,,,,,
3521101,SP,Ipeúna,86.1,13.9,,,,,,,
5104526,MT,Ipiranga do Norte,67.8,32.2,,,,,,,
2204808,PI,Ipiranga do Piauí,61.6,38.4,,,,,,,
4207650,SC,Iporã do Oeste,49.0,51.0,,,,,,,
4207684,SC,Ipuaçu,20.3,79.7,,,,,,,
3131505,MG,Ipuiúna,78.2,21.8,,,,,,,
4207700,SC,Ipumirim,43.6,56.4,,,,,,,
2914109,BA,Ipupiara,64.4,35.6,,,,,,,
1400282,RR,Iracema,46.9,53.1,,,,,,,
4310504,RS,Iraí,55.2,44.8,,,,,,,
3131604,MG,Iraí de Minas,79.8,20.2,,,,,,,
2914208,BA,Irajuba,46.7,53.3,,,,,,,
4207809,SC,Irani,68.4,31.6,,,,,,,
3521507,SP,Irapuã,89.2,10.8,,,,,,,
3521606,SP,Irapuru,70.7,29.3,,,,,,,
2204907,PI,Isaías Coelho,22.7,77.3,,,,,,,
4208005,SC,Itá,63.1,36.9,,,,,,,
4310538,RS,Itaara,79.2,20.8,,,,,,,
1710508,TO,Itacajá,60.2,39.9,,,,,,,
2915304,BA,Itagimirim,79.5,20.6,,,,,,,
5210604,GO,Itaguaru,83.2,16.9,,,,,,,
1710706,TO,Itaguatins,56.3,43.7,,,,,,,
2306207,CE,Itaiçaba,58.5,41.5,,,,,,,
4110953,PR,Itaipulândia,52.5,47.5,,,,,,,
2404853,RN,Itajá,82.2,17.8,,,,,,,
5210802,GO,Itajá,73.9,26.1,,,,,,,
2915403,BA,Itaju do Colônia,80.2,19.8,,,,,,,
1301951,AM,Itamarati,55.6,44.4,,,,,,,
2915700,BA,Itamari,73.9,26.1,,,,,,,
4111001,PR,Itambaracá,75.2,24.8,,,,,,,
4111100,PR,Itambé,94.9,5.1,,,,,,,
2915908,BA,Itanagra,30.6,69.4,,,,,,,
5104542,MT,Itanhangá,60.1,39.9,,,,,,,
3133600,MG,Itapeva,52.1,47.9,,,,,,,
1302009,AM,Itapiranga,78.6,21.4,,,,,,,
5211008,GO,Itapirapuã,70.7,29.3,,,,,,,
1101104,RO,Itapuã do Oeste,61.0,39.0,,,,,,,
2916708,BA,Itaquara,60.0,40.0,,,,,,,
5211305,GO,Itarumã,64.7,35.3,,,,,,,
3133709,MG,Itatiaiuçu,62.7,37.3,,,,,,,
2404903,RN,Itaú,86.1,13.9,,,,,,,
5211404,GO,Itauçu,75.4,24.7,,,,,,,
3133907,MG,Itaverava,44.2,55.8,,,,,,,
3523701,SP,Itirapuã,83.3,16.7,,,,,,,
3523800,SP,Itobi,90.1,9.9,,,,,,,
3134103,MG,Itueta,56.6,43.4,,,,,,,
3134301,MG,Itumirim,76.6,23.4,,,,,,,
4111555,PR,Ivaté,69.6,30.4,,,,,,,
2917359,BA,Jaborandi,33.9,66.1,,,,,,,
3524204,SP,Jaborandi,93.5,6.5,,,,,,,
2405009,RN,Jaçanã,67.3,32.7,,,,,,,
2703403,AL,Jacaré dos Homens,56.0,44.0,,,,,,,
3524501,SP,Jaci,86.1,13.9,,,,,,,
2205151,PI,Jacobina do Piauí,17.9,82.1,,,,,,,
3134806,MG,Jacuí,60.9,39.1,,,,,,,
2703502,AL,Jacuípe,62.2,37.8,,,,,,,
3524907,SP,Jambeiro,47.9,52.1,,,,,,,
3135076,MG,Jampruca,64.9,35.1,,,,,,,
5211701,GO,Jandaia,67.4,32.6,,,,,,,
2405108,RN,Jandaíra,58.1,41.9,,,,,,,
2405207,RN,Janduís,74.7,25.3,,,,,,,
5104906,MT,Jangada,38.3,61.7,,,,,,,
4112207,PR,Janiópolis,61.8,38.2,,,,,,,
2405306,RN,Januário Cicco,35.6,64.4,,,,,,,
2703601,AL,Japaratinga,42.7,57.3,,,,,,,
2405405,RN,Japi,74.4,25.6,,,,,,,
3135357,MG,Japonvar,36.8,63.2,,,,,,,
5004809,MS,Japorã,18.1,81.9,,,,,,,
1302108,AM,Japurá,45.0,55.0,,,,,,,
4112405,PR,Japurá,89.1,10.9,,,,,,,
5004908,MS,Jaraguari,28.2,71.8,,,,,,,
2703700,AL,Jaramataia,52.4,47.6,,,,,,,
2307205,CE,Jati,58.6,41.4,,,,,,,
2105450,MA,Jatobá,43.9,56.1,,,,,,,
3135407,MG,Jeceaba,55.4,44.6,,,,,,,
3135456,MG,Jenipapo de Minas,40.5,59.5,,,,,,,
3135605,MG,Jequitaí,68.8,31.2,,,,,,,
3135704,MG,Jequitibá,38.1,61.9,,,,,,,
2507408,PB,Jericó,62.7,37.3,,,,,,,
4112751,PR,Jesuítas,67.4,32.6,,,,,,,
3136108,MG,Joanésia,38.0,62.0,,,,,,,
2205458,PI,Joca Marques,32.9,67.1,,,,,,,
4311155,RS,Jóia,25.1,74.9,,,,,,,
1200328,AC,Jordão,34.5,65.5,,,,,,,
2406007,RN,José da Penha,60.4,39.6,,,,,,,
5212105,GO,Joviânia,90.9,9.1,,,,,,,
2507606,PB,Juarez Távora,78.5,21.5,,,,,,,
2205524,PI,Júlio Borges,30.1,69.9,,,,,,,
2507804,PB,Junco do Seridó,65.8,34.2,,,,,,,
4112959,PR,Juranda,76.4,23.6,,,,,,,
2508000,PB,Juru,44.4,55.6,,,,,,,
3136900,MG,Juruaia,48.9,51.1,,,,,,,
4113007,PR,Jussara,89.6,10.4,,,,,,,
2918555,BA,Jussari,75.3,24.7,,,,,,,
2918605,BA,Jussiape,38.2,61.8,,,,,,,
5005152,MS,Juti,66.5,33.5,,,,,,,
3136959,MG,Juvenília,76.9,23.1,,,,,,,
3137106,MG,Lagamar,67.5,32.5,,,,,,,
2105948,MA,Lago dos Rodrigues,62.2,37.8,,,,,,,
2205557,PI,Lagoa Alegre,38.0,62.0,,,,,,,
2406205,RN,Lagoa d'Anta,64.0,36.1,,,,,,,
2508208,PB,Lagoa de Dentro,53.9,46.1,,,,,,,
2406304,RN,Lagoa de Pedras,32.0,68.0,,,,,,,
2205573,PI,Lagoa de São Francisco,32.6,67.4,,,,,,,
3137536,MG,Lagoa Grande,74.2,25.8,,,,,,,
2406601,RN,Lagoa Salgada,66.2,33.8,,,,,,,
4311254,RS,Lagoão,26.8,73.2,,,,,,,
5005251,MS,Laguna Carapã,42.2,57.8,,,,,,,
3302304,RJ,Laje do Muriaé,75.3,24.7,,,,,,,
2105989,MA,Lajeado Novo,46.1,53.9,,,,,,,
2919058,BA,Lajedo do Tabocal,62.0,38.0,,,,,,,
2919108,BA,Lamarão,21.8,78.2,,,,,,,
5105234,MT,Lambari D'Oeste,53.3,46.7,,,,,,,
2205607,PI,Landri Sales,74.9,25.1,,,,,,,
3138005,MG,Laranjal,73.3,26.7,,,,,,,
4113254,PR,Laranjal,31.9,68.1,,,,,,,
3138104,MG,Lassance,59.9,40.1,,,,,,,
4209508,SC,Laurentino,72.9,27.2,,,,,,,
3526506,SP,Lavínia,48.8,51.2,,,,,,,
4311502,RS,Lavras do Sul,62.0,38.0,,,,,,,
3526605,SP,Lavrinhas,91.8,8.2,,,,,,,
5212303,GO,Leopoldo de Bulhões,61.4,38.6,,,,,,,
4311601,RS,Liberato Salzano,22.4,77.6,,,,,,,
3138500,MG,Liberdade,72.4,27.6,,,,,,,
3138625,MG,Limeira do Oeste,72.8,27.2,,,,,,,
4113452,PR,Lindoeste,44.5,55.5,,,,,,,
3527009,SP,Lindóia,100.0,-,,,,,,,
4311627,RS,Lindolfo Collor,82.0,18.0,,,,,,,
2508505,PB,Livramento,52.4,47.6,,,,,,,
3138658,MG,Lontra,67.1,33.0,,,,,,,
2106201,MA,Luís Domingues,84.5,15.5,,,,,,,
2407005,RN,Luís Gomes,69.6,30.4,,,,,,,
3138674,MG,Luisburgo,29.5,70.6,,,,,,,
3138682,MG,Luislândia,46.7,53.3,,,,,,,
4113734,PR,Luiziana,65.0,35.0,,,,,,,
3527702,SP,Luiziânia,91.7,8.3,,,,,,,
3138708,MG,Luminárias,76.8,23.2,,,,,,,
4113759,PR,Lunardelli,69.7,30.4,,,,,,,
4210035,SC,Luzerna,76.1,24.0,,,,,,,
2803708,SE,Macambira,47.9,52.2,,,,,,,
3528106,SP,Macaubal,88.4,11.6,,,,,,,
3138906,MG,Machacalis,82.4,17.6,,,,,,,
4311700,RS,Machadinho,61.4,38.6,,,,,,,
3302452,RJ,Macuco,87.2,12.8,,,,,,,
2919900,BA,Macururé,35.4,64.6,,,,,,,
2205854,PI,Madeiro,43.0,57.0,,,,,,,
2919959,BA,Maetinga,40.0,60.0,,,,,,,
1504109,PA,Magalhães Barata,46.8,53.2,,,,,,,
2920007,BA,Maiquinique,78.8,21.3,,,,,,,
4210308,SC,Major Vieira,39.6,60.4,,,,,,,
2920304,BA,Malhada de Pedras,38.2,61.8,,,,,,,
2508802,PB,Malta,87.4,12.6,,,,,,,
5212709,GO,Mambaí,69.9,30.1,,,,,,,
3139250,MG,Mamonas,44.5,55.5,,,,,,,
3528601,SP,Manduri,86.5,13.5,,,,,,,
2205904,PI,Manoel Emídio,63.6,36.4,,,,,,,
1200344,AC,Manoel Urbano,66.1,33.9,,,,,,,
4311759,RS,Manoel Viana,75.8,24.2,,,,,,,
4311775,RS,Maquiné,29.9,70.1,,,,,,,
4210407,SC,Maracajá,66.5,33.5,,,,,,,
2106359,MA,Marajá do Sena,14.4,85.6,,,,,,,
3139706,MG,Maravilhas,68.4,31.7,,,,,,,
2509057,PB,Marcação,37.4,62.6,,,,,,,
4311908,RS,Marcelino Ramos,53.0,47.0,,,,,,,
2407302,RN,Marcelino Vieira,59.2,40.8,,,,,,,
2205953,PI,Marcolândia,85.9,14.1,,,,,,,
4114708,PR,Maria Helena,67.1,32.9,,,,,,,
4114906,PR,Marilândia do Sul,71.2,28.8,,,,,,,
4115002,PR,Marilena,72.7,27.3,,,,,,,
4115309,PR,Mariópolis,71.3,28.7,,,,,,,
4115358,PR,Maripá,57.4,42.6,,,,,,,
2509156,PB,Marizópolis,86.8,13.2,,,,,,,
2407401,RN,Martins,61.3,38.7,,,,,,,
3140530,MG,Martins Soares,40.8,59.2,,,,,,,
2206050,PI,Massapê do Piauí,15.1,85.0,,,,,,,
4312104,RS,Mata,51.2,48.8,,,,,,,
3140555,MG,Mata Verde,81.1,18.9,,,,,,,
2509305,PB,Mataraca,88.4,11.6,,,,,,,
3140852,MG,Matias Cardoso,51.5,48.5,,,,,,,
2509396,PB,Maturéia,64.9,35.1,,,,,,,
4115754,PR,Mauá da Serra,82.0,18.0,,,,,,,
4210803,SC,Meleiro,52.1,47.9,,,,,,,
3141504,MG,Mendes Pimentel,54.6,45.4,,,,,,,
4115853,PR,Mercedes,48.3,51.7,,,,,,,
3141702,MG,Mesquita,62.9,37.1,,,,,,,
2106672,MA,Milagres do Maranhão,21.7,78.3,,,,,,,
2206357,PI,Milton Brandão,25.1,74.9,,,,,,,
2705309,AL,Minador do Negrão,42.7,57.3,,,,,,,
4312252,RS,Minas do Leão,96.2,3.8,,,,,,,
3142403,MG,Moema,85.9,14.1,,,,,,,
2206506,PI,Monsenhor Hipólito,47.2,52.9,,,,,,,
3142601,MG,Monsenhor Paulo,75.2,24.9,,,,,,,
5213509,GO,Monte Alegre de Goiás,40.9,59.1,,,,,,,
3531209,SP,Monte Alegre do Sul,57.2,42.8,,,,,,,
4211058,SC,Monte Carlo,86.7,13.3,,,,,,,
4211108,SC,Monte Castelo,58.1,41.9,,,,,,,
1713601,TO,Monte do Carmo,42.9,57.1,,,,,,,
2705408,AL,Monteirópolis,36.3,63.7,,,,,,,
2107001,MA,Montes Altos,54.5,45.5,,,,,,,
5213707,GO,Montes Claros de Goiás,66.7,33.3,,,,,,,
3143450,MG,Montezuma,41.3,58.8,,,,,,,
3143500,MG,Morada Nova de Minas,78.2,21.8,,,,,,,
2308807,CE,Moraújo,44.7,55.3,,,,,,,
2921609,BA,Morpará,66.9,33.1,,,,,,,
2206670,PI,Morro do Chapéu do Piauí,35.4,64.6,,,,,,,
4312450,RS,Morro Redondo,42.5,57.5,,,,,,,
4312476,RS,Morro Reuter,85.3,14.7,,,,,,,
5213905,GO,Mossâmedes,65.4,34.6,,,,,,,
3203601,ES,Mucurici,63.5,36.5,,,,,,,
2509800,PB,Mulungu,47.9,52.1,,,,,,,
5214051,GO,Mundo Novo,58.5,41.5,,,,,,,
3143807,MG,Munhoz,53.0,47.0,,,,,,,
2922201,BA,Muniz Ferreira,46.4,53.6,,,,,,,
2804300,SE,Muribeca,44.8,55.2,,,,,,,
2206696,PI,Murici dos Portelas,20.0,80.0,,,,,,,
3144359,MG,Naque,94.0,6.0,,,,,,,
1714203,TO,Natividade,79.9,20.1,,,,,,,
3532306,SP,Natividade da Serra,41.8,58.3,,,,,,,
2206704,PI,Nazaré do Piauí,47.9,52.2,,,,,,,
3144508,MG,Nazareno,76.0,24.0,,,,,,,
2510006,PB,Nazarezinho,43.7,56.3,,,,,,,
2206720,PI,Nazária,20.5,79.5,,,,,,,
5214408,GO,Nazário,78.6,21.4,,,,,,,
3532504,SP,Neves Paulista,90.2,9.8,,,,,,,
3144656,MG,Ninheira,26.7,73.3,,,,,,,
1400407,RR,Normandia,25.9,74.2,,,,,,,
5106000,MT,Nortelândia,81.9,18.1,,,,,,,
2804458,SE,Nossa Senhora Aparecida,40.6,59.4,,,,,,,
2804706,SE,Nossa Senhora de Lourdes,52.8,47.2,,,,,,,
2206803,PI,Nossa Senhora dos Remédios,45.0,55.0,,,,,,,
