AREA Code,AREA,/ITEMS,A1101_Total population (Both sexes)[person],Annotation,A1801_Densely inhabited districts population[person],Annotation,A1802_Densely inhabited districts area[km2],Annotation
37205,Kagawa-ken Kanonji-shi,,"59,409",,"9,330",,3.07,
37206,Kagawa-ken Sanuki-shi,,"50,272",,"6,044",,2.11,
37207,Kagawa-ken Higashikagawa-shi,,"31,031",,-,,-,
37208,Kagawa-ken Mitoyo-shi,,"65,524",,-,,-,
37322,Kagawa-ken Tonosho-cho,,"14,002",,-,,-,
37324,Kagawa-ken Shodoshima-cho,,"14,862",,-,,-,
37341,Kagawa-ken Miki-cho,,"27,684",,-,,-,
37364,Kagawa-ken Naoshima-cho,,"3,139",,-,,-,
37386,Kagawa-ken Utazu-cho,,"18,952",,"12,181",,2.02,
37387,Kagawa-ken Ayagawa-cho,,"23,610",,-,,-,
37403,Kagawa-ken Kotohira-cho,,"9,186",,-,,-,
37404,Kagawa-ken Tadotsu-cho,,"23,366",,"7,389",,3.73,
37406,Kagawa-ken Manno-cho,,"18,377",,-,,-,
38201,Ehime-ken Matsuyama-shi,,"514,865",,"429,624",,68.71,
38202,Ehime-ken Imabari-shi,,"158,114",,"58,795",,13.99,
38203,Ehime-ken Uwajima-shi,,"77,465",,"31,927",,6.56,
38204,Ehime-ken Yawatahama-shi,,"34,951",,"11,892",,2.38,
38205,Ehime-ken Niihama-shi,,"119,903",,"86,704",,29.20,
38206,Ehime-ken Saijo-shi,,"108,174",,"30,063",,7.60,
38207,Ehime-ken Ozu-shi,,"44,086",,"8,095",,2.32,
38210,Ehime-ken Iyo-shi,,"36,827",,"14,096",,3.17,
38213,Ehime-ken Shikokuchuo-shi,,"87,413",,"33,723",,13.01,
38214,Ehime-ken Seiyo-shi,,"38,919",,-,,-,
38215,Ehime-ken Toon-shi,,"34,613",,"9,657",,1.89,
38356,Ehime-ken Kamijima-cho,,"7,135",,-,,-,
38386,Ehime-ken Kumakogen-cho,,"8,447",,-,,-,
38401,Ehime-ken Masaki-cho,,"30,064",,"12,884",,2.92,
38402,Ehime-ken Tobe-cho,,"21,239",,"5,974",,0.95,
38422,Ehime-ken Uchiko-cho,,"16,742",,-,,-,
38442,Ehime-ken Ikata-cho,,"9,626",,-,,-,
38484,Ehime-ken Matsuno-cho,,"4,072",,-,,-,
38488,Ehime-ken Kihoku-cho,,"10,705",,-,,-,
38506,Ehime-ken Ainan-cho,,"21,902",,-,,-,
39201,Kochi-ken Kochi-shi,,"337,190",,"271,698",,44.38,
39202,Kochi-ken Muroto-shi,,"13,524",,-,,-,
39203,Kochi-ken Aki-shi,,"17,577",,"5,416",,1.70,
39204,Kochi-ken Nankoku-shi,,"47,982",,"12,584",,2.17,
39205,Kochi-ken Tosa-shi,,"27,038",,"5,711",,1.45,
39206,Kochi-ken Susaki-shi,,"22,606",,-,,-,
39208,Kochi-ken Sukumo-shi,,"20,907",,-,,-,
39209,Kochi-ken Tosashimizu-shi,,"13,778",,-,,-,
39210,Kochi-ken Shimanto-shi,,"34,313",,"11,040",,2.58,
39211,Kochi-ken Konan-shi,,"32,961",,-,,-,
39212,Kochi-ken Kami-shi,,"27,513",,"10,470",,1.98,
39301,Kochi-ken Toyo-cho,,"2,584",,-,,-,
39302,Kochi-ken Nahari-cho,,"3,326",,-,,-,
39303,Kochi-ken Tano-cho,,"2,733",,-,,-,
39304,Kochi-ken Yasuda-cho,,"2,631",,-,,-,
39305,Kochi-ken Kitagawa-mura,,"1,294",,-,,-,
39306,Kochi-ken Umaji-mura,,823,,-,,-,
39307,Kochi-ken Geisei-mura,,"3,858",,-,,-,
39341,Kochi-ken Motoyama-cho,,"3,573",,-,,-,
39344,Kochi-ken Otoyo-cho,,"3,962",,-,,-,
39363,Kochi-ken Tosa-cho,,"3,997",,-,,-,
39364,Kochi-ken Okawa-mura,,396,,-,,-,
39386,Kochi-ken Ino-cho,,"22,767",,-,,-,
39387,Kochi-ken Niyodogawa-cho,,"5,551",,-,,-,
39401,Kochi-ken Nakatosa-cho,,"6,840",,-,,-,
39402,Kochi-ken Sakawa-cho,,"13,114",,-,,-,
39403,Kochi-ken Ochi-cho,,"5,795",,-,,-,
39405,Kochi-ken Yusuhara-cho,,"3,608",,-,,-,
39410,Kochi-ken Hidaka-mura,,"5,030",,-,,-,
39411,Kochi-ken Tsuno-cho,,"5,794",,-,,-,
39412,Kochi-ken Shimanto-cho,,"17,325",,-,,-,
39424,Kochi-ken Otsuki-cho,,"5,095",,-,,-,
39427,Kochi-ken Mihara-mura,,"1,574",,-,,-,
39428,Kochi-ken Kuroshio-cho,,"11,217",,-,,-,
40100,Fukuoka-ken Kitakyushu-shi,,"961,286",,"864,534",,156.81,
40101,Fukuoka-ken Kitakyushu-shi Moji-ku,,"99,637",,"83,359",,15.51,
40103,Fukuoka-ken Kitakyushu-shi Wakamatsu-ku,,"82,844",,"66,042",,14.57,
40105,Fukuoka-ken Kitakyushu-shi Tobata-ku,,"59,116",,"58,462",,15.84,
40106,Fukuoka-ken Kitakyushu-shi Kokurakita-ku,,"181,878",,"179,710",,28.29,
40107,Fukuoka-ken Kitakyushu-shi Kokuraminami-ku,,"212,850",,"184,330",,26.66,
40108,Fukuoka-ken Kitakyushu-shi Yahatahigashi-ku,,"68,844",,"65,412",,14.87,
40109,Fukuoka-ken Kitakyushu-shi Yahatanishi-ku,,"256,117",,"227,219",,41.06,
40130,Fukuoka-ken Fukuoka-shi,,"1,538,681",,"1,486,479",,154.35,
40131,Fukuoka-ken Fukuoka-shi Higashi-ku,,"306,015",,"299,541",,38.87,
40132,Fukuoka-ken Fukuoka-shi Hakata-ku,,"228,441",,"221,009",,25.82,
40133,Fukuoka-ken Fukuoka-shi Chuo-ku,,"192,688",,"192,688",,15.40,
40134,Fukuoka-ken Fukuoka-shi Minami-ku,,"255,797",,"255,129",,25.24,
40135,Fukuoka-ken Fukuoka-shi Nishi-ku,,"206,868",,"178,151",,17.68,
40136,Fukuoka-ken Fukuoka-shi Jonan-ku,,"130,995",,"130,273",,12.37,
40137,Fukuoka-ken Fukuoka-shi Sawara-ku,,"217,877",,"209,688",,18.98,
40202,Fukuoka-ken Omuta-shi,,"117,360",,"96,981",,30.84,
40203,Fukuoka-ken Kurume-shi,,"304,552",,"188,031",,32.44,
40204,Fukuoka-ken Nogata-shi,,"57,146",,"26,858",,7.78,
40205,Fukuoka-ken Iizuka-shi,,"129,146",,"49,683",,11.60,
40206,Fukuoka-ken Tagawa-shi,,"48,441",,"18,668",,4.91,
40207,Fukuoka-ken Yanagawa-shi,,"67,777",,"11,149",,2.91,
40210,Fukuoka-ken Yame-shi,,"64,408",,"6,250",,1.86,
40211,Fukuoka-ken Chikugo-shi,,"48,339",,"12,374",,3.30,
40212,Fukuoka-ken Okawa-shi,,"34,838",,"7,650",,2.79,
40213,Fukuoka-ken Yukuhashi-shi,,"70,586",,"28,057",,6.49,
40214,Fukuoka-ken Buzen-shi,,"25,940",,-,,-,
40215,Fukuoka-ken Nakama-shi,,"41,796",,"35,908",,6.87,
40216,Fukuoka-ken Ogori-shi,,"57,983",,"40,484",,6.51,
40217,Fukuoka-ken Chikushino-shi,,"101,081",,"71,171",,9.89,
40218,Fukuoka-ken Kasuga-shi,,"110,743",,"110,570",,13.28,
40219,Fukuoka-ken Onojo-shi,,"99,525",,"95,832",,11.99,
40220,Fukuoka-ken Munakata-shi,,"96,516",,"56,238",,9.48,
40221,Fukuoka-ken Dazaifu-shi,,"72,168",,"63,358",,9.77,
40223,Fukuoka-ken Koga-shi,,"57,959",,"39,108",,6.06,
40224,Fukuoka-ken Fukutsu-shi,,"58,781",,"43,205",,7.66,
40225,Fukuoka-ken Ukiha-shi,,"29,509",,-,,-,
40226,Fukuoka-ken Miyawaka-shi,,"28,112",,-,,-,
40227,Fukuoka-ken Kama-shi,,"38,743",,-,,-,
40228,Fukuoka-ken Asakura-shi,,"52,444",,"10,236",,2.78,
40229,Fukuoka-ken Miyama-shi,,"38,139",,-,,-,
40230,Fukuoka-ken Itoshima-shi,,"96,475",,"50,189",,7.39,
40231,Fukuoka-ken Nakagawa-shi,,"50,004",,"42,236",,5.52,
40341,Fukuoka-ken Umi-machi,,"37,927",,"22,991",,4.65,
40342,Fukuoka-ken Sasaguri-machi,,"31,210",,"18,054",,2.36,
40343,Fukuoka-ken Shime-machi,,"45,256",,"43,674",,6.37,
40344,Fukuoka-ken Sue-machi,,"27,263",,"18,925",,4.11,
40345,Fukuoka-ken Shingu-machi,,"30,344",,"25,137",,4.34,
40348,Fukuoka-ken Hisayama-machi,,"8,225",,-,,-,
40349,Fukuoka-ken Kasuya-machi,,"45,360",,"38,977",,5.53,
40381,Fukuoka-ken Ashiya-machi,,"14,208",,"8,260",,5.72,
40382,Fukuoka-ken Mizumaki-machi,,"28,997",,"21,659",,3.98,
40383,Fukuoka-ken Okagaki-machi,,"31,580",,"11,509",,2.29,
40384,Fukuoka-ken Onga-cho,,"18,877",,-,,-,
40401,Fukuoka-ken Kotake-machi,,"7,810",,-,,-,
40402,Fukuoka-ken Kurate-machi,,"16,007",,"5,019",,1.45,
40421,Fukuoka-ken Keisen-machi,,"13,496",,-,,-,
40447,Fukuoka-ken Chikuzen-machi,,"29,306",,-,,-,
40448,Fukuoka-ken Toho-mura,,"2,174",,-,,-,
40503,Fukuoka-ken Tachiarai-machi,,"15,138",,-,,-,
40522,Fukuoka-ken Oki-machi,,"14,176",,-,,-,
40544,Fukuoka-ken Hirokawa-machi,,"20,183",,-,,-,
40601,Fukuoka-ken Kawara-machi,,"10,861",,-,,-,
40602,Fukuoka-ken Soeda-machi,,"9,924",,-,,-,
40604,Fukuoka-ken Itoda-machi,,"9,020",,-,,-,
40605,Fukuoka-ken Kawasaki-machi,,"16,789",,-,,-,
40608,Fukuoka-ken Oto-machi,,"5,176",,-,,-,
40609,Fukuoka-ken Aka-mura,,"3,022",,-,,-,
40610,Fukuoka-ken Fukuchi-machi,,"22,871",,-,,-,
40621,Fukuoka-ken Kanda-machi,,"34,963",,"23,675",,12.52,
40625,Fukuoka-ken Miyako-machi,,"20,243",,-,,-,
40642,Fukuoka-ken Yoshitomi-machi,,"6,627",,-,,-,
40646,Fukuoka-ken Koge-machi,,"7,458",,-,,-,
40647,Fukuoka-ken Chikujo-machi,,"18,587",,-,,-,
41201,Saga-ken Saga-shi,,"236,372",,"139,012",,27.45,
41202,Saga-ken Karatsu-shi,,"122,785",,"36,002",,9.54,
41203,Saga-ken Tosu-shi,,"72,902",,"40,765",,8.62,
41204,Saga-ken Taku-shi,,"19,749",,-,,-,
41205,Saga-ken Imari-shi,,"55,238",,"13,119",,3.01,
41206,Saga-ken Takeo-shi,,"49,062",,"6,127",,1.53,
41207,Saga-ken Kashima-shi,,"29,684",,"9,570",,2.75,
41208,Saga-ken Ogi-shi,,"44,259",,"6,139",,1.57,
41209,Saga-ken Ureshino-shi,,"27,336",,-,,-,
41210,Saga-ken Kanzaki-shi,,"31,842",,"5,362",,1.33,
41327,Saga-ken Yoshinogari-cho,,"16,411",,-,,-,
41341,Saga-ken Kiyama-cho,,"17,501",,"5,633",,0.99,
41345,Saga-ken Kamimine-cho,,"9,283",,-,,-,
41346,Saga-ken Miyaki-cho,,"25,278",,-,,-,
41387,Saga-ken Genkai-cho,,"5,902",,-,,-,
41401,Saga-ken Arita-cho,,"20,148",,-,,-,
41423,Saga-ken Omachi-cho,,"6,777",,-,,-,
41424,Saga-ken Kohoku-machi,,"9,583",,-,,-,
41425,Saga-ken Shiroishi-cho,,"23,941",,-,,-,
41441,Saga-ken Tara-cho,,"8,779",,-,,-,
42201,Nagasaki-ken Nagasaki-shi,,"429,508",,"314,082",,44.69,
42202,Nagasaki-ken Sasebo-shi,,"255,439",,"152,157",,31.35,
42203,Nagasaki-ken Shimabara-shi,,"45,436",,"18,413",,5.59,
42204,Nagasaki-ken Isahaya-shi,,"138,078",,"60,568",,11.94,
42205,Nagasaki-ken Omura-shi,,"92,757",,"62,104",,17.45,
42207,Nagasaki-ken Hirado-shi,,"31,920",,-,,-,
42208,Nagasaki-ken Matsuura-shi,,"23,309",,-,,-,
42209,Nagasaki-ken Tsushima-shi,,"31,457",,-,,-,
42210,Nagasaki-ken Iki-shi,,"27,103",,-,,-,
42211,Nagasaki-ken Goto-shi,,"37,327",,"10,112",,2.84,
42212,Nagasaki-ken Saikai-shi,,"28,691",,-,,-,
42213,Nagasaki-ken Unzen-shi,,"44,115",,-,,-,
42214,Nagasaki-ken Minamishimabara-shi,,"46,535",,-,,-,
42307,Nagasaki-ken Nagayo-cho,,"42,548",,"24,349",,3.63,
42308,Nagasaki-ken Togitsu-cho,,"29,804",,"13,833",,1.86,
42321,Nagasaki-ken Higashisonogi-cho,,"8,298",,-,,-,
42322,Nagasaki-ken Kawatana-cho,,"14,067",,"5,833",,1.70,
42323,Nagasaki-ken Hasami-cho,,"14,891",,-,,-,
42383,Nagasaki-ken Ojika-cho,,"2,560",,-,,-,
42391,Nagasaki-ken Saza-cho,,"13,626",,-,,-,
42411,Nagasaki-ken Shinkamigoto-cho,,"19,718",,-,,-,
43100,Kumamoto-ken Kumamoto-shi,,"740,822",,"587,816",,88.77,
43101,Kumamoto-ken Kumamoto-shi Chuuou-ku,,"186,300",,"185,324",,23.53,
43102,Kumamoto-ken Kumamoto-shi Higashi-ku,,"190,451",,"168,810",,24.02,
43103,Kumamoto-ken Kumamoto-shi Nishi-ku,,"93,171",,"68,263",,11.66,
43104,Kumamoto-ken Kumamoto-shi Minami-ku,,"127,769",,"75,376",,13.32,
43105,Kumamoto-ken Kumamoto-shi Kita-ku,,"143,131",,"90,043",,16.23,
43202,Kumamoto-ken Yatsushiro-shi,,"127,472",,"55,162",,17.45,
43203,Kumamoto-ken Hitoyoshi-shi,,"33,880",,"13,577",,4.41,
43204,Kumamoto-ken Arao-shi,,"53,407",,"26,810",,7.97,
43205,Kumamoto-ken Minamata-shi,,"25,411",,"11,749",,4.54,
43206,Kumamoto-ken Tamana-shi,,"66,782",,"11,740",,3.23,
43208,Kumamoto-ken Yamaga-shi,,"52,264",,"12,675",,3.43,
43210,Kumamoto-ken Kikuchi-shi,,"48,167",,"6,695",,1.91,
43211,Kumamoto-ken Uto-shi,,"37,026",,"9,942",,2.70,
43212,Kumamoto-ken Kamiamakusa-shi,,"27,006",,-,,-,
43213,Kumamoto-ken Uki-shi,,"59,756",,"7,343",,1.67,
43214,Kumamoto-ken Aso-shi,,"27,018",,-,,-,
43215,Kumamoto-ken Amakusa-shi,,"82,739",,"14,539",,3.93,
43216,Kumamoto-ken Koshi-shi,,"58,370",,"36,906",,5.83,
43348,Kumamoto-ken Misato-machi,,"10,333",,-,,-,
43364,Kumamoto-ken Gyokuto-machi,,"5,265",,-,,-,
43367,Kumamoto-ken Nankan-machi,,"9,786",,-,,-,
43368,Kumamoto-ken Nagasu-machi,,"15,889",,-,,-,
43369,Kumamoto-ken Nagomi-machi,,"10,191",,-,,-,
43403,Kumamoto-ken Ozu-machi,,"33,452",,"7,069",,1.65,
43404,Kumamoto-ken Kikuyo-machi,,"40,984",,"29,249",,4.70,
43423,Kumamoto-ken Minamioguni-machi,,"4,048",,-,,-,
43424,Kumamoto-ken Oguni-machi,,"7,187",,-,,-,
43425,Kumamoto-ken Ubuyama-mura,,"1,510",,-,,-,
43428,Kumamoto-ken Takamori-machi,,"6,325",,-,,-,
43432,Kumamoto-ken Nishihara-mura,,"6,802",,-,,-,
43433,Kumamoto-ken Minamiaso-mura,,"11,503",,-,,-,
43441,Kumamoto-ken Mifune-machi,,"17,237",,-,,-,
43442,Kumamoto-ken Kashima-machi,,"9,054",,-,,-,
43443,Kumamoto-ken Mashiki-machi,,"33,611",,"22,634",,3.90,
43444,Kumamoto-ken Kosa-machi,,"10,717",,-,,-,
43447,Kumamoto-ken Yamato-cho,,"15,149",,-,,-,
43468,Kumamoto-ken Hikawa-cho,,"11,994",,-,,-,
43482,Kumamoto-ken Ashikita-machi,,"17,661",,-,,-,
43484,Kumamoto-ken Tsunagi-machi,,"4,673",,-,,-,
43501,Kumamoto-ken Nishiki-machi,,"10,766",,-,,-,
43505,Kumamoto-ken Taragi-machi,,"9,791",,-,,-,
43506,Kumamoto-ken Yunomae-machi,,"3,985",,-,,-,
43507,Kumamoto-ken Mizukami-mura,,"2,232",,-,,-,
43510,Kumamoto-ken Sagara-mura,,"4,468",,-,,-,
43511,Kumamoto-ken Itsuki-mura,,"1,055",,-,,-,
43512,Kumamoto-ken Yamae-mura,,"3,422",,-,,-,
43513,Kumamoto-ken Kuma-mura,,"3,698",,-,,-,
43514,Kumamoto-ken Asagiri-cho,,"15,523",,-,,-,
43531,Kumamoto-ken Reihoku-machi,,"7,739",,-,,-,
44201,Oita-ken Oita-shi,,"478,146",,"342,769",,70.46,
44202,Oita-ken Beppu-shi,,"122,138",,"107,735",,18.36,
44203,Oita-ken Nakatsu-shi,,"83,965",,"26,552",,7.13,
44204,Oita-ken Hita-shi,,"66,523",,"28,613",,7.18,
44205,Oita-ken Saiki-shi,,"72,211",,"23,900",,7.90,
44206,Oita-ken Usuki-shi,,"38,748",,"13,384",,3.77,
44207,Oita-ken Tsukumi-shi,,"17,969",,"7,885",,2.93,
44208,Oita-ken Taketa-shi,,"22,332",,-,,-,
44209,Oita-ken Bungotakada-shi,,"22,853",,-,,-,
44210,Oita-ken Kitsuki-shi,,"30,185",,-,,-,
44211,Oita-ken Usa-shi,,"56,258",,-,,-,
44212,Oita-ken Bungoono-shi,,"36,584",,-,,-,
44213,Oita-ken Yufu-shi,,"34,262",,-,,-,
44214,Oita-ken Kunisaki-shi,,"28,647",,-,,-,
44322,Oita-ken Himeshima-mura,,"1,991",,-,,-,
44341,Oita-ken Hiji-machi,,"28,058",,-,,-,
44461,Oita-ken Kokonoe-machi,,"9,645",,-,,-,
44462,Oita-ken Kusu-machi,,"15,823",,-,,-,
45201,Miyazaki-ken Miyazaki-shi,,"401,138",,"278,193",,50.59,
45202,Miyazaki-ken Miyakonojo-shi,,"165,029",,"63,366",,16.77,
45203,Miyazaki-ken Nobeoka-shi,,"125,159",,"82,178",,19.76,
45204,Miyazaki-ken Nichinan-shi,,"54,090",,"12,362",,3.69,
45205,Miyazaki-ken Kobayashi-shi,,"46,221",,"8,043",,3.06,
45206,Miyazaki-ken Hyuga-shi,,"61,761",,"40,308",,9.61,
45207,Miyazaki-ken Kushima-shi,,"18,779",,-,,-,
45208,Miyazaki-ken Saito-shi,,"30,683",,"6,299",,1.84,
45209,Miyazaki-ken Ebino-shi,,"19,538",,-,,-,
45341,Miyazaki-ken Mimata-cho,,"25,404",,-,,-,
45361,Miyazaki-ken Takaharu-cho,,"9,300",,-,,-,
45382,Miyazaki-ken Kunitomi-cho,,"19,606",,-,,-,
45383,Miyazaki-ken Aya-cho,,"7,345",,-,,-,
45401,Miyazaki-ken Takanabe-cho,,"21,025",,"9,567",,3.50,
45402,Miyazaki-ken Shintomi-cho,,"17,373",,-,,-,
45403,Miyazaki-ken Nishimera-son,,"1,089",,-,,-,
45404,Miyazaki-ken Kijo-cho,,"5,231",,-,,-,
45405,Miyazaki-ken Kawaminami-cho,,"16,109",,-,,-,
45406,Miyazaki-ken Tsuno-cho,,"10,391",,-,,-,
45421,Miyazaki-ken Kadogawa-cho,,"18,183",,"8,771",,2.04,
45429,Miyazaki-ken Morotsuka-son,,"1,739",,-,,-,
45430,Miyazaki-ken Shiiba-son,,"2,808",,-,,-,
45431,Miyazaki-ken Misato-cho,,"5,480",,-,,-,
45441,Miyazaki-ken Takachiho-cho,,"12,755",,-,,-,
45442,Miyazaki-ken Hinokage-cho,,"3,946",,-,,-,
45443,Miyazaki-ken Gokase-cho,,"3,887",,-,,-,
46201,Kagoshima-ken Kagoshima-shi,,"599,814",,"482,548",,74.59,
46203,Kagoshima-ken Kanoya-shi,,"103,608",,"29,902",,11.25,
46204,Kagoshima-ken Makurazaki-shi,,"22,046",,"9,487",,3.30,
46206,Kagoshima-ken Akune-shi,,"21,198",,-,,-,
46208,Kagoshima-ken Izumi-shi,,"53,758",,-,,-,
46210,Kagoshima-ken Ibusuki-shi,,"41,831",,"6,544",,1.85,
46213,Kagoshima-ken Nishinoomote-shi,,"15,967",,-,,-,
46214,Kagoshima-ken Tarumizu-shi,,"15,520",,-,,-,
46215,Kagoshima-ken Satsumasendai-shi,,"96,076",,"19,663",,5.98,
46216,Kagoshima-ken Hioki-shi,,"49,249",,-,,-,
46217,Kagoshima-ken So-shi,,"36,557",,-,,-,
46218,Kagoshima-ken Kirishima-shi,,"125,857",,"49,115",,11.37,
46219,Kagoshima-ken Ichikikushikino-shi,,"29,282",,"11,604",,3.23,
46220,Kagoshima-ken Minamisatsuma-shi,,"35,439",,-,,-,
46221,Kagoshima-ken Shibushi-shi,,"31,479",,-,,-,
46222,Kagoshima-ken Amami-shi,,"43,156",,"17,064",,2.52,
46223,Kagoshima-ken Minamikyusyu-shi,,"36,352",,-,,-,
46224,Kagoshima-ken Isa-shi,,"26,810",,-,,-,
46225,Kagoshima-ken Aira-shi,,"75,173",,"36,756",,9.52,
46303,Kagoshima-ken Mishima-mura,,407,,-,,-,
46304,Kagoshima-ken Toshima-mura,,756,,-,,-,
46392,Kagoshima-ken Satsuma-cho,,"22,400",,-,,-,
46404,Kagoshima-ken Nagashima-cho,,"10,431",,-,,-,
46452,Kagoshima-ken Yusui-cho,,"10,327",,-,,-,
46468,Kagoshima-ken Osaki-cho,,"13,241",,-,,-,
46482,Kagoshima-ken Higashikushira-cho,,"6,530",,-,,-,
46490,Kagoshima-ken Kinko-cho,,"7,923",,-,,-,
46491,Kagoshima-ken Minamiosumi-cho,,"7,542",,-,,-,
46492,Kagoshima-ken Kimotsuki-cho,,"15,664",,-,,-,
46501,Kagoshima-ken Nakatane-cho,,"8,135",,-,,-,
46502,Kagoshima-ken Minamitane-cho,,"5,745",,-,,-,
46505,Kagoshima-ken Yakushima-cho,,"12,913",,-,,-,
46523,Kagoshima-ken Yamato-son,,"1,530",,-,,-,
46524,Kagoshima-ken Uken-son,,"1,722",,-,,-,
46525,Kagoshima-ken Setouchi-cho,,"9,042",,-,,-,
46527,Kagoshima-ken Tatsugo-cho,,"5,806",,-,,-,
46529,Kagoshima-ken Kikai-cho,,"7,212",,-,,-,
46530,Kagoshima-ken Tokunoshima-cho,,"11,160",,-,,-,
46531,Kagoshima-ken Amagi-cho,,"5,975",,-,,-,
46532,Kagoshima-ken Isen-cho,,"6,362",,-,,-,
46533,Kagoshima-ken Wadomari-cho,,"6,783",,-,,-,
46534,Kagoshima-ken China-cho,,"6,213",,-,,-,
46535,Kagoshima-ken Yoron-cho,,"5,186",,-,,-,
47201,Okinawa-ken Naha-shi,,"319,435",,"318,151",,38.40,
47205,Okinawa-ken Ginowan-shi,,"96,243",,"95,504",,12.69,
47207,Okinawa-ken Ishigaki-shi,,"47,564",,"31,425",,5.15,
47208,Okinawa-ken Urasoe-shi,,"114,232",,"111,169",,12.47,
47209,Okinawa-ken Nago-shi,,"61,674",,"25,270",,4.60,
47210,Okinawa-ken Itoman-shi,,"58,547",,"33,830",,6.39,
47211,Okinawa-ken Okinawa-shi,,"139,279",,"122,197",,16.80,
47212,Okinawa-ken Tomigusuku-shi,,"61,119",,"39,139",,4.57,
47213,Okinawa-ken Uruma-shi,,"118,898",,"59,166",,10.24,
47214,Okinawa-ken Miyakojima-shi,,"51,186",,"17,314",,3.63,
47215,Okinawa-ken Nanjo-shi,,"42,016",,-,,-,
47301,Okinawa-ken Kunigami-son,,"4,908",,-,,-,
47302,Okinawa-ken Ogimi-son,,"3,060",,-,,-,
47303,Okinawa-ken Higashi-son,,"1,720",,-,,-,
47306,Okinawa-ken Nakijin-son,,"9,531",,-,,-,
47308,Okinawa-ken Motobu-cho,,"13,536",,-,,-,
47311,Okinawa-ken Onna-son,,"10,652",,-,,-,
47313,Okinawa-ken Ginoza-son,,"5,597",,-,,-,
47314,Okinawa-ken Kin-cho,,"11,232",,"5,256",,1.21,
47315,Okinawa-ken Ie-son,,"4,260",,-,,-,
47324,Okinawa-ken Yomitan-son,,"39,504",,"17,463",,3.25,
47325,Okinawa-ken Kadena-cho,,"13,685",,"13,126",,1.85,
47326,Okinawa-ken Chatan-cho,,"28,308",,"20,977",,3.31,
47327,Okinawa-ken Kitanakagusuku-son,,"16,148",,-,,-,
47328,Okinawa-ken Nakagusuku-son,,"19,454",,-,,-,
47329,Okinawa-ken Nishihara-cho,,"34,508",,"10,405",,1.66,
47348,Okinawa-ken Yonabaru-cho,,"18,410",,"15,368",,2.77,
47350,Okinawa-ken Haebaru-cho,,"37,502",,"27,800",,4.21,
47353,Okinawa-ken Tokashiki-son,,730,,-,,-,
47354,Okinawa-ken Zamami-son,,870,,-,,-,
47355,Okinawa-ken Aguni-son,,759,,-,,-,
47356,Okinawa-ken Tonaki-son,,430,,-,,-,
47357,Okinawa-ken Minamidaito-son,,"1,329",,-,,-,
47358,Okinawa-ken Kitadaito-son,,629,,-,,-,
47359,Okinawa-ken Iheya-son,,"1,238",,-,,-,
47360,Okinawa-ken Izena-son,,"1,517",,-,,-,
47361,Okinawa-ken Kumejima-cho,,"7,755",,-,,-,
47362,Okinawa-ken Yaese-cho,,"29,066",,"8,212",,0.99,
47375,Okinawa-ken Tarama-son,,"1,194",,-,,-,
47381,Okinawa-ken Taketomi-cho,,"3,998",,-,,-,
47382,Okinawa-ken Yonaguni-cho,,"1,843",,-,,-,
