"","combine","coefficient","se","t","number"
"571","win7_childcare_close+win7_restaurant_close+win7_bar_close+win7_entertainment_close+win7_sports_outdoor_close",-0.655565578658739,0.208209311469114,-3.14858914826192,5
"572","win7_school_close+win7_childcare_close+win7_restaurant_close+win7_bar_close+win7_entertainment_close+win7_sports_outdoor_close",-0.723536498289255,0.294255483648063,-2.45887175769551,6
"573","win7_shop_close+win7_restaurant_close+win7_bar_close+win7_entertainment_close+win7_sports_outdoor_close",-0.417412598795832,0.21120275864169,-1.97635959624931,5
"574","win7_school_close+win7_shop_close+win7_restaurant_close+win7_bar_close+win7_entertainment_close+win7_sports_outdoor_close",-0.485383518426348,0.308870751637368,-1.57147776490089,6
"575","win7_childcare_close+win7_shop_close+win7_restaurant_close+win7_bar_close+win7_entertainment_close+win7_sports_outdoor_close",-0.542295581687912,0.215579367508413,-2.51552636022439,6
"576","win7_school_close+win7_childcare_close+win7_shop_close+win7_restaurant_close+win7_bar_close+win7_entertainment_close+win7_sports_outdoor_close",-0.610266501318429,0.297890699514844,-2.04862556069166,7
"577","win7_cultural_close+win7_sports_outdoor_close",-0.0025670412253283,0.136504848088345,-0.0188054949056969,2
"578","win7_school_close+win7_cultural_close+win7_sports_outdoor_close",-0.0705379608558447,0.257934727245264,-0.273472136184174,3
"579","win7_childcare_close+win7_cultural_close+win7_sports_outdoor_close",-0.127450024117409,0.143532957503518,-0.887949543673862,3
"580","win7_school_close+win7_childcare_close+win7_cultural_close+win7_sports_outdoor_close",-0.195420943747925,0.244884317709642,-0.798013305121623,4
"581","win7_shop_close+win7_cultural_close+win7_sports_outdoor_close",0.110702955745498,0.152189441738046,0.727402338041586,3
"582","win7_school_close+win7_shop_close+win7_cultural_close+win7_sports_outdoor_close",0.0427320361149818,0.264740644842472,0.161410939149175,4
"583","win7_childcare_close+win7_shop_close+win7_cultural_close+win7_sports_outdoor_close",-0.0141800271465822,0.160107700932736,-0.0885655534616634,4
"584","win7_school_close+win7_childcare_close+win7_shop_close+win7_cultural_close+win7_sports_outdoor_close",-0.0821509467770987,0.253042146600087,-0.324653216394546,5
"585","win7_restaurant_close+win7_cultural_close+win7_sports_outdoor_close",0.0701221880473466,0.156170532449991,0.449010366727163,3
"586","win7_school_close+win7_restaurant_close+win7_cultural_close+win7_sports_outdoor_close",0.00215126841683018,0.272773990829026,0.0078866332170892,4
"587","win7_childcare_close+win7_restaurant_close+win7_cultural_close+win7_sports_outdoor_close",-0.0547607948447338,0.165436101118629,-0.331008736753695,4
"588","win7_school_close+win7_childcare_close+win7_restaurant_close+win7_cultural_close+win7_sports_outdoor_close",-0.12273171447525,0.262403101398129,-0.467722042236981,5
"589","win7_shop_close+win7_restaurant_close+win7_cultural_close+win7_sports_outdoor_close",0.183392185018173,0.165741784490452,1.10649336606327,4
"590","win7_school_close+win7_shop_close+win7_restaurant_close+win7_cultural_close+win7_sports_outdoor_close",0.115421265387657,0.276615232553746,0.41726286843307,5
"591","win7_childcare_close+win7_shop_close+win7_restaurant_close+win7_cultural_close+win7_sports_outdoor_close",0.0585092021260926,0.175940105879936,0.332551818321743,5
"592","win7_school_close+win7_childcare_close+win7_shop_close+win7_restaurant_close+win7_cultural_close+win7_sports_outdoor_close",-0.00946171750442376,0.267339555275065,-0.0353921345260286,6
"593","win7_bar_close+win7_cultural_close+win7_sports_outdoor_close",0.212422777577661,0.179219433224476,1.18526642873375,3
"594","win7_school_close+win7_bar_close+win7_cultural_close+win7_sports_outdoor_close",0.144451857947144,0.283563803914649,0.509415715098191,4
"595","win7_childcare_close+win7_bar_close+win7_cultural_close+win7_sports_outdoor_close",0.0875397946855803,0.181314569442337,0.482806180191825,4
"596","win7_school_close+win7_childcare_close+win7_bar_close+win7_cultural_close+win7_sports_outdoor_close",0.0195688750550639,0.269506341187451,0.0726100728051256,5
"597","win7_shop_close+win7_bar_close+win7_cultural_close+win7_sports_outdoor_close",0.325692774548487,0.191626808454555,1.69962009582666,4
"598","win7_school_close+win7_shop_close+win7_bar_close+win7_cultural_close+win7_sports_outdoor_close",0.257721854917971,0.289894622667143,0.889019094410339,5
"599","win7_childcare_close+win7_shop_close+win7_bar_close+win7_cultural_close+win7_sports_outdoor_close",0.200809791656407,0.194886928624217,1.03039127905602,5
"600","win7_school_close+win7_childcare_close+win7_shop_close+win7_bar_close+win7_cultural_close+win7_sports_outdoor_close",0.13283887202589,0.277071908869107,0.479438253297073,6
"601","win7_restaurant_close+win7_bar_close+win7_cultural_close+win7_sports_outdoor_close",0.285112006850336,0.189875608709829,1.50157257579118,4
"602","win7_school_close+win7_restaurant_close+win7_bar_close+win7_cultural_close+win7_sports_outdoor_close",0.217141087219819,0.294042917492982,0.738467326712612,5
"603","win7_childcare_close+win7_restaurant_close+win7_bar_close+win7_cultural_close+win7_sports_outdoor_close",0.160229023958255,0.194473254303055,0.82391290531172,5
"604","win7_school_close+win7_childcare_close+win7_restaurant_close+win7_bar_close+win7_cultural_close+win7_sports_outdoor_close",0.0922581043277388,0.282308707600422,0.32679864929395,6
"605","win7_shop_close+win7_restaurant_close+win7_bar_close+win7_cultural_close+win7_sports_outdoor_close",0.398382003821162,0.198007642659455,2.01195266238446,5
"606","win7_school_close+win7_shop_close+win7_restaurant_close+win7_bar_close+win7_cultural_close+win7_sports_outdoor_close",0.330411084190646,0.297732682089176,1.10975752434085,6
"607","win7_childcare_close+win7_shop_close+win7_restaurant_close+win7_bar_close+win7_cultural_close+win7_sports_outdoor_close",0.273499020929082,0.203663545562752,1.34289629581653,6
"608","win7_school_close+win7_childcare_close+win7_shop_close+win7_restaurant_close+win7_bar_close+win7_cultural_close+win7_sports_outdoor_close",0.205528101298565,0.287030368474478,0.716050020737929,7
"609","win7_entertainment_close+win7_cultural_close+win7_sports_outdoor_close",-0.754983742227731,0.158647193146907,-4.7588849651353,3
"610","win7_school_close+win7_entertainment_close+win7_cultural_close+win7_sports_outdoor_close",-0.822954661858248,0.276719210763297,-2.97397011067004,4
"611","win7_childcare_close+win7_entertainment_close+win7_cultural_close+win7_sports_outdoor_close",-0.879866725119811,0.16041435264785,-5.48496260213912,4
"612","win7_school_close+win7_childcare_close+win7_entertainment_close+win7_cultural_close+win7_sports_outdoor_close",-0.947837644750328,0.261929806342161,-3.61867042925294,5
"613","win7_shop_close+win7_entertainment_close+win7_cultural_close+win7_sports_outdoor_close",-0.641713745256905,0.170182744408351,-3.77073332251078,4
"614","win7_school_close+win7_shop_close+win7_entertainment_close+win7_cultural_close+win7_sports_outdoor_close",-0.709684664887421,0.281772938895898,-2.51864024866354,5
"615","win7_childcare_close+win7_shop_close+win7_entertainment_close+win7_cultural_close+win7_sports_outdoor_close",-0.766596728148985,0.173293717484907,-4.423684477862,5
"616","win7_school_close+win7_childcare_close+win7_shop_close+win7_entertainment_close+win7_cultural_close+win7_sports_outdoor_close",-0.834567647779501,0.268205899119232,-3.1116677542148,6
"617","win7_restaurant_close+win7_entertainment_close+win7_cultural_close+win7_sports_outdoor_close",-0.682294512955056,0.180284597148965,-3.78454135153482,4
"618","win7_school_close+win7_restaurant_close+win7_entertainment_close+win7_cultural_close+win7_sports_outdoor_close",-0.750265432585573,0.293303239976731,-2.5579854918926,5
"619","win7_childcare_close+win7_restaurant_close+win7_entertainment_close+win7_cultural_close+win7_sports_outdoor_close",-0.807177495847137,0.184602547709224,-4.37251547101375,5
"620","win7_school_close+win7_childcare_close+win7_restaurant_close+win7_entertainment_close+win7_cultural_close+win7_sports_outdoor_close",-0.875148415477653,0.281197838603647,-3.11221601070408,6
"621","win7_shop_close+win7_restaurant_close+win7_entertainment_close+win7_cultural_close+win7_sports_outdoor_close",-0.56902451598423,0.186678391533624,-3.04815416133334,5
"622","win7_school_close+win7_shop_close+win7_restaurant_close+win7_entertainment_close+win7_cultural_close+win7_sports_outdoor_close",-0.636995435614746,0.295638815727684,-2.15464073635544,6
