CBSA_code,MSA,Median,Under18,y18to24,y25to34,y35to44,y45to54,y55to64,y65to74,y75,,,,,,,,,
21420,"Enid, OK",37.4,"14,948 ","5,455 ","8,286 ","6,808 ","8,633 ","7,154 ","4,687 ","4,609 ",,,,,,,,,
21460,"Enterprise-Ozark, AL",36.9,"24,561 ","9,032 ","14,154 ","12,751 ","13,785 ","11,947 ","7,942 ","6,027 ",,,,,,,,,
21540,"Escanaba, MI",45.6,"7,738 ","2,688 ","3,667 ","4,147 ","5,900 ","5,831 ","3,601 ","3,497 ",,,,,,,,,
21580,"Espanola, NM",39.0,"9,913 ","3,582 ","4,646 ","4,972 ","6,040 ","5,434 ","3,320 ","2,339 ",,,,,,,,,
21640,"Eufaula, AL-GA",39.6,"6,529 ","2,648 ","4,035 ","3,915 ","4,334 ","4,046 ","2,563 ","1,900 ",,,,,,,,,
21700,"Eureka-Arcata-Fortuna, CA",37.1,"27,061 ","16,652 ","19,995 ","15,068 ","18,749 ","19,373 ","9,671 ","8,054 ",,,,,,,,,
21740,"Evanston, WY",33.9,"6,371 ","1,607 ","2,894 ","2,613 ","3,195 ","2,564 ","1,122 ",752 ,,,,,,,,,
21860,"Fairmont, MN",45.5,"4,632 ","1,365 ","2,128 ","2,167 ","3,275 ","2,956 ","1,915 ","2,402 ",,,,,,,,,
21900,"Fairmont, WV",41.0,"11,205 ","5,721 ","6,979 ","7,204 ","7,893 ","7,875 ","5,020 ","4,521 ",,,,,,,,,
21980,"Fallon, NV",39.0,"6,274 ","2,073 ","3,014 ","2,939 ","3,566 ","3,230 ","2,247 ","1,534 ",,,,,,,,,
22060,"Faribault-Northfield, MN",35.0,"15,163 ","9,254 ","7,653 ","8,019 ","9,265 ","6,907 ","4,146 ","3,735 ",,,,,,,,,
22100,"Farmington, MO",38.2,"14,408 ","6,143 ","9,353 ","8,647 ","9,966 ","7,488 ","5,131 ","4,223 ",,,,,,,,,
22260,"Fergus Falls, MN",46.3,"12,457 ","3,764 ","5,646 ","5,801 ","9,093 ","8,510 ","6,156 ","5,876 ",,,,,,,,,
22280,"Fernley, NV",40.9,"12,928 ","3,532 ","5,728 ","6,477 ","7,716 ","7,384 ","5,314 ","2,901 ",,,,,,,,,
22300,"Findlay, OH",38.5,"17,628 ","7,687 ","9,048 ","9,216 ","11,187 ","9,343 ","5,587 ","5,086 ",,,,,,,,,
22340,"Fitzgerald, GA",37.7,"6,983 ","2,334 ","3,374 ","3,434 ","3,740 ","3,354 ","2,247 ","1,706 ",,,,,,,,,
22580,"Forest City, NC",42.5,"15,224 ","5,151 ","7,008 ","8,914 ","10,080 ","9,707 ","6,663 ","5,063 ",,,,,,,,,
22620,"Forrest City, AR",37.2,"6,677 ","2,390 ","4,191 ","3,852 ","4,237 ","3,464 ","1,981 ","1,466 ",,,,,,,,,
22700,"Fort Dodge, IA",40.0,"8,419 ","4,224 ","4,496 ","3,990 ","5,602 ","4,945 ","2,982 ","3,355 ",,,,,,,,,
22780,"Fort Leonard Wood, MO",26.6,"12,537 ","11,853 ","8,934 ","6,092 ","5,411 ","3,679 ","2,180 ","1,588 ",,,,,,,,,
22800,"Fort Madison-Keokuk, IA-MO",42.5,"9,678 ","3,300 ","4,817 ","5,058 ","6,657 ","6,152 ","3,754 ","3,585 ",,,,,,,,,
22820,"Fort Morgan, CO",36.0,"7,875 ","2,461 ","3,436 ","3,436 ","3,983 ","3,003 ","2,017 ","1,948 ",,,,,,,,,
22840,"Fort Payne, AL",37.5,"18,366 ","5,826 ","9,043 ","9,658 ","9,714 ","8,627 ","5,715 ","4,160 ",,,,,,,,,
22860,"Fort Polk South, LA",29.6,"14,512 ","7,024 ","8,844 ","6,628 ","5,740 ","4,657 ","2,985 ","1,944 ",,,,,,,,,
22980,"Fort Valley, GA",33.3,"6,320 ","4,834 ","3,170 ","3,161 ","3,874 ","3,172 ","1,910 ","1,254 ",,,,,,,,,
23140,"Frankfort, IN",37.5,"8,849 ","2,772 ","3,967 ","4,151 ","4,792 ","3,917 ","2,386 ","2,390 ",,,,,,,,,
23180,"Frankfort, KY",39.3,"16,111 ","6,329 ","8,787 ","9,737 ","10,802 ","9,479 ","5,378 ","4,083 ",,,,,,,,,
23240,"Fredericksburg, TX",49.6,"5,041 ","1,399 ","2,047 ","2,425 ","3,458 ","3,881 ","3,285 ","3,301 ",,,,,,,,,
23300,"Freeport, IL",43.1,"10,811 ","3,748 ","4,857 ","5,591 ","7,338 ","6,408 ","4,471 ","4,487 ",,,,,,,,,
23340,"Fremont, NE",40.3,"8,768 ","3,102 ","4,335 ","4,128 ","5,175 ","4,443 ","3,116 ","3,624 ",,,,,,,,,
23380,"Fremont, OH",40.4,"14,868 ","4,656 ","6,933 ","7,627 ","9,532 ","8,013 ","4,856 ","4,459 ",,,,,,,,,
23500,"Gaffney, SC",38.3,"13,654 ","5,230 ","6,366 ","7,712 ","7,876 ","7,062 ","4,341 ","3,101 ",,,,,,,,,
23620,"Gainesville, TX",39.4,"9,831 ","3,345 ","4,210 ","4,407 ","5,482 ","5,062 ","3,390 ","2,710 ",,,,,,,,,
23660,"Galesburg, IL",41.4,"14,799 ","7,406 ","7,998 ","8,070 ","9,973 ","9,602 ","6,456 ","6,322 ",,,,,,,,,
23700,"Gallup, NM",30.7,"22,373 ","8,199 ","8,843 ","8,516 ","9,599 ","7,149 ","3,963 ","2,850 ",,,,,,,,,
23780,"Garden City, KS",30.2,"11,776 ","3,998 ","4,887 ","4,596 ","4,968 ","3,462 ","1,710 ","1,379 ",,,,,,,,,
23820,"Gardnerville Ranchos, NV",47.4,"9,485 ","2,984 ","4,242 ","5,093 ","7,715 ","7,999 ","5,635 ","3,844 ",,,,,,,,,
23860,"Georgetown, SC",45.4,"13,020 ","4,152 ","5,829 ","6,771 ","8,554 ","9,912 ","7,337 ","4,583 ",,,,,,,,,
23900,"Gettysburg, PA",41.3,"22,438 ","9,859 ","10,440 ","13,367 ","15,828 ","13,521 ","8,534 ","7,420 ",,,,,,,,,
23940,"Gillette, WY",31.9,"12,982 ","4,518 ","7,679 ","5,965 ","7,464 ","4,909 ","1,621 ",995 ,,,,,,,,,
23980,"Glasgow, KY",39.9,"12,635 ","4,075 ","6,128 ","6,882 ","7,859 ","6,549 ","4,472 ","3,672 ",,,,,,,,,
24100,"Gloversville, NY",41.8,"12,326 ","4,391 ","6,298 ","7,278 ","8,824 ","7,513 ","4,621 ","4,280 ",,,,,,,,,
24180,"Granbury, TX",45.1,"13,148 ","3,990 ","5,972 ","6,633 ","8,846 ","8,933 ","7,094 ","5,056 ",,,,,,,,,
24260,"Grand Island, NE",37.1,"19,465 ","5,784 ","9,254 ","8,995 ","10,245 ","8,542 ","5,137 ","5,304 ",,,,,,,,,
24380,"Grants, NM",36.6,"6,834 ","2,550 ","3,694 ","3,449 ","3,976 ","3,224 ","2,027 ","1,459 ",,,,,,,,,
24420,"Grants Pass, OR",47.3,"16,883 ","5,761 ","7,852 ","8,493 ","11,839 ","13,447 ","9,895 ","8,543 ",,,,,,,,,
24460,"Great Bend, KS",39.7,"6,784 ","2,508 ","3,248 ","2,844 ","4,186 ","3,416 ","2,149 ","2,539 ",,,,,,,,,
24620,"Greeneville, TN",42.6,"14,583 ","5,578 ","7,279 ","9,219 ","10,357 ","9,809 ","7,131 ","4,875 ",,,,,,,,,
24700,"Greensburg, IN",38.7,"6,560 ","1,984 ","3,119 ","3,322 ","3,927 ","3,111 ","1,978 ","1,739 ",,,,,,,,,
24740,"Greenville, MS",35.3,"14,337 ","4,842 ","6,229 ","5,867 ","7,193 ","6,374 ","3,489 ","2,806 ",,,,,,,,,
24820,"Greenville, OH",40.8,"13,213 ","3,937 ","5,678 ","6,536 ","7,937 ","6,729 ","4,703 ","4,226 ",,,,,,,,,
24900,"Greenwood, MS",35.3,"11,034 ","4,635 ","5,647 ","4,956 ","5,934 ","5,043 ","3,078 ","2,587 ",,,,,,,,,
24940,"Greenwood, SC",37.9,"16,507 ","7,487 ","8,470 ","8,807 ","9,407 ","8,439 ","5,546 ","4,998 ",,,,,,,,,
24980,"Grenada, MS",39.4,"5,391 ","1,903 ","2,491 ","2,847 ","3,175 ","2,822 ","1,828 ","1,449 ",,,,,,,,,
25100,"Guymon, OK",31.3,"5,940 ","2,490 ","2,941 ","2,566 ","2,554 ","2,034 ","1,150 ",965 ,,,,,,,,,
25220,"Hammond, LA",33.6,"30,420 ","15,516 ","16,612 ","14,183 ","16,440 ","14,123 ","8,108 ","5,695 ",,,,,,,,,
25300,"Hannibal, MO",40.2,"9,266 ","3,269 ","4,604 ","4,625 ","5,847 ","5,154 ","3,241 ","2,942 ",,,,,,,,,
25340,"Harriman, TN",44.9,"11,285 ","3,760 ","5,261 ","6,857 ","8,479 ","8,484 ","5,655 ","4,400 ",,,,,,,,,
25380,"Harrisburg, IL",41.7,"5,704 ","2,076 ","2,736 ","2,957 ","3,550 ","3,305 ","2,431 ","2,154 ",,,,,,,,,
25460,"Harrison, AR",42.3,"10,321 ","3,435 ","4,954 ","5,437 ","6,488 ","6,224 ","4,712 ","3,662 ",,,,,,,,,
25580,"Hastings, NE",38.8,"9,167 ","4,212 ","4,146 ","4,124 ","5,501 ","4,750 ","2,836 ","3,170 ",,,,,,,,,
25660,"Havre, MT",35.1,"4,310 ","1,729 ","1,993 ","1,700 ","2,303 ","2,023 ","1,044 ",994 ,,,,,,,,,
25700,"Hays, KS",32.2,"5,981 ","5,235 ","3,885 ","2,790 ","3,603 ","3,129 ","1,719 ","2,110 ",,,,,,,,,
25720,"Heber, UT",31.6,"7,980 ","1,792 ","3,301 ","3,301 ","2,911 ","2,228 ","1,240 ",777 ,,,,,,,,,
25740,"Helena, MT",41.8,"17,007 ","6,174 ","8,447 ","8,765 ","12,331 ","11,715 ","5,997 ","4,365 ",,,,,,,,,
25760,"Helena-West Helena, AR",36.9,"6,113 ","1,956 ","2,423 ","2,231 ","3,085 ","2,695 ","1,834 ","1,420 ",,,,,,,,,
25780,"Henderson, NC",38.6,"11,541 ","4,191 ","5,030 ","5,890 ","6,430 ","5,919 ","3,593 ","2,828 ",,,,,,,,,
25820,"Hereford, TX",31.0,"6,241 ","1,853 ","2,583 ","2,288 ","2,313 ","1,870 ","1,154 ","1,070 ",,,,,,,,,
25900,"Hilo, HI",40.9,"42,280 ","15,486 ","22,225 ","21,382 ","27,523 ","29,349 ","15,008 ","11,826 ",,,,,,,,,
25940,"Hilton Head Island-Beaufort, SC",39.7,"40,489 ","19,138 ","23,822 ","20,751 ","22,122 ","24,887 ","21,808 ","13,993 ",,,,,,,,,
26020,"Hobbs, NM",31.9,"19,028 ","6,563 ","9,466 ","7,786 ","8,454 ","6,439 ","3,781 ","3,210 ",,,,,,,,,
26140,"Homosassa Springs, FL",54.0,"22,394 ","8,021 ","9,865 ","13,079 ","19,335 ","23,501 ","24,597 ","20,444 ",,,,,,,,,
26220,"Hood River, OR",38.0,"5,807 ","1,714 ","2,772 ","3,112 ","3,434 ","2,700 ","1,383 ","1,424 ",,,,,,,,,
26260,"Hope, AR",38.9,"8,009 ","2,625 ","3,783 ","3,679 ","4,566 ","3,960 ","2,797 ","2,187 ",,,,,,,,,
26340,"Houghton, MI",34.3,"7,947 ","7,643 ","4,046 ","3,730 ","4,760 ","4,664 ","3,220 ","2,774 ",,,,,,,,,
26460,"Hudson, NY",45.3,"12,807 ","4,686 ","5,917 ","7,790 ","10,600 ","9,833 ","6,199 ","5,264 ",,,,,,,,,
26480,"Humboldt, TN",39.9,"12,399 ","3,668 ","5,709 ","6,274 ","7,277 ","6,169 ","4,225 ","3,962 ",,,,,,,,,
26500,"Huntingdon, PA",41.2,"9,244 ","4,455 ","5,474 ","6,156 ","6,919 ","6,207 ","4,106 ","3,352 ",,,,,,,,,
26540,"Huntington, IN",39.0,"8,795 ","3,716 ","4,259 ","4,555 ","5,779 ","4,554 ","2,901 ","2,565 ",,,,,,,,,
26660,"Huntsville, TX",34.5,"11,318 ","13,508 ","9,586 ","9,266 ","10,004 ","7,199 ","4,103 ","2,877 ",,,,,,,,,
26700,"Huron, SD",41.2,"4,219 ","1,392 ","2,013 ","1,813 ","2,705 ","2,250 ","1,349 ","1,657 ",,,,,,,,,
26740,"Hutchinson, KS",39.9,"15,236 ","5,888 ","7,719 ","7,100 ","9,349 ","8,225 ","5,283 ","5,711 ",,,,,,,,,
26780,"Hutchinson, MN",39.1,"9,265 ","2,708 ","4,471 ","4,804 ","5,506 ","4,294 ","2,816 ","2,787 ",,,,,,,,,
26860,"Indiana, PA",38.3,"16,846 ","15,519 ","9,272 ","9,619 ","12,290 ","11,390 ","7,168 ","6,776 ",,,,,,,,,
26940,"Indianola, MS",33.5,"7,147 ","3,442 ","4,737 ","3,805 ","4,133 ","3,191 ","1,655 ","1,340 ",,,,,,,,,
27020,"Iron Mountain, MI-WI",46.1,"6,383 ","1,989 ","2,849 ","3,576 ","5,368 ","4,528 ","2,917 ","2,981 ",,,,,,,,,
27220,"Jackson, WY-ID",35.5,"7,099 ","2,367 ","5,971 ","5,055 ","4,444 ","3,766 ","1,743 ","1,019 ",,,,,,,,,
27300,"Jacksonville, IL",41.0,"8,859 ","4,015 ","4,790 ","4,733 ","6,302 ","5,302 ","3,576 ","3,325 ",,,,,,,,,
27380,"Jacksonville, TX",37.4,"13,173 ","4,756 ","5,989 ","6,180 ","6,862 ","6,277 ","4,212 ","3,396 ",,,,,,,,,
27420,"Jamestown, ND",42.0,"4,331 ","2,127 ","2,463 ","2,353 ","3,317 ","2,891 ","1,603 ","2,015 ",,,,,,,,,
27460,"Jamestown-Dunkirk-Fredonia, NY",40.9,"29,446 ","15,268 ","13,985 ","15,494 ","20,359 ","17,972 ","11,125 ","11,256 ",,,,,,,,,
27540,"Jasper, IN",40.6,"13,549 ","3,848 ","6,269 ","7,028 ","8,847 ","6,939 ","4,402 ","3,852 ",,,,,,,,,
27660,"Jennings, LA",37.7,"8,398 ","2,672 ","3,806 ","3,769 ","4,694 ","3,670 ","2,451 ","2,134 ",,,,,,,,,
27700,"Jesup, GA",37.6,"7,461 ","2,534 ","3,963 ","4,353 ","4,320 ","3,606 ","2,264 ","1,598 ",,,,,,,,,
27940,"Juneau, AK",38.1,"7,336 ","2,775 ","4,327 ","4,326 ","5,441 ","4,435 ","1,722 ",913 ,,,,,,,,,
27980,"Kahului-Wailuku, HI",39.6,"35,815 ","11,640 ","20,511 ","21,309 ","24,262 ","21,494 ","11,234 ","8,569 ",,,,,,,,,
28060,"Kalispell, MT",41.2,"21,254 ","6,723 ","10,839 ","10,903 ","14,430 ","13,676 ","7,476 ","5,627 ",,,,,,,,,
28180,"Kapaa, HI",41.3,"15,223 ","4,910 ","8,141 ","8,372 ","10,239 ","10,221 ","5,347 ","4,638 ",,,,,,,,,
28260,"Kearney, NE",33.3,"12,641 ","7,673 ","7,020 ","5,780 ","6,877 ","5,835 ","3,320 ","3,445 ",,,,,,,,,
28300,"Keene, NH",40.7,"15,112 ","10,664 ","7,872 ","9,224 ","12,040 ","10,863 ","6,086 ","5,256 ",,,,,,,,,
28340,"Kendallville, IN",37.1,"12,850 ","3,947 ","5,723 ","6,214 ","7,061 ","5,800 ","3,204 ","2,737 ",,,,,,,,,
28380,"Kennett, MO",39.3,"8,084 ","2,628 ","3,610 ","3,916 ","4,424 ","4,023 ","2,936 ","2,332 ",,,,,,,,,
28500,"Kerrville, TX",47.3,"10,014 ","3,929 ","4,524 ","4,894 ","6,807 ","7,143 ","6,215 ","6,099 ",,,,,,,,,
28540,"Ketchikan, AK",38.4,"3,227 ","1,170 ","1,817 ","1,699 ","2,299 ","1,898 ",837 ,530 ,,,,,,,,,
28580,"Key West, FL",46.4,"11,001 ","5,001 ","8,885 ","9,887 ","12,876 ","12,971 ","7,696 ","4,773 ",,,,,,,,,
28620,"Kill Devil Hills, NC",43.6,"6,792 ","2,196 ","4,078 ","4,545 ","5,796 ","5,346 ","3,171 ","1,996 ",,,,,,,,,
28780,"Kingsville, TX",29.1,"8,152 ","5,853 ","4,398 ","3,489 ","3,660 ","3,185 ","2,121 ","1,619 ",,,,,,,,,
28820,"Kinston, NC",41.0,"14,332 ","4,758 ","6,533 ","7,006 ","9,142 ","8,210 ","5,176 ","4,338 ",,,,,,,,,
28860,"Kirksville, MO",30.4,"6,112 ","7,133 ","2,950 ","2,979 ","3,637 ","3,147 ","2,188 ","1,892 ",,,,,,,,,
28900,"Klamath Falls, OR",41.7,"14,803 ","6,216 ","7,074 ","7,622 ","9,324 ","9,990 ","6,420 ","4,931 ",,,,,,,,,
28980,"Kodiak, AK",32.5,"3,894 ","1,325 ","2,023 ","1,790 ","2,130 ","1,515 ",641 ,274 ,,,,,,,,,
29060,"Laconia, NH",44.7,"12,481 ","4,007 ","6,189 ","7,663 ","10,149 ","9,542 ","5,457 ","4,600 ",,,,,,,,,
29220,"La Follette, TN",41.7,"8,949 ","3,119 ","4,517 ","5,613 ","5,835 ","5,672 ","4,216 ","2,795 ",,,,,,,,,
29260,"La Grande, OR",40.0,"5,797 ","2,849 ","2,963 ","2,580 ","3,498 ","3,753 ","2,261 ","2,047 ",,,,,,,,,
29300,"LaGrange, GA",36.3,"17,802 ","6,395 ","8,213 ","8,867 ","9,550 ","7,914 ","4,519 ","3,784 ",,,,,,,,,
29380,"Lake City, FL",39.9,"15,193 ","6,639 ","8,200 ","8,075 ","10,210 ","8,824 ","6,043 ","4,347 ",,,,,,,,,
29500,"Lamesa, TX",33.4,"3,422 ","1,415 ","2,347 ","1,634 ","1,727 ","1,355 ",983 ,950 ,,,,,,,,,
29580,"Lancaster, SC",39.7,"17,831 ","5,967 ","9,431 ","10,799 ","10,641 ","10,246 ","7,218 ","4,519 ",,,,,,,,,
29660,"Laramie, WY",26.8,"6,037 ","10,480 ","5,971 ","3,329 ","3,718 ","3,598 ","1,794 ","1,372 ",,,,,,,,,
29780,"Las Vegas, NM",40.7,"6,462 ","3,186 ","3,192 ","3,241 ","4,581 ","4,262 ","2,732 ","1,737 ",,,,,,,,,
29860,"Laurel, MS",37.6,"21,471 ","8,098 ","10,390 ","10,238 ","11,802 ","10,341 ","6,894 ","5,589 ",,,,,,,,,
29900,"Laurinburg, NC",38.4,"9,073 ","3,315 ","4,124 ","4,589 ","5,219 ","4,923 ","2,822 ","2,092 ",,,,,,,,,
29980,"Lawrenceburg, TN",39.7,"10,529 ","3,354 ","4,623 ","5,487 ","5,946 ","5,192 ","3,767 ","2,971 ",,,,,,,,,
30060,"Lebanon, MO",39.3,"8,907 ","2,857 ","4,239 ","4,359 ","5,302 ","4,351 ","3,188 ","2,368 ",,,,,,,,,
30100,"Lebanon, NH-VT",43.3,"33,682 ","18,721 ","18,517 ","20,409 ","28,711 ","26,506 ","15,398 ","12,780 ",,,,,,,,,
30220,"Levelland, TX",33.6,"6,227 ","2,789 ","2,793 ","2,461 ","3,191 ","2,547 ","1,641 ","1,286 ",,,,,,,,,
30260,"Lewisburg, PA",38.5,"8,310 ","6,273 ","5,757 ","6,440 ","6,444 ","5,069 ","3,303 ","3,351 ",,,,,,,,,
30280,"Lewisburg, TN",38.9,"7,550 ","2,410 ","3,781 ","4,189 ","4,622 ","4,047 ","2,321 ","1,697 ",,,,,,,,,
30380,"Lewistown, PA",42.5,"10,784 ","3,424 ","4,856 ","5,920 ","6,857 ","6,198 ","4,507 ","4,136 ",,,,,,,,,
30420,"Lexington, NE",37.0,"7,407 ","2,085 ","3,074 ","3,235 ","3,591 ","3,174 ","1,902 ","1,902 ",,,,,,,,,
30500,"Lexington Park, MD",36.0,"27,586 ","10,437 ","13,356 ","14,753 ","16,980 ","11,258 ","6,302 ","4,479 ",,,,,,,,,
30580,"Liberal, KS",28.9,"7,335 ","2,750 ","3,302 ","2,996 ","2,723 ","1,898 ","1,030 ",918 ,,,,,,,,,
30660,"Lincoln, IL",39.4,"6,062 ","3,289 ","4,111 ","3,905 ","4,528 ","3,650 ","2,349 ","2,411 ",,,,,,,,,
30740,"Lincolnton, NC",40.4,"18,481 ","5,834 ","8,490 ","11,981 ","12,659 ","10,459 ","6,345 ","4,016 ",,,,,,,,,
30820,"Lock Haven, PA",38.5,"8,117 ","6,008 ","4,016 ","4,426 ","5,462 ","4,859 ","3,288 ","3,062 ",,,,,,,,,
30900,"Logansport, IN",38.7,"10,093 ","3,063 ","4,617 ","4,913 ","5,735 ","4,671 ","3,079 ","2,795 ",,,,,,,,,
30940,"London, KY",38.4,"14,311 ","4,802 ","7,657 ","8,222 ","8,864 ","7,416 ","4,594 ","2,983 ",,,,,,,,,
31060,"Los Alamos, NM",44.3,"4,348 ",758 ,"1,713 ","2,327 ","3,347 ","2,771 ","1,440 ","1,246 ",,,,,,,,,
31260,"Lufkin, TX",36.3,"23,206 ","7,978 ","10,854 ","11,113 ","11,788 ","9,989 ","6,487 ","5,356 ",,,,,,,,,
31300,"Lumberton, NC",34.4,"35,927 ","14,905 ","17,289 ","17,306 ","18,039 ","15,624 ","8,941 ","6,137 ",,,,,,,,,
31380,"Macomb, IL",28.9,"5,243 ","9,356 ","3,532 ","2,800 ","3,567 ","3,470 ","2,215 ","2,429 ",,,,,,,,,
31500,"Madison, IN",39.7,"7,334 ","3,203 ","3,781 ","4,159 ","5,023 ","4,186 ","2,658 ","2,084 ",,,,,,,,,
31580,"Madisonville, KY",40.4,"10,891 ","3,655 ","5,733 ","6,055 ","7,033 ","6,309 ","4,033 ","3,211 ",,,,,,,,,
31620,"Magnolia, AR",37.0,"5,594 ","3,495 ","2,697 ","2,763 ","3,234 ","2,841 ","2,033 ","1,895 ",,,,,,,,,
31660,"Malone, NY",39.3,"10,720 ","5,362 ","7,081 ","6,863 ","8,334 ","6,359 ","3,746 ","3,134 ",,,,,,,,,
31820,"Manitowoc, WI",43.0,"18,210 ","5,985 ","8,884 ","9,963 ","13,589 ","11,097 ","6,794 ","6,920 ",,,,,,,,,
31920,"Marble Falls, TX",43.2,"9,921 ","3,034 ","4,495 ","4,775 ","6,402 ","6,178 ","4,480 ","3,465 ",,,,,,,,,
31940,"Marinette, WI-MI",45.9,"13,609 ","4,747 ","6,426 ","7,233 ","11,014 ","9,908 ","6,749 ","6,092 ",,,,,,,,,
31980,"Marion, IN",39.5,"15,169 ","9,340 ","7,096 ","8,002 ","10,066 ","9,015 ","6,080 ","5,293 ",,,,,,,,,
32020,"Marion, OH",39.9,"14,729 ","5,897 ","8,373 ","8,857 ","10,456 ","8,721 ","5,003 ","4,465 ",,,,,,,,,
32060,"Marion-Herrin, IL",40.1,"14,692 ","5,636 ","8,469 ","8,413 ","9,739 ","8,571 ","5,973 ","4,864 ",,,,,,,,,
32100,"Marquette, MI",39.4,"12,530 ","9,892 ","8,117 ","7,291 ","9,831 ","9,589 ","5,162 ","4,665 ",,,,,,,,,
32140,"Marshall, MN",34.1,"6,265 ","3,470 ","3,415 ","2,840 ","3,591 ","2,757 ","1,605 ","1,914 ",,,,,,,,,
32180,"Marshall, MO",38.2,"5,396 ","2,739 ","2,740 ","2,597 ","3,288 ","2,911 ","1,850 ","1,849 ",,,,,,,,,
32220,"Marshall, TX",37.4,"16,981 ","6,025 ","8,016 ","7,903 ","9,718 ","8,272 ","4,966 ","3,750 ",,,,,,,,,
32260,"Marshalltown, IA",39.6,"10,304 ","3,372 ","4,646 ","4,583 ","5,744 ","5,322 ","3,235 ","3,442 ",,,,,,,,,
32270,"Marshfield-Wisconsin Rapids, WI",42.6,"17,004 ","5,639 ","8,249 ","8,973 ","12,281 ","9,841 ","6,280 ","6,482 ",,,,,,,,,
32280,"Martin, TN",37.0,"7,030 ","6,048 ","3,747 ","3,994 ","4,604 ","4,252 ","2,865 ","2,481 ",,,,,,,,,
32300,"Martinsville, VA",44.5,"14,063 ","4,969 ","6,803 ","8,636 ","10,721 ","9,475 ","7,308 ","5,997 ",,,,,,,,,
32340,"Maryville, MO",28.5,"4,263 ","6,408 ","2,580 ","2,148 ","2,661 ","2,233 ","1,525 ","1,552 ",,,,,,,,,
32380,"Mason City, IA",43.4,"11,248 ","4,195 ","5,732 ","5,695 ","8,268 ","7,302 ","4,408 ","4,901 ",,,,,,,,,
32460,"Mayfield, KY",39.8,"9,052 ","2,965 ","4,360 ","4,557 ","5,303 ","4,739 ","3,341 ","2,804 ",,,,,,,,,
32500,"Maysville, KY",40.3,"7,573 ","2,455 ","3,468 ","4,252 ","4,741 ","4,183 ","2,668 ","2,020 ",,,,,,,,,
32540,"McAlester, OK",41.2,"10,120 ","3,681 ","5,784 ","5,439 ","6,596 ","6,181 ","4,449 ","3,587 ",,,,,,,,,
32620,"McComb, MS",38.5,"13,926 ","4,526 ","6,255 ","6,199 ","7,578 ","6,930 ","4,462 ","3,659 ",,,,,,,,,
32660,"McMinnville, TN",39.3,"9,699 ","3,078 ","4,855 ","5,386 ","5,772 ","5,024 ","3,429 ","2,596 ",,,,,,,,,
32700,"McPherson, KS",41.4,"6,858 ","2,543 ","3,221 ","3,096 ","4,416 ","3,707 ","2,374 ","2,965 ",,,,,,,,,
32740,"Meadville, PA",41.7,"19,911 ","8,321 ","9,156 ","10,878 ","13,338 ","12,449 ","7,845 ","6,867 ",,,,,,,,,
32860,"Menomonie, WI",33.5,"9,059 ","8,609 ","4,983 ","4,947 ","5,897 ","5,039 ","2,754 ","2,569 ",,,,,,,,,
32940,"Meridian, MS",37.7,"26,649 ","10,345 ","13,323 ","13,357 ","14,901 ","13,180 ","8,373 ","7,321 ",,,,,,,,,
32980,"Merrill, WI",44.7,"6,302 ","1,806 ","2,798 ","3,576 ","5,078 ","3,914 ","2,740 ","2,529 ",,,,,,,,,
33020,"Mexico, MO",38.5,"6,369 ","2,077 ","3,253 ","3,118 ","3,589 ","3,039 ","2,022 ","2,062 ",,,,,,,,,
33060,"Miami, OK",38.9,"7,856 ","3,123 ","3,569 ","3,697 ","4,239 ","3,946 ","2,910 ","2,508 ",,,,,,,,,
33180,"Middlesborough, KY",41.0,"6,229 ","2,555 ","3,334 ","3,804 ","4,315 ","3,946 ","2,650 ","1,858 ",,,,,,,,,
33220,"Midland, MI",40.4,"19,855 ","7,706 ","8,989 ","10,649 ","13,555 ","10,491 ","6,436 ","5,948 ",,,,,,,,,
33300,"Milledgeville, GA",35.8,"11,070 ","9,256 ","6,777 ","6,345 ","7,906 ","6,819 ","4,120 ","2,856 ",,,,,,,,,
33380,"Minden, LA",40.3,"9,710 ","3,494 ","4,831 ","4,902 ","6,070 ","5,306 ","3,762 ","3,132 ",,,,,,,,,
33420,"Mineral Wells, TX",40.3,"7,031 ","2,229 ","3,075 ","3,273 ","4,223 ","3,698 ","2,701 ","1,881 ",,,,,,,,,
33500,"Minot, ND",34.1,"16,215 ","8,948 ","10,284 ","7,763 ","9,156 ","7,528 ","4,639 ","5,007 ",,,,,,,,,
33580,"Mitchell, SD",37.5,"5,666 ","2,343 ","2,795 ","2,443 ","3,161 ","2,659 ","1,708 ","2,060 ",,,,,,,,,
33620,"Moberly, MO",38.0,"5,879 ","2,391 ","3,473 ","3,351 ","3,730 ","2,985 ","1,885 ","1,720 ",,,,,,,,,
33820,"Monroe, WI",41.1,"8,953 ","2,390 ","4,126 ","4,901 ","6,069 ","4,906 ","2,765 ","2,732 ",,,,,,,,,
33940,"Montrose, CO",42.0,"10,179 ","2,663 ","4,477 ","4,789 ","6,026 ","5,793 ","4,042 ","3,307 ",,,,,,,,,
33980,"Morehead City, NC",45.8,"12,575 ","4,754 ","7,154 ","7,992 ","10,648 ","10,687 ","7,375 ","5,284 ",,,,,,,,,
34020,"Morgan City, LA",37.5,"13,904 ","5,128 ","6,793 ","6,767 ","8,629 ","6,377 ","4,099 ","2,953 ",,,,,,,,,
