CBSA_code,MSA,Median,Under18,y18to24,y25to34,y35to44,y45to54,y55to64,y65to74,y75,,,,,,,,,
28660,"Killeen-Temple-Fort Hood, TX",30.0,"113,998 ","50,021 ","68,634 ","52,313 ","49,331 ","35,215 ","20,320 ","15,468 ",,,,,,,,,
28700,"Kingsport-Bristol-Bristol, TN-VA",43.3,"63,920 ","23,545 ","32,973 ","41,587 ","47,129 ","44,119 ","31,864 ","24,407 ",,,,,,,,,
28740,"Kingston, NY",42.0,"36,816 ","18,228 ","19,952 ","24,147 ","30,689 ","25,617 ","14,464 ","12,580 ",,,,,,,,,
28940,"Knoxville, TN",39.2,"152,761 ","70,701 ","88,039 ","92,055 ","102,242 ","89,841 ","56,955 ","45,436 ",,,,,,,,,
29020,"Kokomo, IN",41.1,"23,288 ","7,649 ","11,060 ","12,298 ","14,979 ","13,235 ","8,823 ","7,356 ",,,,,,,,,
29100,"La Crosse, WI-MN",36.6,"28,865 ","19,122 ","16,742 ","15,202 ","19,016 ","16,210 ","9,033 ","9,475 ",,,,,,,,,
29140,"Lafayette, IN",29.2,"42,958 ","44,691 ","27,966 ","22,150 ","23,384 ","19,685 ","11,206 ","9,749 ",,,,,,,,,
29180,"Lafayette, LA",33.8,"68,034 ","32,397 ","40,725 ","34,540 ","39,434 ","29,735 ","16,163 ","12,710 ",,,,,,,,,
29340,"Lake Charles, LA",36.0,"50,668 ","20,147 ","26,721 ","24,043 ","29,201 ","23,620 ","14,057 ","11,150 ",,,,,,,,,
29420,"Lake Havasu City-Kingman, AZ",47.6,"41,265 ","13,643 ","18,277 ","20,110 ","28,724 ","31,509 ","28,309 ","18,349 ",,,,,,,,,
29460,"Lakeland-Winter Haven, FL",39.8,"141,736 ","53,047 ","71,248 ","73,447 ","80,077 ","74,244 ","60,758 ","47,538 ",,,,,,,,,
29540,"Lancaster, PA",38.2,"129,015 ","50,638 ","60,990 ","63,629 ","75,401 ","61,992 ","38,240 ","39,540 ",,,,,,,,,
29620,"Lansing-East Lansing, MI",34.4,"102,312 ","72,666 ","59,972 ","54,405 ","64,663 ","55,792 ","29,507 ","24,719 ",,,,,,,,,
29700,"Laredo, TX",27.8,"88,158 ","27,275 ","35,156 ","34,332 ","27,235 ","18,641 ","10,969 ","8,538 ",,,,,,,,,
29740,"Las Cruces, NM",32.4,"55,858 ","27,390 ","27,558 ","23,459 ","26,619 ","22,468 ","14,605 ","11,276 ",,,,,,,,,
29820,"Las Vegas-Paradise, NV",35.5,"488,618 ","179,120 ","294,525 ","288,486 ","264,813 ","215,262 ","134,903 ","85,542 ",,,,,,,,,
29940,"Lawrence, KS",28.4,"21,131 ","27,300 ","17,505 ","12,001 ","12,434 ","10,588 ","5,184 ","4,683 ",,,,,,,,,
30020,"Lawton, OK",31.3,"31,134 ","16,863 ","20,493 ","15,247 ","16,101 ","11,558 ","7,074 ","5,628 ",,,,,,,,,
30140,"Lebanon, PA",41.0,"30,765 ","11,143 ","14,867 ","16,967 ","19,729 ","17,368 ","11,371 ","11,358 ",,,,,,,,,
30300,"Lewiston, ID-WA",41.7,"13,219 ","5,675 ","7,045 ","6,823 ","8,730 ","8,161 ","5,770 ","5,465 ",,,,,,,,,
30340,"Lewiston-Auburn, ME",39.8,"24,308 ","10,022 ","12,960 ","14,443 ","17,027 ","13,758 ","7,856 ","7,328 ",,,,,,,,,
30460,"Lexington-Fayette, KY",35.1,"107,035 ","56,849 ","71,384 ","64,353 ","66,711 ","53,432 ","29,043 ","23,292 ",,,,,,,,,
30620,"Lima, OH",38.3,"25,445 ","11,424 ","12,443 ","12,412 ","15,479 ","13,431 ","7,928 ","7,769 ",,,,,,,,,
30700,"Lincoln, NE",32.8,"69,863 ","44,139 ","45,625 ","36,153 ","39,430 ","33,301 ","17,253 ","16,393 ",,,,,,,,,
30780,"Little Rock-North Little Rock-Conway, AR",35.9,"171,614 ","68,879 ","101,058 ","92,667 ","98,633 ","81,842 ","48,051 ","37,013 ",,,,,,,,,
30860,"Logan, UT-ID",25.8,"40,137 ","20,390 ","20,550 ","12,844 ","11,926 ","9,258 ","5,554 ","4,783 ",,,,,,,,,
30980,"Longview, TX",37.1,"53,122 ","20,586 ","28,178 ","26,195 ","30,720 ","25,414 ","16,042 ","14,112 ",,,,,,,,,
31020,"Longview, WA",40.2,"24,721 ","8,437 ","11,658 ","12,560 ","15,074 ","14,155 ","8,791 ","7,014 ",,,,,,,,,
31100,"Los Angeles-Long Beach-Santa Ana, CA",35.1,"3,138,867 ","1,367,824 ","1,889,259 ","1,869,369 ","1,813,132 ","1,335,010 ","755,924 ","659,452 ",,,,,,,,,
31140,"Louisville/Jefferson County, KY-IN",38.1,"307,811 ","110,799 ","171,491 ","172,827 ","197,004 ","159,476 ","89,522 ","74,636 ",,,,,,,,,
31180,"Lubbock, TX",30.5,"69,609 ","47,596 ","41,287 ","31,424 ","35,256 ","28,038 ","16,906 ","14,774 ",,,,,,,,,
31340,"Lynchburg, VA",39.8,"53,666 ","31,848 ","26,994 ","30,335 ","37,364 ","32,765 ","21,712 ","17,950 ",,,,,,,,,
31420,"Macon, GA",37.4,"58,269 ","22,733 ","28,509 ","29,329 ","34,338 ","29,050 ","16,808 ","13,257 ",,,,,,,,,
31460,"Madera-Chowchilla, CA",33.0,"42,849 ","15,901 ","20,562 ","19,167 ","19,291 ","15,833 ","9,868 ","7,394 ",,,,,,,,,
31540,"Madison, WI",35.3,"125,240 ","68,374 ","88,312 ","75,635 ","82,184 ","67,141 ","32,651 ","29,056 ",,,,,,,,,
31700,"Manchester-Nashua, NH",39.3,"94,082 ","34,444 ","49,098 ","57,579 ","68,476 ","49,515 ","25,560 ","21,967 ",,,,,,,,,
31740,"Manhattan, KS",26.0,"30,196 ","30,303 ","21,427 ","12,489 ","12,312 ","9,858 ","5,313 ","5,183 ",,,,,,,,,
31860,"Mankato-North Mankato, MN",31.2,"19,764 ","19,606 ","13,342 ","10,009 ","12,129 ","10,411 ","5,625 ","5,854 ",,,,,,,,,
31900,"Mansfield, OH",40.9,"28,019 ","10,509 ","14,758 ","15,651 ","18,721 ","16,557 ","10,571 ","9,689 ",,,,,,,,,
32580,"McAllen-Edinburg-Mission, TX",28.3,"268,484 ","83,070 ","108,260 ","102,250 ","80,041 ","60,416 ","39,726 ","32,522 ",,,,,,,,,
32780,"Medford, OR",42.1,"44,312 ","17,442 ","23,470 ","23,096 ","28,822 ","30,230 ","18,847 ","16,987 ",,,,,,,,,
32820,"Memphis, TN-MS-AR",35.0,"350,064 ","127,908 ","179,797 ","179,467 ","189,831 ","150,194 ","78,820 ","60,019 ",,,,,,,,,
32900,"Merced, CA",29.6,"80,698 ","30,456 ","35,060 ","31,967 ","31,007 ","22,645 ","13,205 ","10,755 ",,,,,,,,,
33100,"Miami-Fort Lauderdale-Pompano Beach, FL",39.8,"1,205,961 ","499,915 ","711,640 ","789,398 ","831,783 ","639,346 ","442,756 ","443,836 ",,,,,,,,,
33140,"Michigan City-La Porte, IN",39.6,"25,382 ","9,323 ","14,400 ","14,669 ","17,018 ","14,808 ","8,611 ","7,256 ",,,,,,,,,
33260,"Midland, TX",33.5,"37,529 ","13,710 ","19,696 ","16,263 ","19,734 ","14,826 ","7,672 ","7,442 ",,,,,,,,,
33340,"Milwaukee-Waukesha-West Allis, WI",36.9,"382,936 ","150,305 ","209,356 ","200,650 ","233,471 ","183,358 ","97,043 ","98,789 ",,,,,,,,,
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",36.0,"819,792 ","298,660 ","477,668 ","455,201 ","508,014 ","370,829 ","187,685 ","161,984 ",,,,,,,,,
33540,"Missoula, MT",34.3,"21,828 ","16,355 ","17,431 ","12,627 ","14,733 ","13,868 ","6,987 ","5,470 ",,,,,,,,,
33660,"Mobile, AL",36.6,"103,581 ","41,277 ","53,631 ","51,417 ","59,975 ","49,790 ","29,985 ","23,336 ",,,,,,,,,
33700,"Modesto, CA",32.9,"147,158 ","53,836 ","70,194 ","66,726 ","69,558 ","52,150 ","29,637 ","25,194 ",,,,,,,,,
33740,"Monroe, LA",34.9,"45,601 ","19,339 ","23,414 ","21,423 ","23,906 ","20,088 ","12,306 ","10,364 ",,,,,,,,,
33780,"Monroe, MI",40.3,"36,677 ","12,763 ","16,517 ","20,191 ","25,235 ","20,246 ","11,171 ","9,221 ",,,,,,,,,
33860,"Montgomery, AL",36.0,"92,219 ","39,132 ","50,905 ","50,715 ","53,890 ","42,617 ","25,507 ","19,551 ",,,,,,,,,
34060,"Morgantown, WV",32.3,"21,804 ","28,192 ","18,963 ","14,911 ","16,033 ","14,723 ","8,354 ","6,729 ",,,,,,,,,
34100,"Morristown, TN",40.5,"31,147 ","11,904 ","15,251 ","18,568 ","19,874 ","17,987 ","13,293 ","8,584 ",,,,,,,,,
34580,"Mount Vernon-Anacortes, WA",40.1,"27,737 ","9,602 ","14,104 ","13,828 ","16,511 ","16,243 ","10,259 ","8,617 ",,,,,,,,,
34620,"Muncie, IN",34.8,"23,573 ","22,649 ","12,838 ","12,963 ","14,975 ","13,396 ","9,221 ","8,056 ",,,,,,,,,
34740,"Muskegon-Norton Shores, MI",38.2,"42,787 ","15,562 ","21,286 ","21,429 ","26,092 ","21,680 ","12,247 ","11,105 ",,,,,,,,,
34820,"Myrtle Beach-North Myrtle Beach-Conway, SC",41.1,"54,242 ","26,079 ","33,834 ","33,463 ","37,077 ","38,526 ","28,382 ","17,688 ",,,,,,,,,
34900,"Napa, CA",39.7,"31,486 ","12,023 ","16,755 ","17,851 ","19,932 ","17,843 ","10,522 ","10,072 ",,,,,,,,,
34940,"Naples-Marco Island, FL",46.9,"62,647 ","22,046 ","32,550 ","35,557 ","40,829 ","42,940 ","46,154 ","38,797 ",,,,,,,,,
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",35.7,"387,964 ","156,408 ","234,483 ","228,380 ","234,057 ","178,639 ","97,643 ","72,360 ",,,,,,,,,
35300,"New Haven-Milford, CT",39.3,"192,974 ","85,692 ","107,891 ","114,007 ","132,623 ","105,318 ","60,734 ","63,238 ",,,,,,,,,
35380,"New Orleans-Metairie-Kenner, LA",37.1,"272,818 ","115,427 ","166,107 ","149,511 ","176,290 ","145,520 ","78,741 ","63,350 ",,,,,,,,,
35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA",37.6,"4,311,500 ","1,782,201 ","2,689,393 ","2,660,422 ","2,804,236 ","2,175,893 ","1,288,409 ","1,185,055 ",,,,,,,,,
35660,"Niles-Benton Harbor, MI",41.0,"36,672 ","13,300 ","17,238 ","19,186 ","23,981 ","20,887 ","13,360 ","12,189 ",,,,,,,,,
35840,"North Port-Bradenton-Sarasota, FL",49.5,"126,018 ","45,054 ","63,935 ","74,843 ","95,680 ","103,415 ","97,308 ","96,028 ",,,,,,,,,
35980,"Norwich-New London, CT",40.4,"59,599 ","26,835 ","32,640 ","36,223 ","44,762 ","35,001 ","20,365 ","18,630 ",,,,,,,,,
36100,"Ocala, FL",47.3,"64,181 ","23,742 ","31,810 ","35,855 ","44,391 ","46,001 ","47,094 ","38,224 ",,,,,,,,,
36140,"Ocean City, NJ",47.1,"18,349 ","7,736 ","9,188 ","10,327 ","15,403 ","15,285 ","11,036 ","9,941 ",,,,,,,,,
36220,"Odessa, TX",31.4,"39,808 ","15,372 ","19,714 ","16,395 ","18,201 ","13,686 ","7,654 ","6,300 ",,,,,,,,,
36260,"Ogden-Clearfield, UT",29.9,"177,999 ","54,048 ","85,600 ","66,890 ","64,799 ","48,471 ","26,747 ","22,630 ",,,,,,,,,
36420,"Oklahoma City, OK",34.6,"312,969 ","135,082 ","184,402 ","157,737 ","174,282 ","141,132 ","81,770 ","65,613 ",,,,,,,,,
36500,"Olympia, WA",38.5,"58,122 ","22,988 ","34,015 ","33,007 ","37,043 ","34,325 ","18,284 ","14,480 ",,,,,,,,,
36540,"Omaha-Council Bluffs, NE-IA",34.6,"227,193 ","82,449 ","127,126 ","113,100 ","123,244 ","96,140 ","51,144 ","44,954 ",,,,,,,,,
36740,"Orlando-Kissimmee-Sanford, FL",36.3,"499,485 ","235,743 ","296,138 ","298,117 ","307,996 ","233,855 ","146,369 ","116,708 ",,,,,,,,,
36780,"Oshkosh-Neenah, WI",37.9,"36,132 ","19,870 ","21,920 ","21,429 ","25,560 ","19,747 ","11,159 ","11,177 ",,,,,,,,,
36980,"Owensboro, KY",39.1,"28,055 ","9,614 ","13,951 ","14,529 ","17,180 ","14,498 ","9,048 ","7,877 ",,,,,,,,,
37100,"Oxnard-Thousand Oaks-Ventura, CA",36.2,"211,915 ","81,371 ","105,460 ","111,083 ","123,704 ","93,476 ","51,396 ","44,913 ",,,,,,,,,
37340,"Palm Bay-Melbourne-Titusville, FL",45.5,"107,686 ","42,781 ","54,795 ","62,148 ","90,602 ","74,652 ","57,686 ","53,026 ",,,,,,,,,
37380,"Palm Coast, FL",47.5,"19,036 ","5,985 ","9,011 ","10,763 ","12,671 ","14,825 ","13,593 ","9,812 ",,,,,,,,,
37460,"Panama City-Lynn Haven-Panama City Beach, FL",39.5,"37,076 ","16,077 ","22,150 ","21,581 ","26,508 ","20,901 ","13,678 ","10,881 ",,,,,,,,,
37620,"Parkersburg-Marietta-Vienna, WV-OH",42.6,"34,684 ","13,032 ","17,971 ","20,489 ","25,332 ","22,914 ","15,450 ","12,184 ",,,,,,,,,
37700,"Pascagoula, MS",37.1,"41,660 ","14,213 ","20,838 ","21,810 ","24,272 ","19,233 ","12,335 ","7,885 ",,,,,,,,,
37860,"Pensacola-Ferry Pass-Brent, FL",38.2,"100,363 ","51,356 ","56,707 ","54,905 ","68,029 ","55,242 ","35,527 ","26,862 ",,,,,,,,,
37900,"Peoria, IL",38.6,"90,872 ","33,843 ","48,382 ","47,078 ","54,385 ","48,140 ","28,822 ","27,664 ",,,,,,,,,
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",38.1,"1,390,882 ","599,591 ","771,337 ","788,842 ","913,140 ","709,067 ","404,752 ","387,732 ",,,,,,,,,
38060,"Phoenix-Mesa-Glendale, AZ",34.7,"1,107,561 ","408,315 ","597,872 ","574,957 ","548,353 ","441,117 ","288,643 ","226,069 ",,,,,,,,,
38220,"Pine Bluff, AR",37.7,"23,322 ","10,712 ","12,831 ","12,529 ","14,830 ","12,605 ","7,409 ","6,020 ",,,,,,,,,
38300,"Pittsburgh, PA",42.6,"474,971 ","215,115 ","273,022 ","289,655 ","371,719 ","324,721 ","195,259 ","211,823 ",,,,,,,,,
38340,"Pittsfield, MA",44.7,"25,624 ","12,346 ","12,900 ","15,312 ","21,160 ","19,491 ","11,866 ","12,520 ",,,,,,,,,
38540,"Pocatello, ID",31.5,"25,128 ","10,813 ","13,621 ","9,978 ","10,883 ","10,043 ","5,554 ","4,636 ",,,,,,,,,
38860,"Portland-South Portland-Biddeford, ME",42.0,"108,407 ","42,991 ","58,630 ","69,780 ","86,081 ","71,911 ","40,232 ","36,066 ",,,,,,,,,
38900,"Portland-Vancouver-Hillsboro, OR-WA",36.7,"527,233 ","194,177 ","335,570 ","323,921 ","319,222 ","273,668 ","138,275 ","113,943 ",,,,,,,,,
38940,"Port St. Lucie, FL",45.2,"87,754 ","30,796 ","42,546 ","50,046 ","61,446 ","56,169 ","48,870 ","46,480 ",,,,,,,,,
39100,"Poughkeepsie-Newburgh-Middletown, NY",38.3,"167,498 ","68,714 ","73,327 ","92,042 ","108,262 ","79,169 ","43,889 ","37,400 ",,,,,,,,,
39140,"Prescott, AZ",49.2,"40,269 ","14,940 ","18,552 ","20,458 ","29,810 ","36,237 ","28,925 ","21,842 ",,,,,,,,,
39300,"Providence-New Bedford-Fall River, RI-MA",39.6,"346,365 ","172,191 ","191,633 ","214,307 ","248,797 ","197,799 ","113,034 ","116,726 ",,,,,,,,,
39340,"Provo-Orem, UT",24.6,"185,814 ","82,361 ","89,440 ","57,595 ","44,394 ","32,706 ","19,074 ","15,426 ",,,,,,,,,
39380,"Pueblo, CO",38.7,"38,915 ","14,941 ","18,942 ","18,893 ","22,353 ","20,673 ","12,564 ","11,782 ",,,,,,,,,
39460,"Punta Gorda, FL",55.9,"22,878 ","8,612 ","11,186 ","14,095 ","21,232 ","27,376 ","28,945 ","25,654 ",,,,,,,,,
39540,"Racine, WI",39.0,"48,510 ","15,878 ","23,796 ","25,736 ","31,778 ","23,971 ","13,402 ","12,337 ",,,,,,,,,
39580,"Raleigh-Cary, NC",34.9,"296,445 ","104,711 ","165,547 ","182,622 ","164,755 ","114,924 ","59,542 ","41,944 ",,,,,,,,,
39660,"Rapid City, SD",36.6,"31,252 ","12,263 ","17,292 ","14,586 ","18,525 ","15,809 ","8,818 ","7,837 ",,,,,,,,,
39740,"Reading, PA",39.1,"98,136 ","41,080 ","46,157 ","53,903 ","62,706 ","49,902 ","29,576 ","29,982 ",,,,,,,,,
39820,"Redding, CA",41.8,"39,652 ","15,989 ","19,957 ","19,567 ","26,585 ","25,506 ","16,551 ","13,416 ",,,,,,,,,
39900,"Reno-Sparks, NV",37.1,"100,033 ","44,943 ","56,768 ","55,753 ","62,120 ","54,183 ","30,975 ","20,642 ",,,,,,,,,
40060,"Richmond, VA",38.0,"293,568 ","123,283 ","165,268 ","172,995 ","194,356 ","155,922 ","84,564 ","68,295 ",,,,,,,,,
40140,"Riverside-San Bernardino-Ontario, CA",32.7,"1,214,696 ","458,633 ","564,520 ","566,254 ","570,032 ","410,782 ","244,093 ","195,841 ",,,,,,,,,
40220,"Roanoke, VA",42.0,"66,395 ","25,741 ","34,711 ","40,182 ","47,742 ","43,760 ","26,765 ","23,411 ",,,,,,,,,
40340,"Rochester, MN",37.1,"47,317 ","14,139 ","26,829 ","23,625 ","28,679 ","21,137 ","12,846 ","11,439 ",,,,,,,,,
40380,"Rochester, NY",39.4,"238,055 ","114,084 ","122,682 ","132,760 ","164,217 ","133,793 ","76,336 ","72,396 ",,,,,,,,,
40420,"Rockford, IL",38.1,"89,264 ","29,469 ","42,464 ","46,802 ","52,126 ","42,227 ","25,286 ","21,793 ",,,,,,,,,
40580,"Rocky Mount, NC",39.8,"36,814 ","12,814 ","17,510 ","19,586 ","23,376 ","20,795 ","12,032 ","9,465 ",,,,,,,,,
40660,"Rome, GA",37.6,"23,445 ","9,939 ","11,701 ","12,558 ","13,431 ","11,541 ","7,439 ","6,263 ",,,,,,,,,
40900,"Sacramento--Arden-Arcade--Roseville, CA",36.0,"534,944 ","221,947 ","291,231 ","283,516 ","311,051 ","248,030 ","138,292 ","120,116 ",,,,,,,,,
40980,"Saginaw-Saginaw Township North, MI",39.5,"46,841 ","21,218 ","21,940 ","23,938 ","29,519 ","26,112 ","16,031 ","14,570 ",,,,,,,,,
41060,"St. Cloud, MN",33.5,"44,400 ","27,598 ","25,819 ","22,339 ","26,198 ","19,953 ","11,435 ","11,351 ",,,,,,,,,
41100,"St. George, UT",32.5,"41,686 ","13,393 ","18,020 ","13,743 ","13,432 ","14,015 ","12,792 ","11,034 ",,,,,,,,,
41140,"St. Joseph, MO-KS",38.0,"29,212 ","13,152 ","16,680 ","15,975 ","19,001 ","15,070 ","9,369 ","8,870 ",,,,,,,,,
41180,"St. Louis, MO-IL",38.2,"670,844 ","258,605 ","369,712 ","361,572 ","436,953 ","340,103 ","195,717 ","179,390 ",,,,,,,,,
41420,"Salem, OR",35.4,"101,714 ","39,686 ","51,789 ","48,226 ","50,928 ","46,694 ","27,259 ","24,442 ",,,,,,,,,
41500,"Salinas, CA",32.9,"111,013 ","46,253 ","62,077 ","54,820 ","53,254 ","43,218 ","22,921 ","21,501 ",,,,,,,,,
41540,"Salisbury, MD",35.8,"26,560 ","19,592 ","15,322 ","14,666 ","17,782 ","14,774 ","8,895 ","7,612 ",,,,,,,,,
41620,"Salt Lake City, UT",30.9,"330,869 ","116,410 ","190,375 ","148,636 ","136,485 ","104,908 ","54,004 ","42,510 ",,,,,,,,,
41660,"San Angelo, TX",34.4,"26,302 ","15,377 ","14,902 ","12,274 ","14,703 ","12,709 ","8,066 ","7,490 ",,,,,,,,,
41700,"San Antonio-New Braunfels, TX",34.1,"575,570 ","222,484 ","298,713 ","287,119 ","293,947 ","229,609 ","130,583 ","104,483 ",,,,,,,,,
41740,"San Diego-Carlsbad-San Marcos, CA",34.6,"724,168 ","367,845 ","470,922 ","420,563 ","430,774 ","329,616 ","180,554 ","170,871 ",,,,,,,,,
41780,"Sandusky, OH",43.4,"17,145 ","5,726 ","7,976 ","9,276 ","12,231 ","11,420 ","7,015 ","6,290 ",,,,,,,,,
41860,"San Francisco-Oakland-Fremont, CA",38.3,"920,636 ","384,378 ","650,137 ","654,401 ","651,228 ","528,131 ","288,674 ","257,806 ",,,,,,,,,
41940,"San Jose-Sunnyvale-Santa Clara, CA",36.1,"445,611 ","163,180 ","276,497 ","285,990 ","271,843 ","191,486 ","109,499 ","92,805 ",,,,,,,,,
42020,"San Luis Obispo-Paso Robles, CA",39.4,"50,841 ","39,545 ","32,108 ","29,752 ","39,253 ","37,116 ","21,187 ","19,835 ",,,,,,,,,
42060,"Santa Barbara-Santa Maria-Goleta, CA",33.6,"98,047 ","63,267 ","57,692 ","50,478 ","54,998 ","45,015 ","26,776 ","27,622 ",,,,,,,,,
42100,"Santa Cruz-Watsonville, CA",36.9,"55,418 ","36,270 ","33,749 ","33,075 ","38,777 ","35,935 ","15,874 ","13,284 ",,,,,,,,,
42140,"Santa Fe, NM",43.0,"30,236 ","10,700 ","16,628 ","18,196 ","22,351 ","24,255 ","13,385 ","8,419 ",,,,,,,,,
42220,"Santa Rosa-Petaluma, CA",39.9,"106,471 ","46,081 ","61,297 ","60,603 ","73,518 ","68,544 ","35,544 ","31,820 ",,,,,,,,,
42340,"Savannah, GA",34.3,"83,770 ","41,518 ","51,327 ","44,175 ","47,660 ","38,819 ","22,738 ","17,604 ",,,,,,,,,
42540,"Scranton--Wilkes-Barre, PA",42.3,"114,896 ","53,956 ","62,353 ","71,440 ","85,131 ","75,837 ","48,147 ","51,871 ",,,,,,,,,
42660,"Seattle-Tacoma-Bellevue, WA",36.8,"785,796 ","319,610 ","523,970 ","509,691 ","524,486 ","404,248 ","202,673 ","169,335 ",,,,,,,,,
42680,"Sebastian-Vero Beach, FL",49.1,"25,952 ","9,092 ","12,455 ","14,215 ","18,977 ","19,833 ","18,036 ","19,468 ",,,,,,,,,
43100,"Sheboygan, WI",40.3,"27,582 ","8,892 ","13,864 ","15,056 ","18,605 ","14,687 ","8,426 ","8,395 ",,,,,,,,,
43300,"Sherman-Denison, TX",39.5,"29,132 ","11,222 ","13,721 ","14,715 ","18,051 ","15,261 ","10,276 ","8,499 ",,,,,,,,,
43340,"Shreveport-Bossier City, LA",36.0,"99,338 ","39,226 ","55,756 ","48,341 ","55,981 ","47,445 ","28,328 ","24,189 ",,,,,,,,,
43580,"Sioux City, IA-NE-SD",35.6,"38,836 ","13,912 ","18,076 ","17,521 ","19,734 ","16,890 ","9,509 ","9,099 ",,,,,,,,,
43620,"Sioux Falls, SD",34.5,"59,300 ","20,882 ","35,557 ","29,855 ","32,524 ","24,619 ","12,886 ","12,638 ",,,,,,,,,
43780,"South Bend-Mishawaka, IN-MI",37.4,"78,109 ","34,056 ","38,830 ","39,141 ","45,554 ","39,614 ","22,014 ","21,906 ",,,,,,,,,
43900,"Spartanburg, SC",38.0,"69,450 ","27,824 ","33,863 ","38,810 ","40,946 ","35,187 ","22,066 ","16,161 ",,,,,,,,,
44060,"Spokane, WA",36.8,"109,502 ","53,764 ","62,297 ","57,743 ","67,825 ","59,121 ","32,165 ","28,804 ",,,,,,,,,
44100,"Springfield, IL",39.4,"49,817 ","17,419 ","26,762 ","26,372 ","32,608 ","27,852 ","15,428 ","13,912 ",,,,,,,,,
44140,"Springfield, MA",38.9,"150,719 ","88,421 ","78,105 ","84,823 ","104,588 ","89,641 ","47,851 ","48,794 ",,,,,,,,,
44180,"Springfield, MO",36.4,"101,433 ","51,358 ","58,471 ","53,834 ","60,494 ","50,435 ","32,501 ","28,186 ",,,,,,,,,
44220,"Springfield, OH",40.5,"32,643 ","12,501 ","15,285 ","16,731 ","19,985 ","18,766 ","11,928 ","10,494 ",,,,,,,,,
44300,"State College, PA",28.7,"24,512 ","44,452 ","18,759 ","16,022 ","17,909 ","14,970 ","9,150 ","8,216 ",,,,,,,,,
44600,"Steubenville-Weirton, OH-WV",44.4,"24,792 ","10,820 ","12,535 ","15,003 ","19,198 ","18,994 ","11,678 ","11,434 ",,,,,,,,,
44700,"Stockton, CA",32.7,"200,724 ","71,312 ","90,815 ","90,738 ","91,839 ","68,697 ","38,530 ","32,651 ",,,,,,,,,
44940,"Sumter, SC",35.4,"27,431 ","11,579 ","14,198 ","12,996 ","15,188 ","12,143 ","7,883 ","6,038 ",,,,,,,,,
45060,"Syracuse, NY",38.7,"151,483 ","77,291 ","76,189 ","81,900 ","103,058 ","81,439 ","46,175 ","45,042 ",,,,,,,,,
45220,"Tallahassee, FL",32.1,"74,851 ","69,409 ","51,799 ","42,914 ","48,153 ","42,213 ","21,871 ","16,203 ",,,,,,,,,
45300,"Tampa-St. Petersburg-Clearwater, FL",41.2,"589,827 ","239,731 ","337,822 ","365,509 ","415,956 ","354,294 ","249,169 ","230,935 ",,,,,,,,,
45460,"Terre Haute, IN",37.8,"37,824 ","20,590 ","21,899 ","21,831 ","24,530 ","21,267 ","12,882 ","11,602 ",,,,,,,,,
45500,"Texarkana, TX-Texarkana, AR",37.7,"33,001 ","12,020 ","18,291 ","17,812 ","19,337 ","16,481 ","10,439 ","8,646 ",,,,,,,,,
45780,"Toledo, OH",37.5,"153,016 ","74,806 ","78,987 ","79,843 ","95,932 ","81,779 ","44,984 ","42,082 ",,,,,,,,,
45820,"Topeka, KS",39.1,"58,309 ","19,048 ","28,804 ","27,517 ","34,918 ","30,753 ","18,109 ","16,412 ",,,,,,,,,
45940,"Trenton-Ewing, NJ",37.8,"82,982 ","40,045 ","46,842 ","51,817 ","55,646 ","42,834 ","23,570 ","22,777 ",,,,,,,,,
46060,"Tucson, AZ",37.7,"225,316 ","107,791 ","126,173 ","115,795 ","131,528 ","122,367 ","81,792 ","69,501 ",,,,,,,,,
46140,"Tulsa, OK",36.5,"239,400 ","85,703 ","125,812 ","121,070 ","134,069 ","111,010 ","66,672 ","53,742 ",,,,,,,,,
46220,"Tuscaloosa, AL",32.1,"47,895 ","40,438 ","28,797 ","25,512 ","27,603 ","24,342 ","13,400 ","11,474 ",,,,,,,,,
46340,"Tyler, TX",35.6,"53,796 ","22,557 ","26,946 ","25,495 ","27,411 ","23,658 ","16,014 ","13,837 ",,,,,,,,,
46540,"Utica-Rome, NY",41.1,"65,675 ","29,388 ","33,338 ","36,957 ","46,012 ","39,003 ","24,030 ","24,994 ",,,,,,,,,
46660,"Valdosta, GA",31.2,"34,771 ","21,784 ","19,720 ","17,000 ","17,666 ","13,892 ","8,558 ","6,197 ",,,,,,,,,
46700,"Vallejo-Fairfield, CA",36.9,"101,535 ","40,448 ","54,914 ","54,423 ","63,950 ","51,227 ","25,997 ","20,850 ",,,,,,,,,
47020,"Victoria, TX",37.3,"30,496 ","9,999 ","14,117 ","13,583 ","16,660 ","14,259 ","8,812 ","7,458 ",,,,,,,,,
47220,"Vineland-Millville-Bridgeton, NJ",36.5,"37,705 ","14,968 ","22,518 ","22,155 ","22,327 ","17,430 ","10,555 ","9,240 ",,,,,,,,,
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",35.4,"394,289 ","198,612 ","235,387 ","214,269 ","250,307 ","185,420 ","107,339 ","86,060 ",,,,,,,,,
47300,"Visalia-Porterville, CA",29.6,"144,124 ","47,326 ","61,859 ","54,685 ","52,351 ","40,055 ","22,946 ","18,833 ",,,,,,,,,
